C_DISC,CERT,SHAPE,PCS,WEIGHT,COLOR,CLARITY,CUT,POL,SY,FLUO,FLUO_COLOR,FANCY_COLOR,FANCY_INTENSITY,FANCY_OVERTONE,TD,TABL,MIN_DIAM,MAX_DIAM,HEIGHT,RATIO,COL_SHADE,MILKY,TABLE_BLACK,SIDE_BLACK,WHT_INC,KEY_TO_SYMBOL,CERT_COMMENTS,CR_ANGLE,CR_HEIGHT,PV_ANGLE,PV_DEPTH,GIRDLE_PERCENTAGE,GIRDLE_CONDITION,STAR_LENGTH,LOWER_HALF,CULET,EYE_CLEAN,TABLE_CLEAN,HA,CERT_TYPE,CERT_DATE,REF_DAYS,INTERNAL_COLOR,INTERNAL_CLARITY,OPEN,NATURAL,INTENDED_NATURAL,CAVITY,CHIP,EXTRA_FACET,GRAINING,CUT_COMMENTS,AM,PCR,FMTS,C1T,DEMAND_STATUS,ASSORT_DATE,,COUNTRY_OF_ORIGIN_MINE_ORIGIN,MINING_CO_NAME,MINING_CO_DESCRIPTION,SOURCE_CO,SOURCE_COUNTRY,SOURCE_MINE,, Inv_Date, Inv_Party, Inv_By , Inv_Term
-35,1,6,1,0.5,7,6,3,1,3,3,2,10,2,2,64.1,57,4.93,4.98,3.17,1.01,4,4,4,5,1,,,37,16.5,40.4,42.5,5,2,,,2,,,,,16-02-2022,112,7,6,1,3,5,4,3,3,4,3,2,1,2,1,,16-02-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-37,3,6,1,0.5,6,6,1,1,3,3,2,11,2,2,59.7,59,5.17,5.2,3.1,1.006,4,4,2,5,1,"Crystal, Feather",,33.5,13.5,40.8,43,3,2,50,80,2,,,1,1,06-03-2022,100,6,6,1,3,5,4,3,3,4,3,2,1,2,1,1,06-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-38,3,6,1,0.5,3,6,1,1,1,1,2,10,2,2,60.6,56,5.15,5.18,3.13,1.006,4,4,4,5,1,"Crystal, Cloud",,34.5,15,40.6,42.5,3,2,50,80,2,,,1,1,06-03-2022,100,3,6,1,3,5,4,3,3,4,3,,,2,,,06-03-2022,,,,,,RUSSIAN FEDERATION,ALROSA,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-46,3,6,1,0.5,5,4,2,1,3,3,2,10,2,2,64.9,55,4.92,4.98,3.21,1.012,4,4,4,5,2,"Feather, Cloud, Pinpoint, Indented Natural",-,36.5,17,41,43.5,5,2,50,75,2,2,2,1,1,06-03-2022,95,5,4,1,2,5,4,3,3,4,3,2,1,1,1,2,06-03-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Chinastar Trade (Hong Kong) Limited,Chinastar Trade (Hong Kong) Limited,0
-43,3,6,1,0.5,7,6,3,1,3,3,2,10,2,2,64.6,59,4.89,4.98,3.19,1.018,4,4,4,1,1,"Feather, Crystal",-,36.5,15.5,41.2,43.5,5.5,2,50,80,2,1,2,1,1,06-03-2022,92,7,6,1,1,5,4,3,3,4,3,2,1,1,1,2,06-03-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,03-06-2022,Sun Rays,Sun Rays,30
-41,3,6,1,0.5,1,2,3,3,3,1,2,10,2,2,64.6,57,4.93,4.99,3.2,1.012,4,4,4,5,1,"Cloud, Feather",,37,16.5,40.6,43,5.5,2,50,75,2,,,1,1,06-03-2022,100,1,2,1,3,5,4,3,3,4,3,,,1,,,06-03-2022,,,,,,RUSSIAN FEDERATION,ALROSA,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,90
-41,3,6,1,0.5,6,2,3,1,3,3,2,10,2,2,64,56,4.96,5.01,3.19,1.01,4,4,4,5,1,"Pinpoint, Feather",,36,16,41,43.5,4.5,2,50,80,2,,,1,1,06-03-2022,100,6,2,1,3,5,4,3,3,4,3,,,2,,,06-03-2022,,,,,,RUSSIAN FEDERATION,ALROSA,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-32,3,6,1,0.5,9,3,1,1,1,3,2,10,2,2,62.3,58,5.03,5.07,3.14,1.008,4,4,4,5,1,"Pinpoint, Cloud, Surface Graining",,36,15.5,40.8,43,4,2,,,2,1,1,1,1,06-03-2022,94,9,3,1,3,5,4,3,3,4,3,2,1,1,1,,06-03-2022,,,,,,UNKNOWN,UNKNOWN,,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-34,3,6,1,0.5,10,3,1,1,1,3,2,11,1,1,62.4,58,5.03,5.07,3.15,1.008,4,4,4,5,1,Pinpoint,,36,15.5,40.8,43,4,1,50,80,2,1,1,1,1,30-03-2022,68,10,3,1,3,5,4,3,3,4,3,2,1,2,1,1,30-03-2022,,,,,,,AGGREGATE,,03-06-2022,Sun Rays,Sun Rays,30
-46,3,6,1,0.5,8,4,1,1,3,1,2,10,2,2,62.9,56,5.02,5.07,3.17,1.01,4,4,4,1,1,"Crystal, Cloud, Feather",,35.5,16,40.8,43,4,2,50,80,2,,,1,1,06-03-2022,100,8,5,1,3,5,4,3,3,4,3,,,2,,,06-03-2022,,,,,,RUSSIAN FEDERATION,NURBA,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-45,3,6,1,0.5,10,6,3,1,3,3,2,10,2,2,64.7,54,4.92,4.98,3.2,1.012,4,4,4,5,3,"Crystal, Feather",-,37.5,17.5,40,42,5,2,45,75,2,2,2,1,1,06-03-2022,92,10,6,4,3,5,4,3,3,4,3,2,1,1,1,2,06-03-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,03-06-2022,Sun Rays,Sun Rays,30
-41,3,6,1,0.5,9,7,1,1,1,1,2,10,2,2,63.2,56,5.02,5.06,3.19,1.008,4,4,2,5,1,"Twinning Wisp, Crystal",,36,16,41,43.5,3.5,2,50,75,2,,,1,1,06-03-2022,100,9,7,1,3,5,4,3,3,4,3,,,1,,,06-03-2022,,,,,,UNKNOWN,UNKNOWN,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0
-33.35,4,6,1,0.5,9,4,1,1,1,3,2,10,2,2,63,55.3,4.99,5.02,,1.006,4,4,4,5,1,"Cloud, Crystal, Feather, Pinpoint",,35.9,16.8,40.9,42.9,3.3,2,,,,,,1,,06-03-2022,95,9,4,1,3,5,4,3,3,4,3,,,1,,,06-03-2022,,,,,,UNKNOWN,UNKNOWN,,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-34,3,6,1,0.5,10,3,1,1,1,3,2,10,2,2,62.5,57,5.07,5.09,3.17,1.004,4,4,4,5,2,"Cloud, Knot",-,35,15,41.2,43.5,4,2,50,75,2,2,2,1,1,10-03-2022,88,10,3,1,3,5,4,3,3,4,3,2,1,2,1,2,10-03-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,03-06-2022,Sun Rays,Sun Rays,30
-53,3,6,1,0.5,8,4,3,3,3,3,2,10,2,2,60.6,54,5.1,5.15,3.11,1.01,4,1,4,5,7,Cloud,-,33,14.5,40.2,42,4,2,50,75,2,1,1,1,1,12-03-2022,89,8,5,1,3,5,4,3,3,4,3,2,1,1,1,2,12-03-2022,,SOUTH AFRICA,UNKNOWN,UNKNOWN,EKAPA,SOUTH AFRICA,KIMBERLEY,,08-06-2022,Sheel Gems,Sheel Gems,75
-47,3,6,1,0.5,8,6,3,1,3,3,2,10,2,2,64.7,59,4.92,4.98,3.2,1.012,4,4,2,5,8,"Crystal, Manufacturing Remnant",-,37,15.5,41.2,44,5,2,50,75,2,1,1,1,1,12-03-2022,86,8,6,1,2,5,4,3,3,4,3,2,1,2,1,2,12-03-2022,,RUSSIAN FEDERATION,ALROSA,ALROSA,ALROSA,RUSSIAN FEDERATION,ALROSA,,03-06-2022,Sun Rays,Sun Rays,30
-40,3,6,1,0.5,2,4,3,1,3,1,2,10,2,2,62.8,61,4.96,5.03,3.14,1.014,4,4,2,5,1,"Crystal, Feather",,36,14.5,40.8,43.5,5,2,50,80,2,,,1,1,12-03-2022,94,2,5,1,3,5,4,3,3,4,3,,,2,,,12-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,90
-44,3,6,1,0.5,2,6,3,1,3,1,2,10,2,2,65,58,4.92,4.99,3.22,1.014,4,4,1,5,1,Crystal,,36,15.5,41.6,44.5,5,2,50,75,2,,,1,1,13-03-2022,93,2,6,1,3,5,4,3,3,4,3,,,1,,,13-03-2022,,,,,,ANGOLA,UNKNOWN,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,90
-42,3,6,1,0.5,6,6,3,1,3,3,2,11,1,1,64.5,59,4.93,4.99,3.2,1.012,4,4,4,2,7,"Crystal, Knot",NA,37,16,41.2,43.5,5,1,50,75,2,2,1,1,1,01-04-2022,66,6,6,1,1,5,4,3,3,4,3,,,,,2,01-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,03-06-2022,Sun Rays,Sun Rays,30
-38.25,1,6,1,0.5,3,6,3,3,3,3,2,10,2,2,64.3,59,4.93,4.99,3.18,1.012,4,4,4,5,1,,,37,15.5,41,43.5,5,2,,,2,,,,,02-03-2022,98,3,6,1,3,5,4,3,3,4,3,2,1,2,1,,02-03-2022,,,,,,RUSSIAN FEDERATION,ALROSA,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-27,4,6,1,0.5,6,4,1,1,1,3,2,10,2,2,61.9,54.9,5.03,5.06,,1.006,4,4,4,5,1,"Cloud, Crystal",,34.9,16.3,40.6,41.9,3.7,2,,,,,,1,,11-03-2022,90,6,5,1,3,5,4,3,3,4,3,,,1,,,11-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-36.91,1,6,1,0.5,7,6,3,3,3,3,2,10,2,2,61.5,61,5.01,5.05,3.09,1.008,4,4,4,5,1,,,35,13.5,40.5,43,5,2,,,2,,,,,03-03-2022,97,7,6,1,3,5,4,3,3,4,3,2,1,2,1,,03-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,1,6,1,0.5,7,6,3,3,3,3,2,10,2,2,63.9,57,4.93,4.98,3.16,1.01,4,4,4,5,1,,,37,16,40.4,42.5,5,2,,,2,,,,,04-03-2022,96,7,6,1,3,5,4,3,3,4,3,2,1,2,1,,04-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,1,6,1,0.5,7,6,3,3,3,3,2,10,2,2,64.1,59,4.94,5,3.18,1.012,4,4,4,5,1,,,36.5,15,41.6,44,5,2,,,2,,,,,06-03-2022,94,7,6,1,3,5,4,3,3,4,3,2,1,2,1,,06-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-33.35,4,6,1,0.5,9,4,1,1,1,3,2,10,2,2,62.3,55.9,4.99,5.02,,1.006,4,4,4,5,1,Cloud,,35.1,15.8,40.8,42,4.5,2,,,,,,1,,19-03-2022,82,9,4,1,3,5,4,3,3,4,3,,,1,,,19-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-27,4,6,1,0.5,6,3,1,1,1,3,2,10,2,2,61.9,55.9,5.01,5.05,,1.008,4,4,4,5,1,Cloud,,34.4,15.7,41,42.3,3.9,2,,,,,,1,,19-03-2022,82,6,3,1,3,5,4,3,3,4,3,,,1,,,19-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-40,3,6,1,0.5,8,4,1,1,1,3,2,11,2,2,63,57,5.05,5.09,3.19,1.008,1,4,4,5,8,"Cloud, Crystal, Indented Natural",-,36.5,16,41,43.5,3.5,2,50,80,2,2,2,1,1,28-04-2022,39,8,5,1,1,5,4,3,3,4,1,2,1,2,1,2,28-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,03-06-2022,Sun Rays,Sun Rays,30
-30,2,6,1,0.5,7,4,1,1,1,3,2,11,2,2,63.3,56,5.03,5.04,3.19,1.002,4,4,4,5,1,"Cloud, Needle",-,36.5,16.5,40.8,43,3.5,2,50,80,2,2,2,1,1,04-05-2022,41,7,4,1,3,5,4,3,3,4,3,2,1,2,1,1,04-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-35,1,6,1,0.5,6,6,3,3,3,3,2,10,2,2,64.2,57,4.93,5,3.18,1.014,4,4,4,5,1,,,37,16.5,40.6,43,5,2,,,2,,,,,09-03-2022,91,6,6,1,3,5,4,3,3,4,3,2,1,2,1,,09-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-32.94,4,6,1,0.5,9,6,1,1,1,1,2,10,2,2,61.9,56.6,5.02,5.06,,1.008,4,4,4,5,1,"Cloud, Crystal, Feather, Twinning Wisp",,34.9,15.5,40.8,42.3,4.1,2,,,,,,1,,19-03-2022,82,9,6,1,3,5,4,3,3,4,3,,,1,,,19-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-30.32,4,6,1,0.5,8,4,1,1,1,3,2,10,2,2,60.2,59.2,5.07,5.12,,1.01,4,4,4,5,1,"Cloud, Feather",,33.5,13.7,40.7,42,4.5,2,,,,,,1,,19-03-2022,82,8,4,1,3,5,4,3,3,4,3,,,1,,,19-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-54,3,6,1,0.5,8,7,1,1,3,3,2,11,1,1,63.5,56,5,5.06,3.19,1.012,4,1,4,5,8,Cloud,-,36.5,16.5,41,43.5,3.5,1,50,80,2,1,1,1,1,20-04-2022,50,8,7,1,1,5,4,3,3,5,1,2,1,2,1,2,20-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-42,3,6,1,0.5,7,6,3,3,3,3,2,11,1,1,64.8,58,4.91,5,3.21,1.018,4,4,4,5,3,"Cloud, Feather",-,37,16,41.2,43.5,5,1,50,80,2,1,1,1,1,24-04-2022,43,7,6,1,1,5,4,3,3,4,1,2,1,2,1,2,24-04-2022,,,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,03-06-2022,Sun Rays,Sun Rays,30
-50,3,6,1,0.5,7,4,3,1,3,3,2,11,1,1,64.3,55,4.96,5.01,3.2,1.01,4,1,4,5,8,"Cloud, Crystal",NA,34,15,41.4,44,5.5,1,50,80,2,1,1,1,1,01-04-2022,69,7,5,1,1,5,4,3,3,4,4,,,,,2,01-04-2022,,ANGOLA,UNKNOWN,UNKNOWN,UNKNOWN,ANGOLA,UNKNOWN,,08-06-2022,Sheel Gems,Sheel Gems,75
-45,3,6,1,0.5,1,4,3,3,3,1,2,10,2,2,63.9,59,4.94,4.99,3.17,1.01,4,4,1,5,1,Crystal,,37,15.5,40.8,43,5.5,2,55,80,2,,,1,1,25-03-2022,81,1,5,1,3,5,4,3,3,4,3,,,1,,,25-03-2022,,,,,,RUSSIAN FEDERATION,UNKNOWN,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,90
-41,3,6,1,0.5,1,3,3,3,1,1,2,10,2,2,63.9,55,4.95,4.98,3.18,1.006,4,4,4,5,1,"Feather, Pinpoint",,37,17,40,41.5,5.5,2,50,80,2,,,1,1,25-03-2022,81,1,3,1,3,5,4,3,3,4,3,,,1,,,25-03-2022,,,,,,RUSSIAN FEDERATION,UNKNOWN,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,90
-32,3,6,1,0.5,6,4,1,1,1,3,2,11,1,1,61.4,61,5.09,5.11,3.13,1.004,4,4,4,5,7,Feather,-,32.5,12.5,41.8,44.5,4.5,1,45,80,2,2,1,1,1,20-04-2022,49,6,5,1,3,5,4,3,3,4,3,2,1,2,1,1,20-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-45,3,6,1,0.5,8,7,3,3,1,3,2,11,1,1,64.2,59,4.96,4.98,3.19,1.004,4,4,4,3,1,Crystal,-,36.5,15.5,41.2,43.5,5,1,50,80,2,1,1,1,1,25-03-2022,76,8,7,4,1,1,4,3,3,4,3,2,1,2,1,2,25-03-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Chinastar Trade (Hong Kong) Limited,Chinastar Trade (Hong Kong) Limited,0
-33,2,6,1,0.5,6,4,1,3,1,3,2,10,2,2,60.9,62,,,3.11,,4,4,4,5,1,NN,NN,34.5,13,41,43,4.5,2,50,80,2,2,2,2,,06-04-2022,69,6,4,1,3,5,4,3,3,4,3,,,,,1,06-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-45,3,6,1,0.5,4,4,3,1,3,1,2,10,2,2,61.8,64,5.01,5.04,3.11,1.006,4,4,4,5,2,"Crystal, Feather, Needle, Indented Natural",-,34.5,12.5,41.4,44,5.5,2,55,80,2,2,2,1,1,25-03-2022,73,4,4,1,1,5,4,3,3,4,3,2,1,1,1,2,25-03-2022,,RUSSIAN FEDERATION,UNKNOWN,UNKNOWN,UNKNOWN,RUSSIAN FEDERATION,,,03-06-2022,Sun Rays,Sun Rays,30
-57,3,6,1,0.5,6,7,3,1,1,3,2,11,1,1,63.3,55,5.02,5.07,3.19,1.01,4,1,3,5,7,"Feather, Cloud",NA,36.5,16.5,41,43,3.5,1,50,80,2,1,1,1,1,01-04-2022,69,6,7,4,3,5,4,3,3,5,3,,,,,2,01-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-63,3,6,1,0.5,8,7,3,1,1,1,2,11,1,1,58.7,61,5.18,5.2,3.05,1.004,4,1,2,2,1,"Cloud, Crystal",NA,33,12.5,40.8,43,3,1,50,80,2,1,1,1,1,01-04-2022,69,8,7,1,1,5,4,3,3,4,3,,,,,2,01-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-35,1,6,1,0.5,6,6,3,3,3,3,2,10,2,2,64.2,56,4.96,5.01,3.2,1.01,4,4,4,5,1,,,37,17,40.4,42.5,4.5,2,,,2,,,,,16-03-2022,84,6,6,1,3,5,4,3,3,4,3,2,1,2,1,,16-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-27,4,6,1,0.5,7,6,1,1,1,3,2,10,2,2,61.9,55.6,5.02,5.05,,1.006,4,4,4,5,1,Feather,,34.9,15.9,40.9,42.1,3.9,2,,,,,,1,,26-03-2022,75,7,6,1,3,5,4,3,3,4,3,,,1,,,26-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-27,4,6,1,0.5,6,4,1,1,1,3,2,10,2,2,61.6,56.4,5.02,5.04,,1.004,4,4,4,5,1,"Cloud, Crystal, Feather, Pinpoint",,35.1,15.5,40.7,41.7,4.4,2,,,,,,1,,26-03-2022,75,6,4,1,3,5,4,3,3,4,3,,,1,,,26-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-27,4,6,1,0.5,7,6,1,1,1,3,2,10,2,2,62.9,54.3,4.99,5.03,,1.008,4,4,4,5,1,"Crystal, Feather",,35,16.4,40.9,42.3,4.2,2,,,,,,1,,26-03-2022,75,7,6,1,3,5,4,3,3,4,3,,,1,,,26-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-35,1,6,1,0.5,5,7,3,3,3,3,2,10,2,2,63.9,56,4.98,5.01,3.19,1.006,4,4,4,5,1,,,36.5,16,40.4,42.5,5,2,,,2,,,,,16-03-2022,84,5,7,1,3,5,4,3,3,4,3,2,1,2,1,,16-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-46,3,6,1,0.5,7,6,3,1,3,3,2,11,1,1,64,59,4.95,5,3.18,1.01,4,4,1,5,1,"Crystal, Feather, Cavity, Knot",,36.5,15.5,41.2,43.5,5,1,55,75,2,,,1,1,30-03-2022,68,7,6,4,3,5,4,3,3,4,3,2,1,2,1,2,30-03-2022,,,,,,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,03-06-2022,Sun Rays,Sun Rays,30
-31,3,6,1,0.5,8,3,1,1,1,3,2,11,1,1,60,62,5.09,5.14,3.07,1.01,4,4,4,5,7,"Needle, Pinpoint, Internal Graining",-,33,12.5,41,43.5,4.5,1,50,80,2,2,2,1,1,10-05-2022,29,8,3,1,3,5,4,3,3,1,1,2,1,2,1,1,10-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-31,2,6,1,0.5,7,4,1,1,1,3,2,11,2,2,62.5,57,5.05,5.08,3.17,1.006,4,4,4,5,1,Feather,-,35.5,15.5,41,43,4,2,50,80,2,2,2,1,1,22-04-2022,53,7,5,1,3,5,4,3,3,4,3,2,1,1,1,1,22-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-29,2,6,1,0.5,6,4,1,1,1,3,2,11,2,2,62.5,56,5.07,5.09,3.18,1.004,4,4,4,5,1,"Crystal, Cloud, Feather",-,35,15.5,40.8,43,4,2,50,80,2,2,2,1,1,22-04-2022,53,6,5,1,3,5,4,3,3,4,3,2,1,1,1,1,22-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-35,3,6,1,0.5,4,6,1,3,3,3,2,10,2,2,62.5,57,,,3.16,,4,4,4,5,3,Twinning Wisp,EX1,35.5,15.5,41,43.5,4,2,50,80,2,1,2,1,,10-04-2022,59,4,6,1,3,5,4,3,3,4,1,,,,,1,10-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-56,3,6,1,0.5,5,7,1,1,1,3,2,11,1,1,62.9,55,5.03,5.06,3.17,1.006,4,1,4,5,7,"Crystal, Cloud",NA,36.5,16.5,40.6,43,3.5,1,50,75,2,1,1,1,1,01-04-2022,69,5,7,1,3,5,4,3,3,5,3,,,,,2,01-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-42,3,6,1,0.5,6,6,3,1,1,3,2,11,1,1,58.6,60,5.17,5.2,3.04,1.006,4,4,2,5,2,"Feather, Cloud",-,35,14,40.2,42,2.5,1,50,80,2,1,1,1,1,24-04-2022,43,6,6,1,3,5,4,3,3,4,1,2,1,2,1,2,24-04-2022,,,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,03-06-2022,Sun Rays,Sun Rays,30
-35,1,6,1,0.5,7,7,3,3,3,1,2,10,2,2,64,59,4.96,4.98,,1.004,4,4,4,5,1,,,36.5,15,41.2,44,5,2,,,2,,,,,23-03-2022,77,7,7,1,3,5,4,3,3,4,3,,,1,,,23-03-2022,,,,,,SOUTH AFRICA,KIMBERLEY,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-29,2,6,1,0.5,6,4,1,1,1,3,2,11,2,2,62.3,56,5.05,5.08,3.16,1.006,4,4,4,5,1,"Cloud, Crystal, Feather",-,35.5,15.5,40.8,43,4,2,50,80,2,2,2,1,1,22-04-2022,53,6,5,1,3,5,4,3,3,4,3,2,1,1,1,1,22-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-31,2,6,1,0.5,6,4,1,3,1,3,2,11,2,2,62.5,57,5.05,5.08,3.17,1.006,4,4,4,5,1,"Twinning Wisp, Cloud",-,35.5,15.5,40.8,43,4,2,50,80,2,2,2,1,1,22-04-2022,53,6,5,1,3,5,4,3,3,4,3,2,1,1,1,1,22-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
