C_DISC,CERT,SHAPE,PCS,WEIGHT,COLOR,CLARITY,CUT,POL,SY,FLUO,FLUO_COLOR,FANCY_COLOR,FANCY_INTENSITY,FANCY_OVERTONE,TD,TABL,MIN_DIAM,MAX_DIAM,HEIGHT,RATIO,COL_SHADE,MILKY,TABLE_BLACK,SIDE_BLACK,WHT_INC,KEY_TO_SYMBOL,CERT_COMMENTS,CR_ANGLE,CR_HEIGHT,PV_ANGLE,PV_DEPTH,GIRDLE_PERCENTAGE,GIRDLE_CONDITION,STAR_LENGTH,LOWER_HALF,CULET,EYE_CLEAN,TABLE_CLEAN,HA,CERT_TYPE,CERT_DATE,REF_DAYS,INTERNAL_COLOR,INTERNAL_CLARITY,OPEN,NATURAL,INTENDED_NATURAL,CAVITY,CHIP,EXTRA_FACET,GRAINING,CUT_COMMENTS,AM,PCR,FMTS,C1T,DEMAND_STATUS,ASSORT_DATE,,COUNTRY_OF_ORIGIN_MINE_ORIGIN,MINING_CO_NAME,MINING_CO_DESCRIPTION,SOURCE_CO,SOURCE_COUNTRY,SOURCE_MINE,, Inv_Date, Inv_Party, Inv_By , Inv_Term
-31,2,6,1,0.5,6,4,1,1,1,3,2,11,2,2,63.2,56,5.04,5.09,3.2,1.01,4,4,4,5,1,"Crystal, Cloud, Needle, Pinpoint",-,36.5,16.5,40.8,43,3.5,2,50,80,2,2,2,1,1,22-04-2022,53,6,4,1,3,5,4,3,3,4,3,2,1,1,1,1,22-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-35,1,6,1,0.5,7,7,1,1,1,3,2,10,2,2,60.8,59,5.11,5.13,,1.004,4,4,4,5,1,,,34,14,40.8,43,3.5,2,,,2,,,,,24-03-2022,76,7,7,1,3,5,4,3,3,4,3,,,2,,,24-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-31,2,6,1,0.5,6,4,1,1,1,3,2,11,2,2,63.4,56,5.02,5.06,3.19,1.008,4,4,4,5,1,"Crystal, Pinpoint, Needle, Cloud",-,36.5,16.5,41,43.5,3.5,2,50,80,2,2,2,1,1,22-04-2022,53,6,4,1,3,5,4,3,3,4,3,2,1,1,1,1,22-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-30,3,6,1,0.5,7,2,1,1,1,3,2,11,1,1,62.9,57,5.04,5.07,3.17,1.006,4,4,4,5,2,"Pinpoint, Feather",-,35.5,15.5,41,43.5,4,1,50,80,2,2,2,1,1,10-05-2022,24,7,2,1,3,5,4,3,3,4,1,2,1,2,1,1,10-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,02-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-44,3,6,1,0.5,6,6,3,1,3,3,2,11,1,1,59.7,62,5.07,5.14,3.05,1.014,4,4,4,5,7,"Feather, Crystal",NA,34,13,40.6,42.5,4,1,55,75,2,1,1,1,1,01-04-2022,66,6,6,2,3,5,4,3,3,4,3,,,,,2,01-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,03-06-2022,Sun Rays,Sun Rays,30
-38,1,6,1,0.5,7,4,3,3,3,3,2,10,2,2,63.8,59,4.94,5,3.17,1.012,4,4,4,5,1,,,37,15.5,41,43.5,5,2,50,75,2,2,2,2,,15-04-2022,54,7,5,1,3,5,4,3,3,4,3,2,1,2,1,1,15-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-57,3,6,1,0.5,5,6,1,3,3,1,2,7,2,2,63.2,56,5.02,5.05,3.18,1.006,3,1,4,1,3,"Cloud, Crystal",,36,16,41,43.5,3.5,2,50,80,2,1,1,1,1,05-04-2022,65,5,6,1,1,5,4,3,3,5,3,,,,,2,05-04-2022,,ANGOLA,UNKNOWN,UNKNOWN,UNKNOWN,ANGOLA,,,08-06-2022,Sheel Gems,Sheel Gems,75
-42,3,6,1,0.5,4,3,3,1,3,3,2,11,1,1,64.6,59,4.9,4.97,3.19,1.014,4,4,4,5,7,"Cloud, Pinpoint, Indented Natural",NA,36.5,15,41.2,44,5.5,1,45,75,2,2,2,1,1,05-04-2022,62,4,3,1,1,2,4,3,3,4,3,,,,,2,05-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,03-06-2022,Sun Rays,Sun Rays,30
-32,2,6,1,0.5,6,4,1,1,1,3,2,10,2,2,62.1,56,,,3.15,,4,4,4,5,2,"Cloud, Feather, Knot",NA,34,15,40.8,43,4,2,50,75,2,2,2,1,,05-04-2022,70,6,5,1,3,5,4,3,3,4,3,,,,,1,05-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-48,3,6,1,0.5,8,6,3,1,3,3,2,11,1,1,61.4,62,5.02,5.09,3.1,1.014,4,4,1,5,3,Feather,NA,34.5,13.5,41,43.5,4.5,1,55,80,2,1,1,1,1,05-04-2022,62,8,6,4,3,5,4,3,3,5,3,,,,,2,05-04-2022,,ANGOLA,UNKNOWN,UNKNOWN,UNKNOWN,ANGOLA,,,03-06-2022,Sun Rays,Sun Rays,30
-28,2,6,1,0.5,6,4,1,1,1,3,2,10,2,2,62.6,58,,,3.15,,4,4,4,5,2,"Feather, Pinpoint",NA,36,15.5,40.8,43,4,2,50,80,2,2,2,1,,15-04-2022,60,6,4,1,3,5,4,3,3,4,3,2,2,1,1,1,15-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-31,2,6,1,0.5,7,4,1,1,1,3,2,11,2,2,60.1,60,5.13,5.17,3.1,1.008,4,4,4,5,1,"Feather, Cloud, Pinpoint",-,33,13,41,43.5,4,2,50,75,2,2,2,1,1,28-04-2022,36,7,4,1,3,5,4,3,3,4,3,2,1,2,1,1,28-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,02-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-35,1,6,1,0.5,6,6,3,3,3,1,2,10,2,2,64.3,56,4.93,5,,1.014,4,4,4,5,1,,,37,16.5,40.6,42.5,5,2,,,2,,,,,29-03-2022,71,6,6,1,3,5,4,3,3,4,3,,,2,,,29-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-38,1,6,1,0.5,6,4,3,3,3,3,2,10,2,2,64.3,59,4.95,4.98,,1.006,4,4,4,5,1,,,37,15.5,41.2,43.5,5,2,,,2,,,,,29-03-2022,71,6,5,1,3,5,4,3,3,4,3,,,1,,,29-03-2022,,,,,,ANGOLA,UNKNOWN,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-32.95,2,6,1,0.5,5,6,1,1,1,3,2,10,2,2,61.2,57.6,5.09,5.11,3.12,1.004,4,4,4,5,1,NN,NN,35.2,14.9,40.5,42.7,3.6,2,50,80,2,2,2,1,,27-04-2022,48,5,6,1,3,5,4,3,3,4,3,2,1,2,1,1,27-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-35,1,6,1,0.5,6,6,3,3,3,3,2,10,2,2,61.9,57,5.02,5.08,,1.012,4,4,4,5,1,,,35,15,40.4,42.5,4.5,2,,,2,,,,,29-03-2022,71,6,6,1,3,5,4,3,3,4,3,,,1,,,29-03-2022,,,,,,SOUTH AFRICA,KIMBERLEY,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,1,6,1,0.5,7,6,3,3,3,3,2,10,2,2,64.2,58,4.94,4.98,,1.008,4,4,4,5,1,,,36.5,15.5,42.2,43.5,5,2,,,2,,,,,29-03-2022,71,7,6,1,3,5,4,3,3,4,3,,,2,,,29-03-2022,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-43,3,6,1,0.5,6,6,3,3,3,3,2,11,2,2,64.2,56,4.96,5.01,3.2,1.01,4,4,4,2,2,"Feather, Cloud",-,36,16,40.8,43,5,2,50,80,2,2,2,1,1,20-04-2022,49,6,6,2,2,5,4,3,3,4,1,2,1,1,1,2,20-04-2022,,SOUTH AFRICA,UNKNOWN,UNKNOWN,EKAPA,SOUTH AFRICA,KIMBERLEY,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-56,3,6,1,0.5,6,7,3,1,3,3,2,11,1,1,61.1,63,5.04,5.08,3.09,1.008,4,1,4,5,9,Cloud,-,33.5,12,41.2,43.5,5.5,1,50,80,2,1,1,1,1,20-04-2022,50,6,7,1,1,5,4,3,3,4,1,2,1,2,1,2,20-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-35,2,6,1,0.5,7,3,1,1,3,3,2,11,2,2,61.7,60,5.06,5.11,3.14,1.01,4,4,4,5,1,"Cloud, Pinpoint",-,35.5,14.5,41,43.5,4,2,50,80,2,2,2,1,1,28-04-2022,47,7,3,1,3,5,4,3,3,4,3,2,1,2,1,1,28-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-45,3,6,1,0.5,7,6,3,1,3,3,2,11,1,1,64.8,59,4.93,4.95,3.2,1.004,4,4,4,5,8,Feather,-,37,15.5,41.2,43.5,5.5,1,50,75,2,2,2,1,1,20-04-2022,47,7,6,2,2,5,4,3,3,4,1,2,1,1,1,2,20-04-2022,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,03-06-2022,Sun Rays,Sun Rays,30
-48,3,6,1,0.5,8,6,3,1,3,3,2,11,1,1,64.3,57,4.94,4.98,3.19,1.008,4,4,1,5,8,"Cloud, Crystal, Feather",-,36,15.5,41,43,5.5,1,50,80,2,1,1,1,1,20-04-2022,47,8,6,2,1,5,4,3,3,4,1,2,1,1,1,2,20-04-2022,,ANGOLA,UNKNOWN,UNKNOWN,UNKNOWN,ANGOLA,,,03-06-2022,Sun Rays,Sun Rays,30
-63,3,6,1,0.5,8,6,1,1,3,2,2,11,1,1,63.8,56,4.99,5.06,3.21,1.014,4,1,4,5,8,"Cloud, Feather",-,36.5,16.5,41,43.5,3.5,1,45,80,2,1,1,1,1,20-04-2022,44,8,6,1,3,3,3,3,3,4,1,2,1,2,1,2,20-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,01-06-2022,Nivoda LLP,Nivoda LLP,7
-46,3,6,1,0.5,6,4,1,1,1,1,2,11,1,1,62.7,56,5.06,5.08,3.18,1.004,4,1,4,5,7,"Cloud, Crystal, Feather",-,36,16,41,43.5,3.5,1,50,80,2,1,1,1,1,20-04-2022,50,6,5,4,3,5,4,3,3,4,1,2,1,2,1,2,20-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-44,3,6,1,0.5,7,6,3,1,3,3,2,11,1,1,63.5,57,4.93,4.98,3.15,1.01,4,4,4,5,2,"Crystal, Feather",-,37,16.5,40,41.5,5.5,1,45,80,3,2,2,1,1,20-04-2022,47,7,6,2,1,5,4,3,3,4,1,2,1,2,1,2,20-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,03-06-2022,Sun Rays,Sun Rays,30
-32,3,6,1,0.5,10,6,1,1,1,3,2,11,1,1,63.3,56,5.02,5.06,3.19,1.008,4,4,4,1,1,"Crystal, Feather",-,36.5,16.5,41,43.5,3.5,1,50,80,2,2,2,1,1,20-04-2022,55,10,6,1,1,5,4,3,3,4,1,2,1,1,1,2,20-04-2022,,ANGOLA,UNKNOWN,UNKNOWN,UNKNOWN,ANGOLA,,,13-06-2022,Superior Diamonds Pty. Ltd.,Superior Diamonds Pty. Ltd.,
-30,2,6,1,0.5,7,4,1,1,1,3,2,11,2,2,63.1,57,5.05,5.08,3.2,1.006,4,4,4,5,1,"Feather, Cloud, Pinpoint",-,36,15.5,41.4,44,3.5,2,50,80,2,2,2,1,1,04-05-2022,41,7,4,1,3,5,4,3,3,4,3,2,1,2,1,1,04-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-41,3,6,1,0.5,6,6,3,3,3,3,2,11,1,1,63.4,54,4.97,5.01,3.17,1.008,4,4,4,5,3,"Cloud, Feather",-,37.5,17.5,39.8,41.5,4.5,1,50,75,2,1,1,1,1,23-04-2022,44,6,6,1,1,5,4,3,3,5,1,2,1,2,1,2,23-04-2022,,,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,03-06-2022,Sun Rays,Sun Rays,30
-35,1,6,1,0.5,7,6,1,1,1,3,2,10,2,2,63.6,56,5.01,5.06,3.2,1.01,4,4,4,5,1,NN,NN,36,16,41.2,43.5,3.5,2,50,75,2,2,2,2,,14-04-2022,55,7,6,1,3,5,4,3,3,4,3,2,1,1,1,1,14-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-34.04,2,6,1,0.5,7,6,1,1,1,3,2,10,2,2,62.7,55.7,5.04,5.08,3.17,1.008,4,4,4,5,1,NN,NN,35.4,15.6,40.8,43.3,3.8,2,49,80,2,2,2,1,,27-04-2022,48,7,6,1,3,5,4,3,3,4,3,2,1,2,1,1,27-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-35,1,6,1,0.5,6,7,3,3,3,3,2,10,2,2,63.3,58,4.95,5.01,3.15,1.012,4,4,4,5,1,NN,NN,37,16,40.6,42.5,5,2,,,,2,2,2,,09-04-2022,60,6,7,1,3,5,4,3,3,4,3,,,,,1,09-04-2022,,RUSSIAN FEDERATION,ALROSA,ALROSA,ALROSA,RUSSIAN FEDERATION,ALROSA,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,1,6,1,0.5,7,6,3,3,3,3,2,10,2,2,64.3,55,4.94,5.01,3.19,1.014,4,4,4,5,1,NN,NN,37,17,40.4,42.5,5,2,50,75,2,2,2,2,,10-04-2022,59,7,6,1,3,5,4,3,3,4,3,,,,,1,10-04-2022,,ANGOLA,UNKNOWN,UNKNOWN,UNKNOWN,ANGOLA,UNKNOWN,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,1,6,1,0.5,6,7,3,3,3,3,2,10,2,2,63.4,57,4.96,4.99,3.15,1.006,4,4,4,5,1,,,36.5,16,40.4,42.5,5,2,50,80,2,2,2,2,,14-04-2022,55,6,7,1,3,5,4,3,3,4,3,2,1,2,1,1,14-04-2022,,RUSSIAN FEDERATION,ALROSA,ALROSA,ALROSA,RUSSIAN FEDERATION,ALROSA,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-33,3,6,1,0.5,9,3,1,1,1,3,2,11,2,2,62.6,54,5.05,5.09,3.17,1.008,4,4,4,5,1,Pinpoint,-,34,15.5,41,43,4,2,50,75,2,2,2,1,1,27-04-2022,42,9,3,1,3,5,4,3,3,4,1,2,1,2,1,1,27-04-2022,,RUSSIAN FEDERATION,ALROSA,NURBA,ALROSA,RUSSIAN FEDERATION,NURBA,,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-35,1,6,1,0.5,3,6,1,1,1,3,2,10,2,2,62.1,56,5.07,5.12,3.16,1.01,4,4,4,5,1,,,35,15.5,40.8,43,4,2,50,80,2,2,2,2,,14-04-2022,55,3,6,1,3,5,4,3,3,4,3,2,1,1,1,1,14-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,1,6,1,0.5,4,6,1,1,1,3,2,10,2,2,61.2,60,5.06,5.11,3.11,1.01,4,4,4,5,1,,,36,14.5,40.8,43,3.5,2,50,75,2,2,2,2,,14-04-2022,55,4,6,1,3,5,4,3,3,4,3,2,1,1,1,1,14-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,1,6,1,0.5,3,6,1,1,1,3,2,10,2,2,61.8,60,5.06,5.1,3.13,1.008,4,4,4,5,1,,,35,14,41.2,44,4,2,50,75,2,2,2,2,,14-04-2022,55,3,6,1,3,5,4,3,3,4,3,2,1,1,1,1,14-04-2022,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,1,6,1,0.5,7,7,1,1,1,3,2,10,2,2,60.5,60,5.1,5.17,3.1,1.014,4,4,4,5,1,,,34.5,14,40.8,43,3.5,2,50,75,2,2,2,2,,14-04-2022,55,7,7,1,3,5,4,3,3,4,3,2,1,2,1,1,14-04-2022,,RUSSIAN FEDERATION,ALROSA,ALROSA,ALROSA,RUSSIAN FEDERATION,ALROSA,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,1,6,1,0.5,6,6,3,3,3,1,2,10,2,2,63.6,56,4.94,4.99,3.16,1.01,4,4,4,5,1,,,36.5,16,40.2,42.5,5,2,50,75,2,2,2,2,,15-04-2022,54,6,6,1,3,5,4,3,3,4,3,2,1,1,1,1,15-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,1,6,1,0.5,5,6,3,3,3,1,2,10,2,2,64.2,59,4.93,5.01,3.19,1.016,4,4,4,5,1,,,36,15,41.4,44,5,2,50,75,2,2,2,2,,15-04-2022,54,5,6,1,3,5,4,3,3,4,3,2,1,2,1,1,15-04-2022,,BOTSWANA,DEBSWANA,UNKNOWN,ODC,BOTSWANA,ODC,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,1,6,1,0.5,5,6,1,1,1,3,2,10,2,2,63.2,56,5.01,5.05,3.18,1.008,4,4,4,5,1,,,35.5,16,40.8,43,4,2,50,80,2,2,2,2,,15-04-2022,54,5,6,1,3,5,4,3,3,4,3,2,1,2,1,1,15-04-2022,,RUSSIAN FEDERATION,ALROSA,NURBA,ALROSA,RUSSIAN FEDERATION,NURBA,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,1,6,1,0.5,7,7,1,1,1,3,2,10,2,2,61.4,56,5.1,5.13,3.14,1.006,4,4,4,5,1,,,34,15,40.8,43,3.5,2,50,75,2,2,2,2,,15-04-2022,54,7,7,1,3,5,4,3,3,4,3,2,1,2,1,1,15-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-34,3,6,1,0.5,7,4,1,1,1,3,2,11,1,1,60,60,5.11,5.14,3.08,1.006,4,4,4,5,3,Feather,-,34.5,14,40.6,42.5,3.5,1,45,80,2,2,2,1,1,10-05-2022,27,7,5,1,1,5,4,3,3,4,1,2,1,2,1,1,10-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,04-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-55,3,6,1,0.5,9,6,1,1,3,3,2,11,1,1,63.2,57,5,5.07,3.18,1.014,4,1,4,5,9,Cloud,-,36.5,16,41,43.5,3.5,1,50,75,2,1,1,1,1,27-04-2022,43,9,6,1,1,5,4,3,3,4,1,2,1,2,1,2,27-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-35,1,6,1,0.5,7,7,1,1,1,1,2,10,2,2,62.5,58,5.03,5.08,3.16,1.01,4,4,4,5,1,,,35.5,15,41,43.5,4,2,55,75,2,2,2,2,,15-04-2022,54,7,7,1,3,5,4,3,3,4,3,2,1,2,1,1,15-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,1,6,1,0.5,7,6,1,1,1,1,2,10,2,2,62.9,57,5.04,5.07,3.18,1.006,4,4,4,5,1,,,36.5,16,41,43.5,3.5,2,50,75,2,2,2,2,,15-04-2022,54,7,6,1,3,5,4,3,3,4,3,2,1,2,1,1,15-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-34,3,6,1,0.5,7,3,1,1,3,3,2,11,1,1,63,58,5,5.07,3.17,1.014,4,4,4,5,1,"Pinpoint, Cloud, Indented Natural, Surface Graining",-,35.5,15.5,41.2,43.5,4,1,50,80,2,2,2,1,1,10-05-2022,35,7,3,1,3,5,4,3,3,4,3,2,1,2,1,1,10-05-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-55,3,6,1,0.5,6,6,3,1,3,3,2,7,2,2,64.5,56,4.93,4.99,3.2,1.012,4,1,4,5,8,Cloud,,36,16,40.8,43,5,2,50,75,2,1,1,1,1,29-04-2022,41,6,6,1,3,3,4,3,3,4,1,2,1,2,1,2,29-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-53,3,6,1,0.5,8,6,1,1,1,3,2,11,2,2,63.2,56,5.03,5.07,3.19,1.008,4,1,2,5,8,Cloud,-,36,16,41.2,43.5,4350,2,50,80,2,1,1,1,1,29-04-2022,41,8,6,1,3,5,4,3,3,4,1,2,1,2,1,2,29-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-35,1,6,1,0.5,6,7,1,1,1,3,2,10,2,2,61.1,60,5.09,5.13,3.12,1.008,4,4,4,5,1,,,34,13.5,41,43.5,4,2,50,80,2,2,2,2,,16-04-2022,53,6,7,1,3,5,4,3,3,4,3,2,1,2,1,1,16-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,1,6,1,0.5,4,7,3,3,3,3,2,10,2,2,64.2,56,4.93,4.99,3.18,1.012,4,4,4,5,1,,,36.5,16.5,40.4,42.5,5,2,50,75,2,2,2,2,,16-04-2022,53,4,7,1,3,5,4,3,3,4,3,2,1,1,1,1,16-04-2022,,SOUTH AFRICA,UNKNOWN,UNKNOWN,EKAPA,SOUTH AFRICA,KIMBERLEY,,07-06-2022,Titan Company Limited,Titan Company Limited,30
-56,3,6,1,0.5,7,6,3,1,3,3,2,11,2,2,63.9,52,5,5.05,3.21,1.01,4,1,4,5,1,"Cloud, Crystal",-,36,17.5,40.8,43,4300,2,50,75,2,1,1,1,1,29-04-2022,41,7,6,1,3,5,4,3,3,4,1,2,1,2,1,2,29-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-46,3,6,1,0.5,5,6,3,1,3,3,2,7,2,2,64.4,55,4.93,4.99,3.2,1.012,4,4,4,1,2,"Crystal, Feather",,37,17,40.2,42,5.5,2,45,75,2,1,1,1,1,29-04-2022,38,5,6,2,1,5,4,3,3,4,1,2,1,,1,2,29-04-2022,,SOUTH AFRICA,UNKNOWN,UNKNOWN,EKAPA,SOUTH AFRICA,KIMBERLEY,,03-06-2022,Sun Rays,Sun Rays,30
-55,3,6,1,0.5,4,7,1,1,3,1,2,11,2,2,63.5,56,5.01,5.05,3.2,1.008,4,1,4,5,8,Cloud,-,36.5,16.5,41,43.5,4350,2,50,80,2,1,1,1,1,29-04-2022,41,4,7,1,3,5,4,3,3,4,1,2,1,2,1,2,29-04-2022,,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,08-06-2022,Sheel Gems,Sheel Gems,75
-34,3,6,1,0.5,7,4,1,1,3,3,2,11,1,1,62.8,56,5,5.07,3.16,1.014,4,4,4,5,2,"Feather, Indented Natural",-,36.5,16,40.8,43,3.5,1,50,80,2,2,2,1,1,10-05-2022,35,7,5,1,3,1,4,3,3,5,1,2,1,2,1,1,10-05-2022,,BOTSWANA,DEBSWANA,UNKNOWN,ODC,BOTSWANA,ODC,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
