Price per carat,Clarity,Colour,CO,Month,Year,Size
5107.916667,1,1,1,2,2021,0
3975.916667,2,1,1,2,2021,0
2627,3,1,1,2,2021,0
2684,0,2,2,2,2021,0
2399.5,1,2,2,2,2021,0
2103,2,2,2,2,2021,0
1911,3,2,2,2,2021,0
10685,0,0,0,2,2021,1
8517,1,0,0,2,2021,1
5966.5,2,0,0,2,2021,1
3875.5,3,0,0,2,2021,1
7038.833333,0,1,1,2,2021,1
6393,1,1,1,2,2021,1
5266.416667,2,1,1,2,2021,1
3526.333333,3,1,1,2,2021,1
3249.25,0,2,2,2,2021,1
2937.25,1,2,2,2,2021,1
2477.25,2,2,2,2,2021,1
2253,3,2,2,2,2021,1
15357.5,0,0,0,2,2021,2
11750,1,0,0,2,2021,2
7907,2,0,0,2,2021,2
4990.5,3,0,0,2,2021,2
9974.166667,0,1,1,2,2021,2
8636.666667,1,1,1,2,2021,2
6686,2,1,1,2,2021,2
4453,3,1,1,2,2021,2
4315.25,0,2,2,2,2021,2
3833.125,1,2,2,2,2021,2
3269.5,2,2,2,2,2021,2
2794.5,3,2,2,2,2021,2
3482,0,3,2,2,2021,0
3252.75,1,3,2,2,2021,0
2747.75,2,3,2,2,2021,0
2173.5,3,3,2,2,2021,0
4490.5,0,3,2,2,2021,1
4169.25,1,3,2,2,2021,1
3633.25,2,3,2,2,2021,1
2796,3,3,2,2,2021,1
5967.875,0,3,2,2,2021,2
5255,1,3,2,2,2021,2
4667.5,2,3,2,2,2021,2
3645,3,3,2,2,2021,2
8268.25,0,0,0,3,2021,0
6794.5,1,0,0,3,2021,0
4687.75,2,0,0,3,2021,0
2982,3,0,0,3,2021,0
5687,0,1,1,3,2021,0
5222.166667,1,1,1,3,2021,0
3985.583333,2,1,1,3,2021,0
2627,3,1,1,3,2021,0
2712.75,0,2,2,3,2021,0
2454.25,1,2,2,3,2021,0
2111.75,2,2,2,3,2021,0
1911,3,2,2,3,2021,0
10753.125,0,0,0,3,2021,1
8517,1,0,0,3,2021,1
5966.5,2,0,0,3,2021,1
3750,3,0,0,3,2021,1
7171,0,1,1,3,2021,1
6490.5,1,1,1,3,2021,1
5286.166667,2,1,1,3,2021,1
3338.666667,3,1,1,3,2021,1
3296,0,2,2,3,2021,1
2943.125,1,2,2,3,2021,1
2543,2,2,2,3,2021,1
2126,3,2,2,3,2021,1
15357.5,0,0,0,3,2021,2
11750,1,0,0,3,2021,2
7907,2,0,0,3,2021,2
4990.5,3,0,0,3,2021,2
10022.75,0,1,1,3,2021,2
8682.333333,1,1,1,3,2021,2
6686,2,1,1,3,2021,2
4490.333333,3,1,1,3,2021,2
4315.25,0,2,2,3,2021,2
3833.125,1,2,2,3,2021,2
3318.5,2,2,2,3,2021,2
2794.5,3,2,2,3,2021,2
3580.5,0,3,2,3,2021,0
3289.75,1,3,2,3,2021,0
2775.75,2,3,2,3,2021,0
2173.5,3,3,2,3,2021,0
4590,0,3,2,3,2021,1
4206.75,1,3,2,3,2021,1
3686.5,2,3,2,3,2021,1
2640,3,3,2,3,2021,1
6095.5,0,3,2,3,2021,2
5332.125,1,3,2,3,2021,2
4700.25,2,3,2,3,2021,2
3645,3,3,2,3,2021,2
8428,0,0,0,4,2021,0
7005.25,1,0,0,4,2021,0
4687.75,2,0,0,4,2021,0
2982,3,0,0,4,2021,0
5815.25,0,1,1,4,2021,0
5340.083333,1,1,1,4,2021,0
3985.583333,2,1,1,4,2021,0
2627,3,1,1,4,2021,0
2712.75,0,2,2,4,2021,0
2454.25,1,2,2,4,2021,0
2111.75,2,2,2,4,2021,0
1911,3,2,2,4,2021,0
11061.625,0,0,0,4,2021,1
8704,1,0,0,4,2021,1
5966.5,2,0,0,4,2021,1
3750,3,0,0,4,2021,1
7396.666667,0,1,1,4,2021,1
6675,1,1,1,4,2021,1
5309.5,2,1,1,4,2021,1
3338.666667,3,1,1,4,2021,1
3347.25,0,2,2,4,2021,1
2943.125,1,2,2,4,2021,1
2543,2,2,2,4,2021,1
2126,3,2,2,4,2021,1
15357.5,0,0,0,4,2021,2
11833.75,1,0,0,4,2021,2
7907,2,0,0,4,2021,2
4990.5,3,0,0,4,2021,2
10329.75,0,1,1,4,2021,2
8917.5,1,1,1,4,2021,2
6753,2,1,1,4,2021,2
4490.333333,3,1,1,4,2021,2
4315.25,0,2,2,4,2021,2
3833.125,1,2,2,4,2021,2
3318.5,2,2,2,4,2021,2
2794.5,3,2,2,4,2021,2
3580.5,0,3,2,4,2021,0
3289.75,1,3,2,4,2021,0
2775.75,2,3,2,4,2021,0
2173.5,3,3,2,4,2021,0
4693.25,0,3,2,4,2021,1
4241.5,1,3,2,4,2021,1
3755.75,2,3,2,4,2021,1
2640,3,3,2,4,2021,1
6193.375,0,3,2,4,2021,2
5414.375,1,3,2,4,2021,2
4818.125,2,3,2,4,2021,2
3645,3,3,2,4,2021,2
8479.25,0,0,0,5,2021,0
7103.25,1,0,0,5,2021,0
4788.5,2,0,0,5,2021,0
3003.5,3,0,0,5,2021,0
6008.166667,0,1,1,5,2021,0
5424.166667,1,1,1,5,2021,0
3990.416667,2,1,1,5,2021,0
2627,3,1,1,5,2021,0
2754,0,2,2,5,2021,0
2518.25,1,2,2,5,2021,0
2168.25,2,2,2,5,2021,0
1911,3,2,2,5,2021,0
11523.5,0,0,0,5,2021,1
9202.5,1,0,0,5,2021,1
6212.5,2,0,0,5,2021,1
3750,3,0,0,5,2021,1
7694.333333,0,1,1,5,2021,1
7000.5,1,1,1,5,2021,1
5515.166667,2,1,1,5,2021,1
3368.666667,3,1,1,5,2021,1
3442.75,0,2,2,5,2021,1
3033.75,1,2,2,5,2021,1
2607.5,2,2,2,5,2021,1
2184,3,2,2,5,2021,1
15661.25,0,0,0,5,2021,2
12287.5,1,0,0,5,2021,2
8174.25,2,0,0,5,2021,2
4990.5,3,0,0,5,2021,2
10729.33333,0,1,1,5,2021,2
9229.166667,1,1,1,5,2021,2
6951.333333,2,1,1,5,2021,2
4490.333333,3,1,1,5,2021,2
4436,0,2,2,5,2021,2
3924.5,1,2,2,5,2021,2
3419.75,2,2,2,5,2021,2
2794.5,3,2,2,5,2021,2
3750,0,3,2,5,2021,0
3401,1,3,2,5,2021,0
2801.5,2,3,2,5,2021,0
2173.5,3,3,2,5,2021,0
4848,0,3,2,5,2021,1
4402.75,1,3,2,5,2021,1
4008.75,2,3,2,5,2021,1
2673,3,3,2,5,2021,1
6520.75,0,3,2,5,2021,2
5743.5,1,3,2,5,2021,2
4951.5,2,3,2,5,2021,2
3645,3,3,2,5,2021,2
8700.5,0,0,0,6,2021,0
7206.5,1,0,0,6,2021,0
4984,2,0,0,6,2021,0
3182,3,0,0,6,2021,0
6165.333333,0,1,1,6,2021,0
5686.833333,1,1,1,6,2021,0
4083.666667,2,1,1,6,2021,0
2811.333333,3,1,1,6,2021,0
2797,0,2,2,6,2021,0
2537.25,1,2,2,6,2021,0
2178.25,2,2,2,6,2021,0
1911,3,2,2,6,2021,0
12052.75,0,0,0,6,2021,1
9631,1,0,0,6,2021,1
6514.25,2,0,0,6,2021,1
4004,3,0,0,6,2021,1
8133.166667,0,1,1,6,2021,1
7346.666667,1,1,1,6,2021,1
5713.5,2,1,1,6,2021,1
3580.666667,3,1,1,6,2021,1
3565.5,0,2,2,6,2021,1
3157.25,1,2,2,6,2021,1
2766.5,2,2,2,6,2021,1
2184,3,2,2,6,2021,1
16867.5,0,0,0,6,2021,2
12687.5,1,0,0,6,2021,2
8518,2,0,0,6,2021,2
5525,3,0,0,6,2021,2
11246.66667,0,1,1,6,2021,2
9749.416667,1,1,1,6,2021,2
7477.166667,2,1,1,6,2021,2
4959.333333,3,1,1,6,2021,2
4497,0,2,2,6,2021,2
3957.5,1,2,2,6,2021,2
3447.25,2,2,2,6,2021,2
2916,3,2,2,6,2021,2
3782.25,0,3,2,6,2021,0
3416.75,1,3,2,6,2021,0
2867.5,2,3,2,6,2021,0
2158,3,3,2,6,2021,0
5126.5,0,3,2,6,2021,1
4609,1,3,2,6,2021,1
4171.75,2,3,2,6,2021,1
2711.5,3,3,2,6,2021,1
6845.75,0,3,2,6,2021,2
6017.25,1,3,2,6,2021,2
5245.5,2,3,2,6,2021,2
3807,3,3,2,6,2021,2
8969.5,0,0,0,7,2021,0
7393.25,1,0,0,7,2021,0
4984,2,0,0,7,2021,0
3226,3,0,0,7,2021,0
6340.833333,0,1,1,7,2021,0
5832.333333,1,1,1,7,2021,0
4095.666667,2,1,1,7,2021,0
2811.333333,3,1,1,7,2021,0
2826.5,0,2,2,7,2021,0
2557.25,1,2,2,7,2021,0
2186.5,2,2,2,7,2021,0
1911,3,2,2,7,2021,0
12380,0,0,0,7,2021,1
9941,1,0,0,7,2021,1
6719.5,2,0,0,7,2021,1
4158,3,0,0,7,2021,1
8398.333333,0,1,1,7,2021,1
7580.333333,1,1,1,7,2021,1
5809.666667,2,1,1,7,2021,1
3685.666667,3,1,1,7,2021,1
3725.75,0,2,2,7,2021,1
3266.75,1,2,2,7,2021,1
2838.25,2,2,2,7,2021,1
2262,3,2,2,7,2021,1
17307.5,0,0,0,7,2021,2
13037.5,1,0,0,7,2021,2
8795,2,0,0,7,2021,2
5737.5,3,0,0,7,2021,2
11574.66667,0,1,1,7,2021,2
10070.08333,1,1,1,7,2021,2
7685.5,2,1,1,7,2021,2
5131.333333,3,1,1,7,2021,2
4628.5,0,2,2,7,2021,2
4083,1,2,2,7,2021,2
3551.25,2,2,2,7,2021,2
2997,3,2,2,7,2021,2
3800.25,0,3,2,7,2021,0
3450,1,3,2,7,2021,0
2887.5,2,3,2,7,2021,0
2158,3,3,2,7,2021,0
5327.75,0,3,2,7,2021,1
4791.5,1,3,2,7,2021,1
4281,2,3,2,7,2021,1
2828,3,3,2,7,2021,1
7097,0,3,2,7,2021,2
6194.75,1,3,2,7,2021,2
5423.5,2,3,2,7,2021,2
3928.5,3,3,2,7,2021,2
8938.5,0,0,0,8,2021,0
7393.25,1,0,0,8,2021,0
5002.25,2,0,0,8,2021,0
3269,3,0,0,8,2021,0
6336.25,0,1,1,8,2021,0
5745.833333,1,1,1,8,2021,0
4121.666667,2,1,1,8,2021,0
2822.666667,3,1,1,8,2021,0
2845.5,0,2,2,8,2021,0
2591.75,1,2,2,8,2021,0
2193.5,2,2,2,8,2021,0
1923,3,2,2,8,2021,0
12417.5,0,0,0,8,2021,1
9941,1,0,0,8,2021,1
6810.5,2,0,0,8,2021,1
4320,3,0,0,8,2021,1
8396,0,1,1,8,2021,1
7490.833333,1,1,1,8,2021,1
5805.666667,2,1,1,8,2021,1
3719,3,1,1,8,2021,1
3712.25,0,2,2,8,2021,1
3277.25,1,2,2,8,2021,1
2856.5,2,2,2,8,2021,1
2262,3,2,2,8,2021,1
17480,0,0,0,8,2021,2
13413.75,1,0,0,8,2021,2
8926,2,0,0,8,2021,2
5938.5,3,0,0,8,2021,2
11962.33333,0,1,1,8,2021,2
10368.16667,1,1,1,8,2021,2
7884.333333,2,1,1,8,2021,2
5328,3,1,1,8,2021,2
4690,0,2,2,8,2021,2
4151.5,1,2,2,8,2021,2
3605.5,2,2,2,8,2021,2
3296,3,2,2,8,2021,2
3814.75,0,3,2,8,2021,0
3488.25,1,3,2,8,2021,0
2898.5,2,3,2,8,2021,0
2158,3,3,2,8,2021,0
5367.25,0,3,2,8,2021,1
4855.5,1,3,2,8,2021,1
4299.5,2,3,2,8,2021,1
2828,3,3,2,8,2021,1
7187.5,0,3,2,8,2021,2
6331,1,3,2,8,2021,2
5458.75,2,3,2,8,2021,2
4365,3,3,2,8,2021,2
8959.5,0,0,0,9,2021,0
7417,1,0,0,9,2021,0
5010,2,0,0,9,2021,0
3248,3,0,0,9,2021,0
6335,0,1,1,9,2021,0
5836.666667,1,1,1,9,2021,0
4143.5,2,1,1,9,2021,0
2894.666667,3,1,1,9,2021,0
2845.5,0,2,2,9,2021,0
2601,1,2,2,9,2021,0
2193.5,2,2,2,9,2021,0
1936.5,3,2,2,9,2021,0
12337.25,0,0,0,9,2021,1
9941,1,0,0,9,2021,1
6810.5,2,0,0,9,2021,1
4480,3,0,0,9,2021,1
8396,0,1,1,9,2021,1
7453.833333,1,1,1,9,2021,1
5880.333333,2,1,1,9,2021,1
3878.333333,3,1,1,9,2021,1
3712.25,0,2,2,9,2021,1
3309.125,1,2,2,9,2021,1
2876.25,2,2,2,9,2021,1
2430,3,2,2,9,2021,1
17730,0,0,0,9,2021,2
13641.25,1,0,0,9,2021,2
9055.5,2,0,0,9,2021,2
6168,3,0,0,9,2021,2
11962.33333,0,1,1,9,2021,2
10351,1,1,1,9,2021,2
7917.166667,2,1,1,9,2021,2
5488,3,1,1,9,2021,2
4762.5,0,2,2,9,2021,2
4213.5,1,2,2,9,2021,2
3648.25,2,2,2,9,2021,2
3385,3,2,2,9,2021,2
3828,0,3,2,9,2021,0
3461.25,1,3,2,9,2021,0
2898.5,2,3,2,9,2021,0
2219,3,3,2,9,2021,0
5367.25,0,3,2,9,2021,1
4853.25,1,3,2,9,2021,1
4279.5,2,3,2,9,2021,1
3078.5,3,3,2,9,2021,1
7418.25,0,3,2,9,2021,2
6442,1,3,2,9,2021,2
5679.25,2,3,2,9,2021,2
4590,3,3,2,9,2021,2
8975,0,0,0,10,2021,0
7417,1,0,0,10,2021,0
5010,2,0,0,10,2021,0
3248,3,0,0,10,2021,0
6380.5,0,1,1,10,2021,0
5836.666667,1,1,1,10,2021,0
4181.583333,2,1,1,10,2021,0
2894.666667,3,1,1,10,2021,0
2878,0,2,2,10,2021,0
2601,1,2,2,10,2021,0
2209.25,2,2,2,10,2021,0
1936.5,3,2,2,10,2021,0
12289,0,0,0,10,2021,1
9941,1,0,0,10,2021,1
6810.5,2,0,0,10,2021,1
4760,3,0,0,10,2021,1
8331.5,0,1,1,10,2021,1
7447.666667,1,1,1,10,2021,1
5910.25,2,1,1,10,2021,1
4136.666667,3,1,1,10,2021,1
3739.25,0,2,2,10,2021,1
3304,1,2,2,10,2021,1
2887.25,2,2,2,10,2021,1
2430,3,2,2,10,2021,1
17730,0,0,0,10,2021,2
13502.5,1,0,0,10,2021,2
9055.5,2,0,0,10,2021,2
6168,3,0,0,10,2021,2
11918.66667,0,1,1,10,2021,2
10361.25,1,1,1,10,2021,2
7908.166667,2,1,1,10,2021,2
5488,3,1,1,10,2021,2
4762.5,0,2,2,10,2021,2
4213.5,1,2,2,10,2021,2
3648.25,2,2,2,10,2021,2
3385,3,2,2,10,2021,2
3828,0,3,2,10,2021,0
3474.5,1,3,2,10,2021,0
2937.75,2,3,2,10,2021,0
2219,3,3,2,10,2021,0
5401.25,0,3,2,10,2021,1
4891.75,1,3,2,10,2021,1
4329,2,3,2,10,2021,1
3198.5,3,3,2,10,2021,1
7445.25,0,3,2,10,2021,2
6442,1,3,2,10,2021,2
5679.25,2,3,2,10,2021,2
4590,3,3,2,10,2021,2
9003.5,0,0,0,11,2021,0
7417,1,0,0,11,2021,0
5062,2,0,0,11,2021,0
3270,3,0,0,11,2021,0
6407.666667,0,1,1,11,2021,0
5907.5,1,1,1,11,2021,0
4197.75,2,1,1,11,2021,0
2894.666667,3,1,1,11,2021,0
2887.25,0,2,2,11,2021,0
2620.5,1,2,2,11,2021,0
2209.25,2,2,2,11,2021,0
1936.5,3,2,2,11,2021,0
12722,0,0,0,11,2021,1
10287.5,1,0,0,11,2021,1
7133,2,0,0,11,2021,1
5057.5,3,0,0,11,2021,1
8804.166667,0,1,1,11,2021,1
7768.166667,1,1,1,11,2021,1
6105.583333,2,1,1,11,2021,1
4335,3,1,1,11,2021,1
3883.25,0,2,2,11,2021,1
3445.75,1,2,2,11,2021,1
3000,2,2,2,11,2021,1
2551.5,3,2,2,11,2021,1
18901.25,0,0,0,11,2021,2
14470,1,0,0,11,2021,2
9657,2,0,0,11,2021,2
6474,3,0,0,11,2021,2
12459.5,0,1,1,11,2021,2
10794.16667,1,1,1,11,2021,2
8294.166667,2,1,1,11,2021,2
5751,3,1,1,11,2021,2
4958,0,2,2,11,2021,2
4375.5,1,2,2,11,2021,2
3790.25,2,2,2,11,2021,2
3563,3,2,2,11,2021,2
3910,0,3,2,11,2021,0
3499.5,1,3,2,11,2021,0
2960.25,2,3,2,11,2021,0
2250,3,3,2,11,2021,0
5587.5,0,3,2,11,2021,1
5061.75,1,3,2,11,2021,1
4460.5,2,3,2,11,2021,1
3364.5,3,3,2,11,2021,1
7880.75,0,3,2,11,2021,2
6987.75,1,3,2,11,2021,2
5921,2,3,2,11,2021,2
4815,3,3,2,11,2021,2
9670.75,0,0,0,0,2022,0
7843,1,0,0,0,2022,0
5403,2,0,0,0,2022,0
3454,3,0,0,0,2022,0
6797.666667,0,1,1,0,2022,0
6191.833333,1,1,1,0,2022,0
4371.166667,2,1,1,0,2022,0
2973.666667,3,1,1,0,2022,0
2978,0,2,2,0,2022,0
2718.25,1,2,2,0,2022,0
2320.25,2,2,2,0,2022,0
2025,3,2,2,0,2022,0
13508,0,0,0,0,2022,1
10805.5,1,0,0,0,2022,1
7517.5,2,0,0,0,2022,1
5287.5,3,0,0,0,2022,1
9214.333333,0,1,1,0,2022,1
8194.666667,1,1,1,0,2022,1
6241.833333,2,1,1,0,2022,1
4543,3,1,1,0,2022,1
4051,0,2,2,0,2022,1
3595.5,1,2,2,0,2022,1
3092.75,2,2,2,0,2022,1
2632.5,3,2,2,0,2022,1
20400,0,0,0,0,2022,2
15496.25,1,0,0,0,2022,2
10254,2,0,0,0,2022,2
6774,3,0,0,0,2022,2
13540.33333,0,1,1,0,2022,2
11864.16667,1,1,1,0,2022,2
9065,2,1,1,0,2022,2
6331,3,1,1,0,2022,2
5204.25,0,2,2,0,2022,2
4676.25,1,2,2,0,2022,2
4015.25,2,2,2,0,2022,2
3652,3,2,2,0,2022,2
4040.75,0,3,2,0,2022,0
3589.25,1,3,2,0,2022,0
3031.75,2,3,2,0,2022,0
2386,3,3,2,0,2022,0
5857.75,0,3,2,0,2022,1
5407.25,1,3,2,0,2022,1
4669,2,3,2,0,2022,1
3548,3,3,2,0,2022,1
8112.5,0,3,2,0,2022,2
7431.5,1,3,2,0,2022,2
6402.75,2,3,2,0,2022,2
5136,3,3,2,0,2022,2
10495.75,0,0,0,1,2022,0
8527.75,1,0,0,1,2022,0
5945.5,2,0,0,1,2022,0
3840,3,0,0,1,2022,0
7537.166667,0,1,1,1,2022,0
6800,1,1,1,1,2022,0
4968.166667,2,1,1,1,2022,0
3330.333333,3,1,1,1,2022,0
3102.5,0,2,2,1,2022,0
2861.25,1,2,2,1,2022,0
2500.5,2,2,2,1,2022,0
2157.5,3,2,2,1,2022,0
14563.5,0,0,0,1,2022,1
11652.5,1,0,0,1,2022,1
8209,2,0,0,1,2022,1
5739,3,0,0,1,2022,1
10089.5,0,1,1,1,2022,1
8886.166667,1,1,1,1,2022,1
6979.166667,2,1,1,1,2022,1
5050,3,1,1,1,2022,1
4426.75,0,2,2,1,2022,1
3934.5,1,2,2,1,2022,1
3459.5,2,2,2,1,2022,1
2967,3,2,2,1,2022,1
21927.5,0,0,0,1,2022,2
16492.5,1,0,0,1,2022,2
11564,2,0,0,1,2022,2
7448,3,0,0,1,2022,2
14801.66667,0,1,1,1,2022,2
12888.66667,1,1,1,1,2022,2
10100.16667,2,1,1,1,2022,2
6998,3,1,1,1,2022,2
5721.75,0,2,2,1,2022,2
5059.5,1,2,2,1,2022,2
4466.75,2,2,2,1,2022,2
4045.5,3,2,2,1,2022,2
4477.75,0,3,2,1,2022,0
3956.25,1,3,2,1,2022,0
3417.25,2,3,2,1,2022,0
2739,3,3,2,1,2022,0
6405.25,0,3,2,1,2022,1
5968,1,3,2,1,2022,1
5155.75,2,3,2,1,2022,1
3893,3,3,2,1,2022,1
8847.5,0,3,2,1,2022,2
8084,1,3,2,1,2022,2
7060.5,2,3,2,1,2022,2
5706,3,3,2,1,2022,2
10666,0,0,0,2,2022,0
8611.5,1,0,0,2,2022,0
5983,2,0,0,2,2022,0
3909,3,0,0,2,2022,0
7679.666667,0,1,1,2,2022,0
6927.166667,1,1,1,2,2022,0
5055.333333,2,1,1,2,2022,0
3370.333333,3,1,1,2,2022,0
3190,0,2,2,2,2022,0
2901.75,1,2,2,2,2022,0
2508.75,2,2,2,2,2022,0
2198,3,2,2,2,2022,0
15640.5,0,0,0,2,2022,1
12659.25,1,0,0,2,2022,1
8755.5,2,0,0,2,2022,1
6213,3,0,0,2,2022,1
10871.33333,0,1,1,2,2022,1
9632.666667,1,1,1,2,2022,1
7560.833333,2,1,1,2,2022,1
5241,3,1,1,2,2022,1
4685.75,0,2,2,2,2022,1
4131,1,2,2,2,2022,1
3658.75,2,2,2,2,2022,1
3175.5,3,2,2,2,2022,1
23165,0,0,0,2,2022,2
17692.5,1,0,0,2,2022,2
12201.25,2,0,0,2,2022,2
7859.5,3,0,0,2,2022,2
15568.33333,0,1,1,2,2022,2
13422.16667,1,1,1,2,2022,2
10418.5,2,1,1,2,2022,2
7130,3,1,1,2,2022,2
6004,0,2,2,2,2022,2
5257.75,1,2,2,2,2022,2
4648.5,2,2,2,2,2022,2
4256,3,2,2,2,2022,2
4562,0,3,2,2,2022,0
4083.75,1,3,2,2,2022,0
3461.5,2,3,2,2,2022,0
2772,3,3,2,2,2022,0
6790.75,0,3,2,2,2022,1
6137.75,1,3,2,2,2022,1
5345.5,2,3,2,2,2022,1
4070,3,3,2,2,2022,1
9334.25,0,3,2,2,2022,2
8381.25,1,3,2,2,2022,2
7308.25,2,3,2,2,2022,2
5937,3,3,2,2,2022,2
10978.75,0,0,0,3,2022,0
8869.5,1,0,0,3,2022,0
6003.25,2,0,0,3,2022,0
3983,3,0,0,3,2022,0
7908,0,1,1,3,2022,0
7058.333333,1,1,1,3,2022,0
5038.333333,2,1,1,3,2022,0
3362.333333,3,1,1,3,2022,0
3323.5,0,2,2,3,2022,0
3037.5,1,2,2,3,2022,0
2501,2,2,2,3,2022,0
2256.5,3,2,2,3,2022,0
16129,0,0,0,3,2022,1
12848.75,1,0,0,3,2022,1
9056.25,2,0,0,3,2022,1
5894,3,0,0,3,2022,1
10925,0,1,1,3,2022,1
9373.666667,1,1,1,3,2022,1
7537,2,1,1,3,2022,1
5076,3,1,1,3,2022,1
4812.5,0,2,2,3,2022,1
4160.5,1,2,2,3,2022,1
3718.5,2,2,2,3,2022,1
3262.5,3,2,2,3,2022,1
24342.5,0,0,0,3,2022,2
18371.25,1,0,0,3,2022,2
12640,2,0,0,3,2022,2
8090,3,0,0,3,2022,2
15951.66667,0,1,1,3,2022,2
13799.5,1,1,1,3,2022,2
10573.33333,2,1,1,3,2022,2
7141.333333,3,1,1,3,2022,2
6281,0,2,2,3,2022,2
5493.5,1,2,2,3,2022,2
4840.75,2,2,2,3,2022,2
4396,3,2,2,3,2022,2
4654.25,0,3,2,3,2022,0
4195.75,1,3,2,3,2022,0
3538,2,3,2,3,2022,0
2740.5,3,3,2,3,2022,0
6937,0,3,2,3,2022,1
6122,1,3,2,3,2022,1
5389.5,2,3,2,3,2022,1
4089,3,3,2,3,2022,1
9693.5,0,3,2,3,2022,2
8590.75,1,3,2,3,2022,2
7416.25,2,3,2,3,2022,2
5869,3,3,2,3,2022,2
10328.5,0,0,0,4,2022,0
8405,1,0,0,4,2022,0
5680.25,2,0,0,4,2022,0
3833,3,0,0,4,2022,0
7622.5,0,1,1,4,2022,0
6636,1,1,1,4,2022,0
4873.666667,2,1,1,4,2022,0
3262.666667,3,1,1,4,2022,0
3178,0,2,2,4,2022,0
2885.25,1,2,2,4,2022,0
2414,2,2,2,4,2022,0
2145,3,2,2,4,2022,0
15132,0,0,0,4,2022,1
12031.875,1,0,0,4,2022,1
8562.25,2,0,0,4,2022,1
5959.5,3,0,0,4,2022,1
10514.25,0,1,1,4,2022,1
9227.333333,1,1,1,4,2022,1
7219.166667,2,1,1,4,2022,1
5172.666667,3,1,1,4,2022,1
4687.25,0,2,2,4,2022,1
4070,1,2,2,4,2022,1
3553,2,2,2,4,2022,1
3262.5,3,2,2,4,2022,1
22221.25,0,0,0,4,2022,2
16513.125,1,0,0,4,2022,2
11840.75,2,0,0,4,2022,2
7615,3,0,0,4,2022,2
14888.33333,0,1,1,4,2022,2
12716.33333,1,1,1,4,2022,2
9709,2,1,1,4,2022,2
6654,3,1,1,4,2022,2
6136.75,0,2,2,4,2022,2
5236.75,1,2,2,4,2022,2
4639,2,2,2,4,2022,2
4045.5,3,2,2,4,2022,2
4602.25,0,3,2,4,2022,0
4000.5,1,3,2,4,2022,0
3363,2,3,2,4,2022,0
2669.5,3,3,2,4,2022,0
6685,0,3,2,4,2022,1
5964.5,1,3,2,4,2022,1
5104.75,2,3,2,4,2022,1
4089,3,3,2,4,2022,1
9093,0,3,2,4,2022,2
7998.75,1,3,2,4,2022,2
6884,2,3,2,4,2022,2
5394,3,3,2,4,2022,2
10371.5,0,0,0,5,2022,0
8397.5,1,0,0,5,2022,0
5620.25,2,0,0,5,2022,0
3762.5,3,0,0,5,2022,0
7628.333333,0,1,1,5,2022,0
6648.833333,1,1,1,5,2022,0
4675.833333,2,1,1,5,2022,0
3123.666667,3,1,1,5,2022,0
3114,0,2,2,5,2022,0
2820.25,1,2,2,5,2022,0
2330.5,2,2,2,5,2022,0
2062.5,3,2,2,5,2022,0
14925.25,0,0,0,5,2022,1
11771,1,0,0,5,2022,1
8365.75,2,0,0,5,2022,1
5924.5,3,0,0,5,2022,1
10532.66667,0,1,1,5,2022,1
9071.166667,1,1,1,5,2022,1
7110,2,1,1,5,2022,1
5071.666667,3,1,1,5,2022,1
4584.25,0,2,2,5,2022,1
4049,1,2,2,5,2022,1
3510.5,2,2,2,5,2022,1
3227.5,3,2,2,5,2022,1
22078.75,0,0,0,5,2022,2
16413.75,1,0,0,5,2022,2
11797,2,0,0,5,2022,2
7615,3,0,0,5,2022,2
14856.66667,0,1,1,5,2022,2
12683,1,1,1,5,2022,2
9709,2,1,1,5,2022,2
6654,3,1,1,5,2022,2
6136.75,0,2,2,5,2022,2
5236.75,1,2,2,5,2022,2
4540.5,2,2,2,5,2022,2
4045.5,3,2,2,5,2022,2
4571.75,0,3,2,5,2022,0
4034.25,1,3,2,5,2022,0
3267,2,3,2,5,2022,0
2500.5,3,3,2,5,2022,0
6662,0,3,2,5,2022,1
5999,1,3,2,5,2022,1
5054,2,3,2,5,2022,1
4089,3,3,2,5,2022,1
9090.75,0,3,2,5,2022,2
7998.75,1,3,2,5,2022,2
6857.75,2,3,2,5,2022,2
5394,3,3,2,5,2022,2

