C_DISC,CERT,SHAPE,PCS,WEIGHT,COLOR,CLARITY,CUT,POL,SY,FLUO,FLUO_COLOR,FANCY_COLOR,FANCY_INTENSITY,FANCY_OVERTONE,TD,TABL,MIN_DIAM,MAX_DIAM,HEIGHT,RATIO,COL_SHADE,MILKY,TABLE_BLACK,SIDE_BLACK,WHT_INC,KEY_TO_SYMBOL,CERT_COMMENTS,CR_ANGLE,CR_HEIGHT,PV_ANGLE,PV_DEPTH,GIRDLE_PERCENTAGE,GIRDLE_CONDITION,STAR_LENGTH,LOWER_HALF,CULET,EYE_CLEAN,TABLE_CLEAN,HA,CERT_TYPE,CERT_DATE,REF_DAYS,INTERNAL_COLOR,INTERNAL_CLARITY,OPEN,NATURAL,INTENDED_NATURAL,CAVITY,CHIP,EXTRA_FACET,GRAINING,CUT_COMMENTS,AM,PCR,FMTS,C1T,REMARKS,DEMAND_STATUS,ASSORT_DATE,COUNTRY_OF_ORIGIN_MINE_ORIGIN,MINING_CO_NAME,MINING_CO_DESCRIPTION,SOURCE_CO,SOURCE_COUNTRY,SOURCE_MINE, Inv_Date, Inv_Party, Inv_By , Inv_Term
-36,FM,RO,1,0.41,F,VS2,EX,EX,VG,NON,NN,NN,NN,NN,62,59,4.7,4.75,,1.011,NN,NN,BT1+,NN,NN,"Crystal, Cloud",,36,15,40.8,43,4,Polished,,,PTD,,,N,DD,15-03-2022,93,F,VS2,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,MBMGFM - FM108139-22,,15-03-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,16-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-35,FACT,RO,1,0.41,G,SI1,EX,EX,EX,FNT,NN,NA,NA,NA,60.7,60,4.78,4.79,2.9,1.002,NN,NN,NN,NN,NN,,,34,13.5,40.8,43,4,FACETED,50,75,,Y,Y,Y,DD,10-05-2022,39,G,SI1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,TQ3EX1,DEMAND,10-05-2022,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,17-06-2022,Titan Company Limited,Titan Company Limited,30
-37,FACT,RO,1,0.41,H,VS2,VG,EX,EX,FNT,NN,NA,NN,NN,63.4,57,4.66,4.69,2.96,1.006,NN,NN,NN,NN,NN,,,37,16,40.4,42.5,5,Polished,45,80,PTD,Y,Y,Y,DD,22-04-2022,57,H,VS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,TQVG1-BW022848,DEMAND,22-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,17-06-2022,Titan Company Limited,Titan Company Limited,30
-49,GIA,RO,1,0.41,G,SI1,EX,EX,EX,NON,NN,NA,NA,NA,62.6,56,4.72,4.75,2.96,1.006,NN,M1,NN,BC1,WT2,"Cloud, Crystal, Twinning Wisp, Feather",-,35.5,16,41,43,3.5,Faceted,50,75,NONE,N,N,N,DD,26-05-2022,21,G,SI1,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,Y,N,GIA,NON-DEMAND,29-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,18-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-31,GIA,RO,1,0.41,G,SI1,EX,EX,EX,NON,NN,NA,NA,NA,62,56,4.76,4.78,2.96,1.004,NN,NN,NN,NN,WT2,Twinning Wisp,-,34.5,15,40.8,43,4,Faceted,50,80,NONE,N,N,N,DD,28-05-2022,10,G,SI1,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,N,N,GIA/TQ,NON-DEMAND,09-06-2022,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,18-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-32,GIA,RO,1,0.41,F,VS2,EX,EX,EX,NON,NN,NA,NN,NN,61.6,58,4.75,4.78,2.94,1.006,NN,NN,NN,BC1,NN,"Crystal, Cloud",-,34.5,14.5,40.8,43,4.5,Polished,50,80,PTD,Y,Y,N,DD,28-04-2022,52,F,VS2,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,N,N,MBMG-GIA,DEMAND,28-04-2022,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,18-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-33,GIA,RO,1,0.42,E,IF,EX,EX,VG,NON,NN,NN,NN,NN,59.5,61,4.89,4.92,2.92,1.006,NN,NN,NN,NN,NN,Minor Details of Polish,,33.5,13,41,43.5,3,Polished,50,80,PTD,,,N,DD,15-03-2022,83,E,IF,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,GIA,,15-03-2022,,,,,,AGGREGATE,03-06-2022,Sun Rays,Sun Rays,30
-31.54,FACT,RO,1,0.42,H,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,61.5,56,4.84,4.87,,1.006,NN,NN,NN,NN,NN,,,34,15,40.8,43,3.5,Polished,,,PTD,,,,,24-02-2022,104,H,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,CL,,24-02-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-30.48,FACT,RO,1,0.42,G,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,61.3,57,4.79,4.82,,1.006,NN,NN,NN,NN,NN,,,34.5,14.5,40.8,43,3.5,Polished,,,PTD,,,,,24-02-2022,104,G,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,N,,CL,,24-02-2022,,,,,ANGOLA,UNKNOWN,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-28,IIDGR,RO,1,0.42,H,VS1,EX,EX,EX,NON,NN,NN,NN,NN,61.6,55.8,4.75,4.78,,1.006,NN,NN,NN,NN,NN,"Cloud, Feather, Pinpoint",,34.8,15.5,40.8,42.1,4,Polished,,,,,,N,,11-03-2022,90,H,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,N,,PB0-FEB,,11-03-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-53,GIA,RO,1,0.42,G,SI1,EX,EX,VG,NON,NN,NA,NA,NA,62.8,57,4.73,4.77,2.98,1.008,B1,M1,NN,NN,NN,Cloud,-,35.5,15.5,41,43.5,4,Faceted,50,80,PTD,N,N,N,DD,11-05-2022,29,G,SI1,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,Y,N,GIA,NON-DEMAND,11-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-37,FACT,RO,1,0.42,I,VS2,VG,VG,VG,FNT,NN,NN,NN,NN,64.1,55,4.71,4.73,,1.004,NN,NN,NN,NN,NN,,,36,16,40.8,43,5,Polished,,,PTD,,,,,19-03-2022,81,I,VS2,NN,NN,NN,NN,NN,NN,NN,NN,,,N,,TQVG1,,19-03-2022,,,,,ANGOLA,UNKNOWN,07-06-2022,Titan Company Limited,Titan Company Limited,30
-35,FACT,RO,1,0.42,H,SI2,EX,EX,EX,FNT,NN,NN,NN,NN,62,56,4.78,4.81,2.97,1.006,NN,NN,NN,NN,NN,,,34.5,15,40.8,43,4,Polished,50,75,PTD,Y,Y,Y,,15-04-2022,54,H,SI2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,TQ3EX1,DEMAND,15-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,07-06-2022,Titan Company Limited,Titan Company Limited,30
-23,FM,RO,1,0.42,H,VS2,EX,EX,EX,NON,NN,NN,NN,NN,60.9,57,,,2.94,,NN,NN,NN,NN,WC1,Feather,NA,34,14.5,40.6,43,3.5,Polished,50,75,PTD,Y,Y,N,,03-04-2022,72,H,VS2,NN,NN,NN,NN,NN,NN,NN,NN,,,,,PCR - DOC & SYSTEM FLOW LEVEL,DEMAND,03-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-25,FM,RO,1,0.42,H,VS2,EX,EX,EX,NON,NN,NA,NN,NN,62.2,58,4.79,4.82,2.99,1.006,NN,NN,NN,NN,NN,"Cloud, Knot",-,35.5,15,41,43.5,4,Polished,50,80,PTD,Y,Y,N,DD,04-05-2022,41,H,VS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,MBMGFM - FM109351-22,DEMAND,04-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-30,IIDGR,RO,1,0.42,H,VS1,EX,EX,EX,FNT,NN,,,,62.4,54.9,4.74,4.75,2.96,1.002,NN,NN,NN,NN,NN,NN,NN,35.2,16.5,40.7,42.4,3.5,FACETED,26,,PTD,Y,Y,Y,IIDGR,26-05-2022,11,H,VS1,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,PB1,DEMAND,29-05-2022,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-35,FACT,RO,1,0.42,H,SI2,EX,EX,EX,NON,NN,NA,NA,NA,62.6,56,4.77,4.8,2.99,1.006,NN,NN,NN,NN,NN,,,36.5,16.5,40.6,42.5,3.5,FACETED,50,80,,Y,Y,Y,DD,25-05-2022,20,H,SI2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,TQ3EX0-BW023064,DEMAND,25-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,13-06-2022,Titan Company Limited,Titan Company Limited,30
-28,IIDGR,RO,1,0.42,G,SI1,EX,EX,EX,NON,NN,,,,62.9,54.1,4.71,4.73,2.97,1.004,NN,NN,NN,NN,NN,NN,NN,34.8,16.1,40.9,42.4,4.4,FACETED,26,,PTD,Y,Y,Y,IIDGR,31-05-2022,5,G,SI1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,PB0,DEMAND,04-06-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-28,GIA,RO,1,0.42,H,VS1,EX,EX,EX,NON,NN,NA,NA,NA,61.7,58,4.8,4.83,2.97,1.006,NN,NN,NN,NN,WT1,Crystal; Feather; Cloud; Needle,-,33,13.5,41.6,44.5,4,Faceted,45,75,PTD,Y,Y,N,DD,27-05-2022,18,H,VS1,NN,NN,NN,NN,NN,NN,NN,EX1,N,Y,N,N,GIA,NON-DEMAND,27-05-2022,-,-,-,-,-,-,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-26,FM,RO,1,0.42,H,VS1,EX,EX,EX,NON,NN,NA,NN,NN,62.6,58,4.78,4.81,4.795,1.006,NN,NN,NN,NN,NN,-,-,35.5,15,41.2,43.5,4,Polished,50,80,PTD,N,N,N,DD,12-05-2022,34,H,VS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,FM,DEMAND,12-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,14-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-30,IIDGR,RO,1,0.42,I,VS2,EX,EX,EX,FNT,NN,,,,61.3,56.4,4.75,4.79,2.93,1.008,NN,NN,NN,NN,NN,NN,NN,34.4,15.1,40.8,42.5,3.7,FACETED,25,,PTD,Y,Y,Y,IIDGR,02-06-2022,7,I,VS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,PB1,DEMAND,09-06-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,16-06-2022,Diarough N. V.,Diarough Sourcing S. A.,7
-28,IIDGR,RO,1,0.42,H,SI1,EX,EX,EX,NON,NN,,,,60.1,57.7,4.78,4.8,2.88,1.004,NN,NN,NN,NN,NN,NN,NN,33.4,14.2,40.7,42.2,3.7,FACETED,24,,PTD,Y,Y,Y,IIDGR,02-06-2022,7,H,SI1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,PB0,DEMAND,09-06-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,16-06-2022,Diarough N. V.,Diarough Sourcing S. A.,7
-35,IIDGR,RO,1,0.42,H,SI1,EX,EX,EX,MED,NN,,,,61.6,56,4.75,4.78,2.94,1.006,NN,NN,NN,NN,NN,NN,NN,34.5,15.1,41,42.1,4.4,FACETED,25,,PTD,Y,Y,Y,IIDGR,02-06-2022,7,H,SI1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,PB2,DEMAND,09-06-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,16-06-2022,Diarough N. V.,Diarough Sourcing S. A.,7
-31,IIDGR,RO,1,0.42,F,SI1,EX,EX,EX,NON,NN,,,,61.8,56.8,4.72,4.75,2.93,1.006,NN,NN,NN,NN,NN,NN,NN,35.1,15.4,40.7,42,4.4,FACETED,24,,PTD,Y,Y,Y,IIDGR,02-06-2022,7,F,SI1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,PB0,DEMAND,09-06-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,16-06-2022,Diarough N. V.,Diarough Sourcing S. A.,7
-44.85,IIDGR,RO,1,0.42,D,VS1,EX,EX,EX,MED,NN,,,,61.8,56.2,4.75,4.77,2.94,1.004,NN,NN,NN,NN,NN,NN,NN,34.9,15.8,40.7,42,4,FACETED,25,,PTD,Y,Y,Y,IIDGR,31-05-2022,7,D,VS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,PB2,DEMAND,09-06-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,16-06-2022,Diarough N. V.,Diarough Sourcing S. A.,7
-30,GIA,RO,1,0.42,G,VS2,EX,EX,EX,NON,NN,NA,NA,NA,62.6,56,4.76,4.79,2.99,1.006,NN,NN,NN,NN,NN,Cloud,-,36.5,16,40.8,43,3.5,Faceted,50,80,PTD,N,N,N,DD,18-05-2022,29,G,VS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,MBMGFM - FM 109725-22,DEMAND,18-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,16-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-55,GIA,RO,1,0.42,G,SI2,EX,EX,EX,NON,NN,NA,NA,NA,62.1,58,4.75,4.79,2.97,1.008,NN,M1,BT1,NN,WC2,"Cloud, Crystal",-,35.5,15,41,43.5,4,Faceted,50,80,NONE,N,N,Y,DD,27-05-2022,10,G,SI2,NN,NN,NN,NN,NN,NN,SGR1,EX1,N,N,Y,N,GIA,NON-DEMAND,09-06-2022,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,18-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-31.95,FM,RO,1,0.42,I,VS2,EX,EX,EX,NON,NN,NN,NN,NN,62.6,56.2,4.77,4.81,,1.008,NN,NN,NN,NN,NN,"Crystal,Twinning Wisp",,35.4,15.7,40.7,43,3.9,Polished,,,,,,N,,22-10-2021,240,I,VS2,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,C1FM3EX0,,22-10-2021,,,,,RUSSIAN FEDERATION,ALROSA,18-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-35,FACT,RO,1,0.43,I,SI1,VG,VG,VG,NON,NN,NN,NN,NN,63.6,57,4.74,4.76,,1.004,NN,NN,NN,NN,NN,,,37,16,40.6,42.5,5,Polished,,,PTD,,,,,23-03-2022,77,I,SI1,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,TQVG0,,23-03-2022,,,,,RUSSIAN FEDERATION,ALROSA,07-06-2022,Titan Company Limited,Titan Company Limited,30
-52,GIA,RO,1,0.43,H,SI2,EX,EX,EX,FNT,NN,NA,NA,NA,62.8,56,4.79,4.82,3.02,1.006,NN,M1,NN,NN,WT3,"Cloud, Crystal",-,35,15.5,41,43.5,4,Faceted,50,80,PTD,N,N,N,DD,27-04-2022,43,H,SI2,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,Y,N,GIA,NON-DEMND,27-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-20,FM,RO,1,0.43,H,VS1,EX,EX,EX,NON,NN,NN,NN,NN,62.2,59.3,4.79,4.83,2.99,1.008,NN,NN,NN,NN,NN,NN,NN,35.4,14.6,41.2,43.7,3.9,FACETED,51,80,PTD,Y,Y,N,FM,19-05-2022,26,H,VS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,DEGMFM,DEMAND,19-05-2022,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-20,FM,RO,1,0.43,I,VS1,EX,EX,EX,NON,NN,NN,NN,NN,62.3,58,4.79,4.83,2.99,1.008,NN,NN,NN,NN,NN,NN,NN,35.4,15,41,43.2,4.1,FACETED,50,80,PTD,Y,Y,N,FM,19-05-2022,26,I,VS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,DEGMFM,DEMAND,19-05-2022,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,13-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-28,IIDGR,RO,1,0.43,J,VS2,EX,EX,EX,NON,NN,,,,62,55.9,4.79,4.82,2.98,1.006,NN,NN,NN,NN,NN,NN,NN,34.8,16,40.9,42.8,3.2,FACETED,24,,PTD,Y,Y,N,IIDGR,24-05-2022,10,J,VS2,NN,NN,NN,NN,NN,NN,NN,NA,N,N,N,N,PB0,DEMAND,30-05-2022,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-30,IIDGR,RO,1,0.43,J,VVS1,EX,EX,EX,FNT,NN,,,,62.1,56.9,4.76,4.81,2.98,1.011,NN,NN,NN,NN,NN,NN,NN,34.9,15.4,40.8,42.3,4.4,FACETED,26,,PTD,Y,Y,Y,IIDGR,31-05-2022,5,J,VVS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,PB1,DEMAND,04-06-2022,NAMIBIA,NAMDIA,UNKNOWN,NAMDIA,NAMIBIA,UNKNOWN,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-45.41,GIA,CS,1,0.43,E,VS2,,EX,VG,NON,NN,NN,NN,NN,69.3,57,4.11,4.28,2.85,1.041,NN,NN,NN,NN,NN,Crystal,,0,0,0,0,0,Polished,,,PTD,,,,,,,E,VS2,NN,NN,NN,NN,NN,NN,NN,NN,,,,,DY,,,DTC,,,,BOTSWANA,,08-06-2022,Uni- Design Jewellery Pvt. Ltd. Uni,Uni- Design Jewellery Pvt. Ltd. Uni,30
-33.33,GIA,RO,1,0.43,F,SI2,EX,EX,EX,NON,,,,,62,56,4.83,4.86,3,1.006,,,,,,"Twinning Wisp, Feather",,35,15.5,40.8,43,3.5,Faceted,50,75,PTD,,,,DD,29-04-2022,8,,,,,,,,,,,,,,,MG,,06-06-2022,,,,,,,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-34,GIA,RO,1,0.43,G,SI2,EX,EX,EX,NON,NN,SI2,NN,NN,62.4,58,4.79,4.83,3,1.008,NN,NN,NN,NN,NN,Crystal,,36,15.5,40.8,43,4,Polished,55,80,PTD,,,,DD,23-04-2022,44,G,SI2,NN,NN,NN,NN,NN,NN,NN,NN,,,,,MG,NON-DEMAND,23-04-2022,,,,,,,04-06-2022,Diarough N. V.,Diarough Sourcing S. A.,30
-30,FM,RO,1,0.43,G,SI1,EX,EX,EX,NON,NN,NN,NN,NN,61.9,58,4.8,4.84,2.99,1.008,NN,NN,NN,NN,NN,"Crystal, Twinning Wisp, Cloud",,36,15,40.6,42.5,4,,50,80,,N,,,FM,19-05-2022,20,G,SI1,NN,NN,NN,NN,NN,NN,NN,NN,,,,,MG,,19-05-2022,,,,,,,06-06-2022,Uni-Design Jewellery India Pvt. Ltd,Uni-Design Jewellery India Pvt. Ltd,30
-40.61,IIDGR,RO,1,0.43,D,VS1,EX,EX,EX,FNT,NN,,,,60.4,58.2,4.83,4.86,2.93,1.006,NN,NN,NN,NN,NN,NN,NN,33.8,14.6,40.7,42.1,3.7,FACETED,24,,PTD,Y,Y,Y,IIDGR,02-06-2022,7,D,VS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,PB1,DEMAND,09-06-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,16-06-2022,Diarough N. V.,Diarough Sourcing S. A.,7
-37,FACT,RO,1,0.43,K,VS2,VG,VG,VG,FNT,NN,NA,NN,NN,63.4,57,4.77,4.81,3.03,1.008,NN,NN,NN,NN,NN,,,37,16.5,40.6,43,4.5,Polished,50,75,PTD,Y,Y,Y,DD,24-04-2022,55,K,VS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,TQVG1-AE 129163,DEMAND,24-04-2022,BOTSWANA,DEBSWANA,UNKNOWN,ODC,BOTSWANA,ODC,17-06-2022,Titan Company Limited,Titan Company Limited,30
-35,FACT,RO,1,0.43,G,SI1,VG,VG,VG,NON,NN,NA,NA,NA,64,57,4.69,4.74,3.01,1.011,NN,NN,NN,NN,NN,,,37,16.5,40.4,42.5,5,FACETED,50,75,,Y,Y,Y,DD,17-05-2022,32,G,SI1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,TQVG0-BW022848,DEMAND,17-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,17-06-2022,Titan Company Limited,Titan Company Limited,30
-37,GIA,RO,1,0.43,G,VS2,EX,EX,EX,NON,NN,NA,NA,NA,62.5,56,4.81,4.83,3.01,1.004,NN,M1+,BT1,NN,WT1,"Crystal, Cloud, Feather",-,35.5,15.5,40.8,43,4,Faceted,50,80,NONE,Y,Y,N,DD,01-06-2022,9,G,VS2,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,Y,N,GIA,NON-DEMAND,10-06-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,18-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-38,GIA,RO,1,0.43,E,SI1,EX,EX,EX,NON,NN,NN,NN,NN,61.7,59,4.82,4.85,2.99,1.006,NN,NN,BT2,NN,NN,"Crystal, Feather",,35,14.5,41,43.5,4,Polished,,,PTD,,,N,DD,20-02-2022,119,E,SI1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,GIA,,20-02-2022,,,,,UNKNOWN,UNKNOWN,18-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-23.04,FM,RO,1,0.43,I,VS2,EX,EX,EX,NON,NN,NN,NN,NN,61.9,60.2,4.89,4.92,,1.006,NN,NN,NN,NN,NN,"Crystal, Feather, Needle",,33.7,12.8,41.3,43.8,3.6,Polished,,,,,,,,05-03-2022,106,I,VS2,NN,NN,NN,NN,NN,NN,NN,NN,,,,,MSC-1,,05-03-2022,,,,,,,18-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-38.82,FM,PRN,1,0.43,I,VS1,,EX,EX,FNT,NN,NN,NN,NN,74.3,66.1,,,,,NN,NN,NN,NN,NN,Cloud  Crystal  Needle,,35.1,14.7,38.5,57.9,1.7,Polished,,,,,,N,,12-12-2020,554,I,VS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,,DGEM,,12-12-2020,,,,,BOTSWANA,KAROWE,18-06-2022,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,60
-34,GIA,RO,1,0.44,G,SI2,EX,EX,EX,NON,NN,NA,NA,NA,63.1,56,4.82,4.87,3.06,1.01,NN,NN,NN,NN,WT3,Twinning Wisp,-,36.5,16.5,40.8,43,3.5,Faceted,50,75,PTD,Y,Y,N,DD,10-05-2022,29,G,SI2,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,Y,N,MBMG-GIA,DEMAND,10-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-37,FACT,RO,1,0.44,K,VS2,VG,VG,VG,NON,NN,NN,NN,NN,61.2,60,4.86,4.9,2.98,1.008,NN,NN,NN,NN,NN,NN,NN,35.5,14,41,43,4,Polished,,,,Y,Y,Y,,18-04-2022,51,K,VS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,TQVG0 - BW022641,DEMAND,18-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,07-06-2022,Titan Company Limited,Titan Company Limited,30
-30,GIA,RO,1,0.44,H,VS1,EX,EX,EX,NON,NN,NA,NA,NA,62.9,56,4.86,4.88,3.06,1.004,NN,NN,NN,NN,WC1,Feather,-,36.5,16.5,40.8,43,3.5,Faceted,50,80,PTD,Y,Y,N,DD,27-05-2022,18,H,VS1,NN,NN,NN,NN,NN,NN,NN,EX1,N,Y,N,N,GIA,NON-DEMAND,27-05-2022,-,-,-,-,-,-,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
