C_DISC,CERT,SHAPE,PCS,WEIGHT,COLOR,CLARITY,CUT,POL,SY,FLUO,FLUO_COLOR,FANCY_COLOR,FANCY_INTENSITY,FANCY_OVERTONE,TD,TABL,MIN_DIAM,MAX_DIAM,HEIGHT,RATIO,COL_SHADE,MILKY,TABLE_BLACK,SIDE_BLACK,WHT_INC,KEY_TO_SYMBOL,CERT_COMMENTS,CR_ANGLE,CR_HEIGHT,PV_ANGLE,PV_DEPTH,GIRDLE_PERCENTAGE,GIRDLE_CONDITION,STAR_LENGTH,LOWER_HALF,CULET,EYE_CLEAN,TABLE_CLEAN,HA,CERT_TYPE,CERT_DATE,REF_DAYS,INTERNAL_COLOR,INTERNAL_CLARITY,OPEN,NATURAL,INTENDED_NATURAL,CAVITY,CHIP,EXTRA_FACET,GRAINING,CUT_COMMENTS,AM,PCR,FMTS,C1T,REMARKS,DEMAND_STATUS,ASSORT_DATE,COUNTRY_OF_ORIGIN_MINE_ORIGIN,MINING_CO_NAME,MINING_CO_DESCRIPTION,SOURCE_CO,SOURCE_COUNTRY,SOURCE_MINE, Inv_Date, Inv_Party, Inv_By , Inv_Term
-36.36,FACT,RO,1,0.3,F,VVS1,EX,EX,EX,NON,NN,NN,NN,NN,62,57,4.27,4.31,,1.009,NN,NN,NN,NN,NN,,,34.5,15,40.8,43,4,Polished,,,PTD,,,,,14-03-2022,86,F,VVS1,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,CL,,14-03-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-48,GIA,RO,1,0.3,F,SI1,VG,EX,EX,NON,NN,NN,NN,NN,64.4,58,4.19,4.21,2.7,1.005,NN,NN,NN,NN,NN,Cloud,,37,16,41.2,43.5,5,Polished,50,75,PTD,,,N,DD,15-03-2022,83,F,SI1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,GIA,,15-03-2022,,,,,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,03-06-2022,Sun Rays,Sun Rays,30
-62,GIA,RO,1,0.3,F,SI1,VG,EX,VG,NON,NN,NA,NA,NA,64.4,59,4.18,4.22,2.71,1.01,NN,M1,BT1+,NN,WT2,"Cloud, Crystal",-,36,15,41.8,44.5,5,Faceted,50,75,PTD,N,N,N,DD,10-05-2022,30,F,SI1,NN,N1,NN,NN,NN,NN,NN,EX1,N,N,Y,N,GIA,NON-DEMAND,10-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-61,GIA,RO,1,0.3,H,SI1,VG,EX,VG,FNT,NN,NA,NA,NA,63.3,55,4.24,4.28,2.7,1.009,NN,M1,NN,NN,WT2,Cloud,-,33,14.5,41.6,44.5,4.5,Faceted,45,75,PTD,N,N,N,DD,11-05-2022,29,H,SI1,NN,NN,NN,NN,NN,NN,SGR1,EX1,N,N,Y,N,GIA,NON-DEMAND,11-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-58,GIA,RO,1,0.3,F,SI2,EX,EX,EX,NON,NN,NA,NA,NA,61.7,60,4.29,4.32,2.66,1.007,NN,M1,BT1,NN,WT2,"Cloud, Feather",-,34,13.5,41.4,44,4.5,Faceted,50,80,PTD,N,N,N,DD,10-05-2022,30,F,SI2,OP1,N1,NN,NN,NN,NN,NN,EX1,N,N,Y,N,GIA,NON-DEMAND,10-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-61,GIA,RO,1,0.3,E,SI2,EX,EX,VG,NON,NN,NA,NA,NA,62.1,58,4.27,4.3,2.66,1.007,NN,M1,NN,NN,WT2,Cloud,-,36,15.5,40.6,43,4,Faceted,50,80,PTD,N,N,N,DD,10-05-2022,30,E,SI2,NN,N1,NN,NN,NN,NN,NN,EX1,N,N,Y,N,GIA,NON-DEMAND,10-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-54,GIA,RO,1,0.3,F,SI1,EX,EX,EX,NON,NN,NA,NA,NA,62.3,59,4.27,4.3,2.67,1.007,NN,M1,NN,NN,WT2,"Cloud, Twinning Wisp",-,35.5,14.5,41.2,43.5,4,Faceted,50,80,PTD,N,N,N,DD,10-05-2022,30,F,SI1,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,Y,N,GIA,NON-DEMAND,10-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-38,FM,RO,1,0.3,F,VS1,EX,VG,EX,NON,NN,NN,NN,NN,63.3,56,4.23,4.27,,1.009,NN,NN,NN,NN,NN,Cloud,,36.5,16.5,41,43.5,3.5,Polished,,,PTD,,,N,DD,26-03-2022,75,F,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,MBMGFM - FM108302-22,,26-03-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,08-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-33.88,FACT,RO,1,0.3,G,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,61.6,56,4.31,4.33,,1.005,NN,NN,NN,NN,NN,,,34.5,15,40.8,43,4,Polished,,,PTD,,,,,02-03-2022,98,G,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,CL,,02-03-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-33.88,FACT,RO,1,0.3,H,VVS1,EX,EX,EX,NON,NN,NN,NN,NN,61.2,57,4.33,4.35,,1.005,NN,NN,NN,NN,NN,,,34,14.5,40.8,43,3.5,Polished,,,PTD,,,,,02-03-2022,98,H,VVS1,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,CL,,02-03-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-56,GIA,RO,1,0.3,F,SI2,EX,EX,EX,NON,NN,NA,NA,NA,60.7,60,4.31,4.33,2.62,1.005,NN,M1,NN,NN,WT2,Cloud,-,34.5,14,41,43,3.5,Faceted,55,80,PTD,N,N,N,DD,10-05-2022,30,F,SI2,NN,N1,NN,NN,NN,NN,NN,EX1,N,N,Y,N,GIA,NON-DEMAND,10-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-37,FACT,RO,1,0.3,G,SI2,VG,VG,VG,NON,NN,NN,NN,NN,60.6,60,4.31,4.33,2.61,1.005,NN,NN,NN,NN,NN,,,35.5,14.5,40.4,42.5,4,Polished,,,PTD,,,,,04-03-2022,96,G,SI2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,TQVG0,,04-03-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,07-06-2022,Titan Company Limited,Titan Company Limited,30
-33.88,FACT,RO,1,0.3,H,VVS1,EX,EX,EX,NON,NN,NN,NN,NN,61.6,56,4.31,4.33,,1.005,NN,NN,NN,NN,NN,,,34.5,15,40.8,43,3.5,Polished,,,PTD,,,,,03-03-2022,97,H,VVS1,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,CL,,03-03-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-63,GIA,RO,1,0.3,E,SI1,VG,EX,VG,NON,NN,NA,NA,NA,64.3,56,4.16,4.22,2.7,1.014,NN,M1,NN,NN,WT2,Cloud,,38.5,17.5,40,41.5,5,Faceted,50,75,PTD,N,N,N,DD,19-03-2022,82,E,SI1,NN,N1,NN,NN,NN,NN,NN,NN,,,Y,,GIA,NON-DEMND,19-03-2022,,,,,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-43,GIA,RO,1,0.3,F,VVS1,EX,EX,VG,NON,NN,NA,NN,NN,62.3,58,4.26,4.27,2.66,1.002,NN,NN,NN,NN,WC1,"Cloud, Pinpoint, Needle, Internal Graining",-,35.5,15,41,43,4,Polished,50,75,PTD,Y,Y,N,DD,20-04-2022,47,F,VVS1,NN,NN,NN,NN,NN,NN,IGR1,EX1,N,N,Y,N,MBMG-GIA,DEMAND,20-04-2022,RUSSIAN FEDERATION,ALROSA,NURBA,ALROSA,RUSSIAN FEDERATION,NURBA,04-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-35,FM,RO,1,0.3,G,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,60.4,58,,,2.63,,NN,NN,NN,NN,NN,Pinpoint,NN,34,14.5,40.8,43,3,Polished,50,75,PTD,Y,Y,Y,,14-04-2022,61,G,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,MBMGFM - FM108720-22,DEMAND,14-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-35,FM,RO,1,0.3,G,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,61.9,58,,,2.65,,NN,NN,NN,NN,NN,"Pinpoint, Cloud, Surface Graining",NN,35,15,40.8,43,4,Polished,50,80,PTD,Y,Y,Y,,14-04-2022,50,G,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,MBMGFM - FM108472-22,DEMAND,14-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,02-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-53,GIA,RO,1,0.3,J,VVS2,GD,EX,VG,NON,NN,NN,NN,NN,64.2,58,4.16,4.2,2.68,1.01,NN,NN,NN,NN,NN,"Feather, Indented Natural, Natural",,37.5,16,40.8,43,5.5,Polished,50,80,PTD,,,N,DD,21-03-2022,80,J,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,GIA,,21-03-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,08-06-2022,Chinastar Trade (Hong Kong) Limited,Chinastar Trade (Hong Kong) Limited,0
-33,FM,RO,1,0.3,H,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,62.7,57,4.27,4.3,,1.007,NN,NN,NN,NN,NN,"Needle, Pinpoint",,35.5,15.5,40.8,43,4,Polished,,,PTD,,,N,DD,31-03-2022,64,H,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,MBMGFM - FM108472-22,,31-03-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,02-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-34,FACT,RO,1,0.3,F,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,61.9,57,4.31,4.32,,1.002,NN,NN,NN,NN,NN,,,34.5,15,40.8,43,4,Polished,,,PTD,,,,,09-03-2022,91,F,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,CL,,09-03-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-34,FACT,RO,1,0.3,I,SI2,VG,VG,VG,NON,NN,NN,NN,NN,64.3,60,4.17,4.22,2.69,1.012,NN,NN,NN,NN,NN,,,36.5,15,41.4,44,5,Polished,,,PTD,,,,,09-03-2022,91,I,SI2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,TQVG0,,09-03-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,07-06-2022,Titan Company Limited,Titan Company Limited,30
-59,GIA,RO,1,0.3,E,SI2,EX,EX,EX,NON,NN,NA,NA,NA,63,57,4.26,4.28,2.69,1.005,B1,M1,NN,NN,WT1,Cloud,-,35.5,15.5,41,43.5,4,Faceted,50,80,PTD,N,N,N,DD,10-05-2022,30,E,SI2,NN,NN,NN,NN,NN,NN,SGR1,EX1,N,N,Y,N,GIA,NON-DEMAND,10-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-36,GIA,RO,1,0.3,E,VVS2,EX,EX,EX,NON,NN,NA,NA,NA,62.7,56,4.26,4.29,2.68,1.007,NN,NN,NN,NN,NN,"Cloud, Needle, Pinpoint, Indented Natural",-,35,15.5,41,43,4,Faceted,50,75,PTD,Y,Y,N,DD,26-05-2022,19,E,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,MBMGFM - FM109765-22,DEMAND,26-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-39,FM,RO,1,0.3,F,VS1,EX,EX,VG,NON,NN,NN,NN,NN,62.6,56,,,2.69,,NN,NN,NN,NN,NN,NN,NN,35.5,15,40.8,43,4,Polished,50,80,PTD,Y,Y,Y,,06-04-2022,69,F,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,,,MBMGFM - FM108656-22,DEMAND,06-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-51,GIA,RO,1,0.3,G,SI1,GD,EX,EX,NON,NN,NA,NA,NA,64.5,57,4.18,4.21,2.71,1.007,NN,NN,BT1,NN,NN,"Crystal, Feather, Cloud",,37.5,16.5,41,43,5,Faceted,50,80,PTD,,,N,DD,25-03-2022,76,G,SI1,OP1,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,GIA,NON-DEMND,25-03-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,08-06-2022,Chinastar Trade (Hong Kong) Limited,Chinastar Trade (Hong Kong) Limited,0
-39,FM,RO,1,0.3,F,VS1,EX,EX,VG,NON,NN,NN,NN,NN,63.2,57,,,2.7,,NN,NN,NN,NN,NN,NN,NN,34.5,15,41.6,44,4,Polished,50,80,PTD,Y,Y,Y,,06-04-2022,69,F,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,,,MBMGFM - FM108656-22,DEMAND,06-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-34,FM,RO,1,0.3,F,VS1,EX,EX,EX,NON,NN,NN,NN,NN,62.8,56,,,2.69,,NN,NN,NN,NN,NN,NN,NN,35.5,16,40.8,43,4,Polished,50,75,PTD,Y,Y,Y,,06-04-2022,69,F,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,,,MBMGFM - FM108656-22,DEMAND,06-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-49,GIA,RO,1,0.3,H,VS1,GD,EX,EX,NON,NN,VS1,NN,NN,64.5,58,4.16,4.19,2.69,1.007,NN,NN,NN,NN,NN,"Crystal, Feather, Cloud",,38.5,17,40.2,42,5.5,Polished,50,75,PTD,,,N,DD,25-03-2022,76,H,VS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,GIA,NON-DEMAND,25-03-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,08-06-2022,Chinastar Trade (Hong Kong) Limited,Chinastar Trade (Hong Kong) Limited,0
-40,FM,RO,1,0.3,H,VVS1,EX,EX,VG,NON,NN,NN,NN,NN,62,58,,,2.66,,NN,NN,NN,NN,NN,Internal Graining,NN,36.5,15.5,41,43.5,3.5,Polished,50,80,PTD,Y,Y,Y,,14-04-2022,61,H,VVS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,MBMGFM - FM108720-22,DEMAND,14-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-31,FACT,RO,1,0.3,G,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,62,57,4.26,4.29,,1.007,NN,NN,NN,NN,NN,,,34.5,15,40.8,43,4,Polished,,,PTD,,,,,12-03-2022,88,G,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,CL,,12-03-2022,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-35,FM,RO,1,0.3,G,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,63,55,,,2.69,,NN,NN,NN,NN,NN,Feather,NN,36.5,16.5,40.6,42.5,3.5,Polished,50,80,PTD,Y,Y,Y,,14-04-2022,50,G,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,MBMGFM - FM108720-22,DEMAND,14-04-2022,AGGREGATE,DTC-DBGAS,UNKNOWN,DIAMDEL,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,02-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-47,GIA,RO,1,0.3,J,VVS2,VG,VG,VG,NON,NN,NA,NA,NA,62.2,59,4.23,4.25,2.64,1.005,NN,NN,NN,NN,WT1,"Needle, Feather, Pinpoint",NA,37,15.5,40,41.5,5,Faceted,50,75,PTD,Y,Y,Y,DD,15-04-2022,52,J,VVS2,NN,N1,NN,NN,NN,NN,NN,EX1,N,N,Y,N,GIA,NON-DEMND,15-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,03-06-2022,Sun Rays,Sun Rays,30
-36,GIA,RO,1,0.3,E,VVS2,EX,EX,EX,NON,NN,NA,NA,NA,62.7,56,4.24,4.28,2.67,1.009,NN,NN,NN,NN,NN,"Needle, Pinpoint, Feather",-,36,16,40.6,42.5,3.5,Faceted,50,80,PTD,Y,Y,N,DD,10-05-2022,29,E,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,MBMGFM - FM109351-22,DEMAND,10-05-2022,CANADA,ARCTIC CANADIAN,EKATI,ARCTIC,CANADA,EKATI,07-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-28,FACT,RO,1,0.3,H,VVS2,EX,EX,EX,NON,NN,NA,NN,NN,61.9,56,4.31,4.33,2.67,1.005,NN,NN,NN,NN,NN,,,34.5,15,40.8,43,4,Polished,,,PTD,Y,Y,Y,DD,24-03-2022,76,H,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,CL,DEMAND,24-03-2022,BOTSWANA,LUCARA DIAMOND CO.,KAROWE,LUCARA DIAMOND CO.,BOTSWANA,KAROWE,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-38,FM,RO,1,0.3,F,VS2,EX,EX,EX,NON,NN,NA,NN,NN,61.8,59,4.27,4.3,2.65,1.007,NN,NN,NN,NN,NN,"Crystal, Feather",-,35.5,15,40.8,43,3.5,Polished,50,75,PTD,Y,Y,N,DD,04-05-2022,41,F,VS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,MBMGFM - FM109351-22,DEMAND,04-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,10-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-37,FM,RO,1,0.3,H,VVS1,EX,EX,EX,NON,NN,NA,NN,NN,60.6,58,4.35,4.37,2.64,1.005,NN,NN,NN,NN,NN,"Feather, Surface Graining",-,33,14,40.8,43,4,Polished,50,75,PTD,Y,Y,N,DD,04-05-2022,30,H,VVS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,MBMGFM - FM109351-22,DEMAND,04-05-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,02-06-2022,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30
-47,GIA,RO,1,0.3,F,SI1,EX,EX,VG,NON,NN,NA,NA,NA,59.7,61,4.32,4.34,2.59,1.005,NN,NN,BT2,NN,NN,"Crystal, Feather",NA,34,13,40.8,43,3.5,Faceted,55,80,PTD,N,N,N,DD,05-04-2022,65,F,SI1,NN,NN,NN,NN,NN,NN,NN,EX1,,,,,GIA,NON-DEMND,05-04-2022,CANADA,RIO-TINTO,DIAVIK,RIO-TINTO,CANADA,DIAVIK,08-06-2022,Chinastar Trade (Hong Kong) Limited,Chinastar Trade (Hong Kong) Limited,0
-63,GIA,RO,1,0.3,E,SI2,EX,EX,VG,NON,NN,SI2,NN,NN,62.3,57,4.28,4.29,2.67,1.002,NN,M1,NN,NN,WC2,Cloud,,32.5,13.5,41.6,44,4.5,Polished,55,80,PTD,N,N,N,DD,15-04-2022,55,E,SI2,OP1,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,GIA,NON-DEMAND,15-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-30,FACT,RO,1,0.3,E,VVS1,EX,EX,EX,NON,NN,NN,NN,NN,61.2,58,4.29,4.32,,1.007,NN,NN,NN,NN,NN,,,34,14,40.8,43,4,Polished,,,PTD,,,,,29-03-2022,71,E,VVS1,NN,NN,NN,NN,NN,NN,NN,NN,,,Y,,CL,,29-03-2022,,,,,RUSSIAN FEDERATION,NURBA,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-29,FACT,RO,1,0.3,G,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,61.9,56,4.3,4.34,,1.009,NN,NN,NN,NN,NN,,,34.5,15.5,40.8,43,3.5,Polished,,,PTD,,,,,29-03-2022,71,G,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,N,,CL,,29-03-2022,,,,,UNKNOWN,UNKNOWN,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-49,GIA,RO,1,0.3,G,SI2,VG,VG,VG,FNT,NN,NA,NA,NA,63.2,54,4.21,4.25,2.67,1.01,NN,NN,NN,NN,WT2,"Cloud, Crystal",NN,36,17,40,42,4.5,Faceted,50,75,PTD,N,N,N,DD,23-04-2022,44,G,SI2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,GIA,NON-DEMND,23-04-2022,ANGOLA,KOIN,CALENDULA,KOIN,ANGOLA,CALENDULA,03-06-2022,Sun Rays,Sun Rays,30
-35.19,IIDGR,RO,1,0.3,F,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,62.5,56.3,4.23,4.26,2.65,1.007,NN,NN,NN,NN,NN,NN,NN,35.3,16.3,40.8,42.7,3.5,Polished,,,,N,N,N,,16-04-2022,54,F,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,H&A12,DEMAND,16-04-2022,CANADA,ARCTIC CANADIAN,EKATI,ARCTIC CANADIAN,CANADA,EKATI,08-06-2022,Diarough N. V.,Diarough Sourcing S. A.,90
-60,GIA,RO,1,0.3,E,SI1,EX,EX,VG,NON,NN,NA,NA,NA,62.2,57,4.29,4.31,2.68,1.005,NN,M1,NN,NN,WC2,Cloud,-,35.5,15.5,40.8,43,3.5,Faceted,50,80,PTD,N,N,N,DD,20-04-2022,50,E,SI1,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,Y,N,GIA,NON-DEMND,20-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
-30,FACT,RO,1,0.3,F,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,61.4,58,4.31,4.34,2.65,1.007,NN,NN,NN,NN,NN,NN,NN,34.5,14.5,40.8,43,4,Polished,50,75,PTD,Y,Y,Y,,14-04-2022,55,F,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,CL,DEMAND,14-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-30,FACT,RO,1,0.3,E,VVS2,EX,EX,EX,NON,NN,NN,NN,NN,61.8,56,4.29,4.31,2.65,1.005,NN,NN,NN,NN,NN,NN,NN,34.5,15,40.8,43,3.5,Polished,50,75,PTD,Y,Y,Y,,14-04-2022,55,E,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,Y,N,CL,DEMAND,14-04-2022,RUSSIAN FEDERATION,ALROSA,ALROSA,ALROSA,RUSSIAN FEDERATION,ALROSA,06-06-2022,Caratlane Trading Pvt. Ltd.,Caratlane Trading Pvt. Ltd.,7
-56,GIA,RO,1,0.3,E,SI1,EX,EX,EX,NON,NN,NA,NA,NA,62.4,55,4.3,4.32,2.69,1.005,NN,M1,NN,NN,WT2,"Cloud, Feather",-,35,15.5,40.8,43,4,Faceted,50,80,PTD,N,N,N,DD,20-04-2022,50,E,SI1,NN,NN,NN,NN,NN,NN,NN,EX1,N,N,Y,N,GIA,NON-DEMND,20-04-2022,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,08-06-2022,Sheel Gems,Sheel Gems,75
