Status 3, Ref,STOCK_ID,ONLINE,OMS,STATUS,BOX,CERT_NO,CERT,SHAPE,PCS,WEIGHT,COLOR,CLARITY,RAP,RAP_VALUE,C_DISC,C_PRICE,C_VALUE,DISC,PRICE,VALUE,CUT,POL,SY,FLUO,FLUO_COLOR,FANCY_COLOR,FANCY_INTENSITY,FANCY_OVERTONE,TD,TABL,MIN_DIAM,MAX_DIAM,HEIGHT,RATIO,COL_SHADE,MILKY,TABLE_BLACK,SIDE_BLACK,WHT_INC,KEY_TO_SYMBOL,CERT_COMMENTS,CR_ANGLE,CR_HEIGHT,PV_ANGLE,PV_DEPTH,GIRDLE_PERCENTAGE,GIRDLE_FROM,GIRDLE_TO,GIRDLE_CONDITION,STAR_LENGTH,LOWER_HALF,CULET,INSCRIPTION,EYE_CLEAN,TABLE_CLEAN,HA,CERT_TYPE,CERT_DATE,REF_DAYS,INTERNAL_COLOR,INTERNAL_CLARITY,OPEN,NATURAL,INTENDED_NATURAL,CAVITY,CHIP,EXTRA_FACET,GRAINING,CUT_COMMENTS,AM,PCR,LT,FMTS,C1T,REMARKS,OMS_REMARK,SALES_REMARK,DEMAND_STATUS,ASSORT_DATE,FACTORY_LOT_NO,MUM_SUBLOT_NO,KP_CERT_NO,AUDITABILITY_LEVEL,COUNTRY_OF_ORIGIN_MINE_ORIGIN,MINING_CO_NAME,MINING_CO_DESCRIPTION,SOURCE_CO,SOURCE_COUNTRY,SOURCE_MINE,EXTRA1,EXTRA2,EXTRA3,EXTRA4,EXTRA5,BILL_NO,BILL_DATE,CONTROL_NO, Inv_Date, Inv_Party, Inv_By , Inv_Term,Inv_Dis,Inv_Pr,Inv_Val, Cbd, Cbr, Cbv, Tab_Inc,Status2,SIZE GR,PU GR,CO GR,CUT2,PO 2 ,SY 2,CUT FL,tentative rap,PRL Size,PRL Make,Code1,Code2,PRL DISC,Diff%,Days range,SZ 2,Cod Value,Cod pr,COD RAP,CO GR 2,MONTH,CL FOR ROUGH,mv,mv con,Doss 1ct,FANCY_OVERTONE,TD,TABL,MIN_DIAM,MAX_DIAM,HEIGHT,RATIO,COL_SHADE,MILKY,TABLE_BLACK,SIDE_BLACK,WHT_INC,KEY_TO_SYMBOL,CERT_COMMENTS,CR_ANGLE,CR_HEIGHT,PV_ANGLE,PV_DEPTH,GIRDLE_PERCENTAGE,GIRDLE_FROM,GIRDLE_TO,GIRDLE_CONDITION,STAR_LENGTH,LOWER_HALF,CULET,INSCRIPTION,EYE_CLEAN,TABLE_CLEAN,HA,CERT_TYPE,CERT_DATE,REF_DAYS,INTERNAL_COLOR,INTERNAL_CLARITY,OPEN,NATURAL,INTENDED_NATURAL,CAVITY,CHIP,EXTRA_FACET,GRAINING,CUT_COMMENTS,AM,PCR,LT,FMTS,C1T,REMARKS,OMS_REMARK,SALES_REMARK,DEMAND_STATUS,ASSORT_DATE,FACTORY_LOT_NO,MUM_SUBLOT_NO,KP_CERT_NO,AUDITABILITY_LEVEL,COUNTRY_OF_ORIGIN_MINE_ORIGIN,MINING_CO_NAME,MINING_CO_DESCRIPTION,SOURCE_CO,SOURCE_COUNTRY,SOURCE_MINE,EXTRA1,EXTRA2,EXTRA3,EXTRA4,EXTRA5,BILL_NO,BILL_DATE,CONTROL_NO, Inv_Date, Inv_Party, Inv_By , Inv_Term,Inv_Dis,Inv_Pr,Inv_Val, Cbd, Cbr, Cbv, Tab_Inc,Status2,SIZE GR,PU GR,CO GR,CUT2,PO 2 ,SY 2,CUT FL,tentative rap,PRL Size,PRL Make,Code1,Code2,PRL DISC,Diff%,Days range,SZ 2,Cod Value,Cod pr,COD RAP,CO GR 2,MONTH,CL FOR ROUGH,mv,mv con,Doss 1ct
Demand Sale,71,PDO1071079,,,A,Z_SOLD_2022,AE 124879,FACT,RO,1,0.5,H,SI1,3200,1600,-35,2080,1040,,,,VG,VG,VG,NON,NN,NN,NN,NN,61.9,57,5.02,5.08,,1.012,NN,NN,NN,NN,NN,,,35,15,40.4,42.5,4.5,,,Polished,,,PTD,,,,,,44649,71,H,SI1,NN,NN,NN,NN,NN,NN,NN,NN,,,,N,,TQVG1,,,,44649,KM334TQ21,,,,,,,,SOUTH AFRICA,KIMBERLEY,,,,,,,,,44719,Titan Company Limited,Titan Company Limited,30,1065.08,2130.16,-33.4325,1054.68,2109.36,-34.0825,,Demand Sale,0.50-0.59,SI1-SI2,G-I,VG,VG,VG,VGVGVGNON,,0.50-0.59,,0.50-0.59ROSI1,NONH,CHK,#VALUE!,<90,0.50-0.69,1040,2109.36,-35,#N/A,JUNE'22,#N/A,old stock,Demand Sale,Doss,NN,64.2,58,4.94,4.98,,1.008,NN,NN,NN,NN,NN,,,36.5,15.5,42.2,43.5,5,,,Polished,,,PTD,,,,,,44649,71,G,SI1,NN,NN,NN,NN,NN,NN,NN,NN,,,,Y,,TQVG0,,,,44649,KM30FMDBCOOTQ22,,,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,,,,,,,,44719,Titan Company Limited,Titan Company Limited,30,1065.08,2130.16,-37.34823529,1054.68,2109.36,-37.96,,2109.36,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17VG,#N/A,CHK,#VALUE!,<90,<0.29,<90,2109.36,CHK,#N/A,JUNE'22,#N/A, ,2109.36,Doss
Demand Sale,71,PDO1071082,,,A,Z_SOLD_2022,BW022641,FACT,RO,1,0.5,G,SI1,3400,1700,-35,2210,1105,,,,VG,VG,VG,NON,NN,NN,NN,NN,64.2,58,4.94,4.98,,1.008,NN,NN,NN,NN,NN,,,36.5,15.5,42.2,43.5,5,,,Polished,,,PTD,,,,,,44649,71,G,SI1,NN,NN,NN,NN,NN,NN,NN,NN,,,,Y,,TQVG0,,,,44649,KM30FMDBCOOTQ22,,,,,,,,BOTSWANA;SOUTH AFRICA;CANADA;NAMIBIA,AGGREGATE,,,,,,,,,44719,Titan Company Limited,Titan Company Limited,30,1065.08,2130.16,-37.34823529,1054.68,2109.36,-37.96,,Demand Sale,0.50-0.59,SI1-SI2,G-I,VG,VG,VG,VGVGVGNON,,0.50-0.59,,0.50-0.59ROSI1,NONG,CHK,#VALUE!,<90,0.50-0.69,1105,2109.36,-35,#N/A,JUNE'22,#N/A,old stock,Demand Sale,Doss,NN,64.2,56,4.96,5.01,3.2,1.01,NN,NN,NN,BC1+,WC1,"Feather, Cloud",-,36,16,40.8,43,5,THN,THK,Polished,50,80,PTD,GIA 2424988276,Y,Y,N,DD,44671,49,H,SI1,OC1,N2,NN,NN,NN,NN,NN,EX1,N,N,N,N,N,GIA,,,NON-DEMND,44671,KM334TQ21,H211295CLDEFK,AE 124879,DECLARATIVE LEVEL,SOUTH AFRICA,UNKNOWN,UNKNOWN,EKAPA,SOUTH AFRICA,KIMBERLEY,,,,,,1.01E+11,44662,1.01E+11,44719,Titan Company Limited,Titan Company Limited,30,1002.42,2004.84,-37.34875,992.63,1985.26,-37.960625,,2109.36,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17VG,#N/A,CHK,#VALUE!,<60,<0.29,<90,1985.26,CHK,#N/A,JUNE'22,#N/A, ,2109.36,Doss
Demand Sale,49,PDO1091876,,,A,Z_SOLD_2022,2424988276,GIA,RO,1,0.5,H,SI1,3200,1600,-43,1824,912,-33,2144,1072,VG,VG,VG,NON,NN,NA,NN,NN,64.2,56,4.96,5.01,3.2,1.01,NN,NN,NN,BC1+,WC1,"Feather, Cloud",-,36,16,40.8,43,5,THN,THK,Polished,50,80,PTD,GIA 2424988276,Y,Y,N,DD,44671,49,H,SI1,OC1,N2,NN,NN,NN,NN,NN,EX1,N,N,N,N,N,GIA,,,NON-DEMND,44671,KM334TQ21,H211295CLDEFK,AE 124879,DECLARATIVE LEVEL,SOUTH AFRICA,UNKNOWN,UNKNOWN,EKAPA,SOUTH AFRICA,KIMBERLEY,,,,,,1.01E+11,44662,1.01E+11,44719,Titan Company Limited,Titan Company Limited,30,1002.42,2004.84,-37.34875,992.63,1985.26,-37.960625,,Demand Sale,0.50-0.59,SI1-SI2,G-I,VG,VG,VG,VGVGVGNON,,0.50-0.59,,0.50-0.59ROSI1,NONH,CHK,#VALUE!,<60,0.50-0.69,912,1985.26,-43,#N/A,JUNE'22,#N/A,new stock,Demand Sale,Doss,NA,61.1,63,5.04,5.08,3.09,1.008,NN,M1,NN,NN,WT3,Cloud,-,33.5,12,41.2,43.5,5.5,MED,THK,Faceted,50,80,PTD,GIA 6421988624,N,N,N,DD,44671,50,H,SI2,NN,N1,NN,NN,NN,NN,NN,EX1,N,N,N,Y,N,GIA,,,NON-DEMND,44671,KM30FMDBCOOTQ22,A221/85D2K,BW022641,DOC & SYSTEM FLOW LEVEL,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,,,,,1.01E+11,44662,1.01E+11,44720,Sheel Gems,Sheel Gems,75,604.39,1208.78,-55.23037037,589.85,1179.7,-56.30740741,,1985.26,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17VG,#N/A,CHK,#VALUE!,<60,<0.29,<60,1179.7,CHK,#N/A,JUNE'22,#N/A, ,1985.26,Doss
Sale,50,PDO1091972,Y,,A,Z_SOLD_2022,6421988624,GIA,RO,1,0.5,H,SI2,2700,1350,-56,1188,594,-46,1458,729,VG,EX,VG,NON,NN,NA,NA,NA,61.1,63,5.04,5.08,3.09,1.008,NN,M1,NN,NN,WT3,Cloud,-,33.5,12,41.2,43.5,5.5,MED,THK,Faceted,50,80,PTD,GIA 6421988624,N,N,N,DD,44671,50,H,SI2,NN,N1,NN,NN,NN,NN,NN,EX1,N,N,N,Y,N,GIA,,,NON-DEMND,44671,KM30FMDBCOOTQ22,A221/85D2K,BW022641,DOC & SYSTEM FLOW LEVEL,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,,,,,1.01E+11,44662,1.01E+11,44720,Sheel Gems,Sheel Gems,75,604.39,1208.78,-55.23037037,589.85,1179.7,-56.30740741,,Sale,0.50-0.59,SI1-SI2,G-I,VG,X,VG,VGXVGNON,,0.50-0.59,,0.50-0.59ROSI2,NONH,CHK,#VALUE!,<60,0.50-0.69,594,1179.7,-56,#N/A,JUNE'22,#N/A,new stock,Sale,Doss,NN,61.7,60,5.06,5.11,3.14,1.01,NN,NN,NN,NN,NN,"Cloud, Pinpoint",-,35.5,14.5,41,43.5,4,MED,STK,Polished,50,80,PTD,GIA 7426987016 - FM27736123,Y,Y,N,DD,44679,47,G,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,Y,N,MBMGFM - 109240-22,,,DEMAND,44679,KM30FMDBCOOTQ22,A221/85D2K,BW022641,DOC & SYSTEM FLOW LEVEL,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,,,,,1.01E+11,44662,GIA101154918004 - FM30002501743,44722,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,1521.29,3042.58,-29.24232558,1506.43,3012.86,-29.93348837,,1179.7,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17VG,#N/A,CHK,#VALUE!,<60,<0.29,<60,3012.86,CHK,#N/A,JUNE'22,#N/A, ,1179.7,Doss
Demand Sale,47,PDO1091994,,,A,Z_SOLD_2022,7426987016,FM,RO,1,0.5,G,VVS2,4300,2150,-35,2795,1397.5,-67.5,1397.5,698.75,EX,EX,VG,NON,NN,NA,NN,NN,61.7,60,5.06,5.11,3.14,1.01,NN,NN,NN,NN,NN,"Cloud, Pinpoint",-,35.5,14.5,41,43.5,4,MED,STK,Polished,50,80,PTD,GIA 7426987016 - FM27736123,Y,Y,N,DD,44679,47,G,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,Y,N,MBMGFM - 109240-22,,,DEMAND,44679,KM30FMDBCOOTQ22,A221/85D2K,BW022641,DOC & SYSTEM FLOW LEVEL,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,,,,,1.01E+11,44662,GIA101154918004 - FM30002501743,44722,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,1521.29,3042.58,-29.24232558,1506.43,3012.86,-29.93348837,,Demand Sale,0.50-0.59,IF-VVS2,G-I,X,X,VG,XXVGNON,,0.50-0.59,,0.50-0.59ROVVS2,NONG,CHK,#VALUE!,<60,0.50-0.69,1397.5,3012.86,-35,#N/A,JUNE'22,#N/A,new stock,Demand Sale,Doss,NA,64.8,59,4.93,4.95,3.2,1.004,NN,NN,NN,NN,WT2,Feather,-,37,15.5,41.2,43.5,5.5,MED,THK,Faceted,50,75,PTD,GIA 7428986636,Y,Y,N,DD,44671,47,G,SI1,OC1,N2,NN,NN,NN,NN,NN,EX1,N,N,N,N,N,GIA,,,NON-DEMND,44671,KM3622,A22X1/95BLKZDEFK,No KP Local Purchase,NOT AUDITABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,1.01E+11,44662,1.01E+11,44715,Sun Rays,Sun Rays,30,985.93,1971.86,-42.00411765,976.3,1952.6,-42.57058824,,3012.86,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17VG,#N/A,CHK,#VALUE!,<60,<0.29,<60,1952.6,CHK,#N/A,JUNE'22,#N/A, ,3012.86,Doss
Sale,47,PDO1092034,Y,,A,Z_SOLD_2022,7428986636,GIA,RO,1,0.5,G,SI1,3400,1700,-45,1870,935,-35,2210,1105,VG,EX,VG,NON,NN,NA,NA,NA,64.8,59,4.93,4.95,3.2,1.004,NN,NN,NN,NN,WT2,Feather,-,37,15.5,41.2,43.5,5.5,MED,THK,Faceted,50,75,PTD,GIA 7428986636,Y,Y,N,DD,44671,47,G,SI1,OC1,N2,NN,NN,NN,NN,NN,EX1,N,N,N,N,N,GIA,,,NON-DEMND,44671,KM3622,A22X1/95BLKZDEFK,No KP Local Purchase,NOT AUDITABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,1.01E+11,44662,1.01E+11,44715,Sun Rays,Sun Rays,30,985.93,1971.86,-42.00411765,976.3,1952.6,-42.57058824,,Sale,0.50-0.59,SI1-SI2,G-I,VG,X,VG,VGXVGNON,,0.50-0.59,,0.50-0.59ROSI1,NONG,CHK,#VALUE!,<60,0.50-0.69,935,1952.6,-45,#N/A,JUNE'22,#N/A,new stock,Sale,Doss,NA,64.3,57,4.94,4.98,3.19,1.008,NN,NN,BT1,NN,WT2,"Cloud, Crystal, Feather",-,36,15.5,41,43,5.5,THN,THK,Faceted,50,80,PTD,GIA 1433007863,N,N,N,DD,44671,47,F,SI1,OC1,N1,NN,NN,NN,NN,NN,EX1,N,N,N,N,N,GIA,,,NON-DEMND,44671,KM1TQ22,A221292GEMMBDK,AE 123465,DECLARATIVE LEVEL,ANGOLA,UNKNOWN,UNKNOWN,UNKNOWN,ANGOLA,,,,,,,1.01E+11,44662,1.01E+11,44715,Sun Rays,Sun Rays,30,997.43,1994.86,-43.004,987.69,1975.38,-43.56057143,,1952.6,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17VG,#N/A,CHK,#VALUE!,<60,<0.29,<60,1975.38,CHK,#N/A,JUNE'22,#N/A, ,1952.6,Doss
Sale,47,PDO1092230,Y,,A,Z_SOLD_2022,1433007863,GIA,RO,1,0.5,F,SI1,3500,1750,-48,1820,910,-38,2170,1085,VG,EX,VG,NON,NN,NA,NA,NA,64.3,57,4.94,4.98,3.19,1.008,NN,NN,BT1,NN,WT2,"Cloud, Crystal, Feather",-,36,15.5,41,43,5.5,THN,THK,Faceted,50,80,PTD,GIA 1433007863,N,N,N,DD,44671,47,F,SI1,OC1,N1,NN,NN,NN,NN,NN,EX1,N,N,N,N,N,GIA,,,NON-DEMND,44671,KM1TQ22,A221292GEMMBDK,AE 123465,DECLARATIVE LEVEL,ANGOLA,UNKNOWN,UNKNOWN,UNKNOWN,ANGOLA,,,,,,,1.01E+11,44662,1.01E+11,44715,Sun Rays,Sun Rays,30,997.43,1994.86,-43.004,987.69,1975.38,-43.56057143,,Sale,0.50-0.59,SI1-SI2,D-F,VG,X,VG,VGXVGNON,,0.50-0.59,,0.50-0.59ROSI1,NONF,CHK,#VALUE!,<60,0.50-0.69,910,1975.38,-48,#N/A,JUNE'22,#N/A,new stock,Sale,Doss,NA,63.8,56,4.99,5.06,3.21,1.014,NN,M1,NN,NN,WT2,"Cloud, Feather",-,36.5,16.5,41,43.5,3.5,MED,STK,Faceted,45,80,PTD,GIA 6432005538,N,N,N,DD,44671,44,F,SI1,NN,NN,INP,CTP,NN,NN,NN,EX1,N,N,N,Y,N,GIA,,,NON-DEMND,44671,KM30FMDBCOOTQ22,A221/85D2K,BW022641,DOC & SYSTEM FLOW LEVEL,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,,,,,1.01E+11,44662,1.01E+11,44713,Nivoda LLP,Nivoda LLP,7,787.5,1575,-55,785.69,1571.38,-55.10342857,,1975.38,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17VG,#N/A,CHK,#VALUE!,<60,<0.29,<60,1571.38,CHK,#N/A,JUNE'22,#N/A, ,1975.38,Doss
Sale,44,PDO1092253,Y,,A,Z_SOLD_2022,6432005538,GIA,RO,1,0.5,F,SI1,3500,1750,-63,1295,647.5,-53,1645,822.5,EX,EX,VG,MED,NN,NA,NA,NA,63.8,56,4.99,5.06,3.21,1.014,NN,M1,NN,NN,WT2,"Cloud, Feather",-,36.5,16.5,41,43.5,3.5,MED,STK,Faceted,45,80,PTD,GIA 6432005538,N,N,N,DD,44671,44,F,SI1,NN,NN,INP,CTP,NN,NN,NN,EX1,N,N,N,Y,N,GIA,,,NON-DEMND,44671,KM30FMDBCOOTQ22,A221/85D2K,BW022641,DOC & SYSTEM FLOW LEVEL,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,,,,,1.01E+11,44662,1.01E+11,44713,Nivoda LLP,Nivoda LLP,7,787.5,1575,-55,785.69,1571.38,-55.10342857,,Sale,0.50-0.59,SI1-SI2,D-F,X,X,VG,XXVGMED,,0.50-0.59,,0.50-0.59ROSI1,MEDF,CHK,#VALUE!,<60,0.50-0.69,647.5,1571.38,-63,#N/A,JUNE'22,#N/A,new stock,Sale,Doss,NA,62.7,56,5.06,5.08,3.18,1.004,NN,M1,NN,NN,WT1,"Cloud, Crystal, Feather",-,36,16,41,43.5,3.5,MED,STK,Faceted,50,80,PTD,GIA 7436006094,N,N,N,DD,44671,50,H,VS2,OP1,NN,NN,NN,NN,NN,NN,EX1,N,N,N,Y,N,GIA,,,NON-DEMND,44671,KM30FMDBCOOTQ22,A221/85D2K,BW022641,DOC & SYSTEM FLOW LEVEL,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,,,,,1.01E+11,44662,1.01E+11,44720,Sheel Gems,Sheel Gems,75,1013.8,2027.6,-45.2,989.4,1978.8,-46.51891892,,1571.38,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17VG,#N/A,CHK,#VALUE!,<60,<0.29,<60,1978.8,CHK,#N/A,JUNE'22,#N/A, ,1571.38,Doss
Sale,50,PDO1092260,Y,,A,Z_SOLD_2022,7436006094,GIA,RO,1,0.5,H,VS2,3700,1850,-46,1998,999,-36,2368,1184,EX,EX,EX,FNT,NN,NA,NA,NA,62.7,56,5.06,5.08,3.18,1.004,NN,M1,NN,NN,WT1,"Cloud, Crystal, Feather",-,36,16,41,43.5,3.5,MED,STK,Faceted,50,80,PTD,GIA 7436006094,N,N,N,DD,44671,50,H,VS2,OP1,NN,NN,NN,NN,NN,NN,EX1,N,N,N,Y,N,GIA,,,NON-DEMND,44671,KM30FMDBCOOTQ22,A221/85D2K,BW022641,DOC & SYSTEM FLOW LEVEL,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,,,,,1.01E+11,44662,1.01E+11,44720,Sheel Gems,Sheel Gems,75,1013.8,2027.6,-45.2,989.4,1978.8,-46.51891892,,Sale,0.50-0.59,VS1-VS2,G-I,X,X,X,XXXFNT,,0.50-0.59,,0.50-0.59ROVS2,FNTH,CHK,#VALUE!,<60,0.50-0.69,999,1978.8,-46,#N/A,JUNE'22,#N/A,new stock,Sale,Doss,NA,63.5,57,4.93,4.98,3.15,1.01,NN,NN,NN,NN,WC1,"Crystal, Feather",-,37,16.5,40,41.5,5.5,STK,THK,Faceted,45,80,VSM,GIA 6431005666,Y,Y,N,DD,44671,47,G,SI1,OC1,N1,NN,NN,NN,NN,NN,EX1,N,N,N,Y,N,GIA,,,NON-DEMND,44671,KM31FMDBCOOTQ22,A221/85E2K,BW022641,DOC & SYSTEM FLOW LEVEL,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,,,,,1.01E+11,44662,1.01E+11,44715,Sun Rays,Sun Rays,30,985.93,1971.86,-42.00411765,976.3,1952.6,-42.57058824,,1978.8,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<60,<0.29,<60,1952.6,CHK,#N/A,JUNE'22,#N/A, ,1978.8,Doss
Sale,47,PDO1092266,Y,,A,Z_SOLD_2022,6431005666,GIA,RO,1,0.5,G,SI1,3400,1700,-44,1904,952,-34,2244,1122,VG,EX,VG,NON,NN,NA,NA,NA,63.5,57,4.93,4.98,3.15,1.01,NN,NN,NN,NN,WC1,"Crystal, Feather",-,37,16.5,40,41.5,5.5,STK,THK,Faceted,45,80,VSM,GIA 6431005666,Y,Y,N,DD,44671,47,G,SI1,OC1,N1,NN,NN,NN,NN,NN,EX1,N,N,N,Y,N,GIA,,,NON-DEMND,44671,KM31FMDBCOOTQ22,A221/85E2K,BW022641,DOC & SYSTEM FLOW LEVEL,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,,,,,1.01E+11,44662,1.01E+11,44715,Sun Rays,Sun Rays,30,985.93,1971.86,-42.00411765,976.3,1952.6,-42.57058824,,Sale,0.50-0.59,SI1-SI2,G-I,VG,X,VG,VGXVGNON,,0.50-0.59,,0.50-0.59ROSI1,NONG,CHK,#VALUE!,<60,0.50-0.69,952,1952.6,-44,#N/A,JUNE'22,#N/A,new stock,Sale,Doss,NA,63.3,56,5.02,5.06,3.19,1.008,NN,NN,NN,BC1,NN,"Crystal, Feather",-,36.5,16.5,41,43.5,3.5,MED,STK,Faceted,50,80,PTD,GIA 7436006101,Y,Y,N,DD,44671,55,D,SI1,NN,N1,NN,NN,NN,NN,NN,EX1,N,N,N,N,N,GIA,,,NON-DEMND,44671,KM1TQ22,A221292GEMMBDK,AE 123465,DECLARATIVE LEVEL,ANGOLA,UNKNOWN,UNKNOWN,UNKNOWN,ANGOLA,,,,,,,1.01E+11,44662,1.01E+11,44725,Superior Diamonds Pty. Ltd.,Superior Diamonds Pty. Ltd.,ZZZZ,1330,2660,-30,1330,2660,-30,,1952.6,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17VG,#N/A,CHK,#VALUE!,<60,<0.29,<60,2660,CHK,#N/A,JUNE'22,#N/A, ,1952.6,Doss
Sale,55,PDO1092325,Y,,A,Z_SOLD_2022,7436006101,GIA,RO,1,0.5,D,SI1,3800,1900,-32,2584,1292,-22,2964,1482,EX,EX,EX,NON,NN,NA,NA,NA,63.3,56,5.02,5.06,3.19,1.008,NN,NN,NN,BC1,NN,"Crystal, Feather",-,36.5,16.5,41,43.5,3.5,MED,STK,Faceted,50,80,PTD,GIA 7436006101,Y,Y,N,DD,44671,55,D,SI1,NN,N1,NN,NN,NN,NN,NN,EX1,N,N,N,N,N,GIA,,,NON-DEMND,44671,KM1TQ22,A221292GEMMBDK,AE 123465,DECLARATIVE LEVEL,ANGOLA,UNKNOWN,UNKNOWN,UNKNOWN,ANGOLA,,,,,,,1.01E+11,44662,1.01E+11,44725,Superior Diamonds Pty. Ltd.,Superior Diamonds Pty. Ltd.,ZZZZ,1330,2660,-30,1330,2660,-30,,Sale,0.50-0.59,SI1-SI2,D-F,X,X,X,XXXNON,,0.50-0.59,,0.50-0.59ROSI1,NOND,CHK,#VALUE!,<60,0.50-0.69,1292,2660,-32,#N/A,JUNE'22,#N/A,new stock,Sale,Doss,NN,63.1,57,5.05,5.08,3.2,1.006,NN,NN,NN,NN,NN,"Feather, Cloud, Pinpoint",-,36,15.5,41.4,44,3.5,MED,STK,Polished,50,80,PTD,GIA 6435037179  -FM39823902,Y,Y,N,DD,44685,41,G,VS1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,Y,N,MBMGFM - FM109351-22,,,DEMAND,44685,KM16FMDBCOOTQ22,A221/87DK,BW022641,DOC & SYSTEM FLOW LEVEL,AGGREGATE,DTC-DBGSS,UNKNOWN,DTC,"BOTSWANA,SOUTH AFRICA,CANADA,NAMIBIA",AGGREGATE,,,,,,1.01E+11,44665,GIA101154918301 - FM30002501807,44722,MBMG Diamonds Pvt. Ltd.,MBMG Diamonds Pvt. Ltd.,30,1569.63,3139.26,-25.25571429,1554.3,3108.6,-25.98571429,,2660,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<60,<0.29,<60,3108.6,CHK,#N/A,JUNE'22,#N/A, ,2660,Doss
