Status 3, Ref,STOCK_ID,ONLINE,OMS,STATUS,BOX,CERT_NO,CERT,SHAPE,PCS,WEIGHT,COLOR,CLARITY,RAP,RAP_VALUE,C_DISC,C_PRICE,C_VALUE,DISC,PRICE,VALUE,CUT,POL,SY,FLUO,FLUO_COLOR,FANCY_COLOR,FANCY_INTENSITY,FANCY_OVERTONE,TD,TABL,MIN_DIAM,MAX_DIAM,HEIGHT,RATIO,COL_SHADE,MILKY,TABLE_BLACK,SIDE_BLACK,WHT_INC,KEY_TO_SYMBOL,CERT_COMMENTS,CR_ANGLE,CR_HEIGHT,PV_ANGLE,PV_DEPTH,GIRDLE_PERCENTAGE,GIRDLE_FROM,GIRDLE_TO,GIRDLE_CONDITION,STAR_LENGTH,LOWER_HALF,CULET,INSCRIPTION,EYE_CLEAN,TABLE_CLEAN,HA,CERT_TYPE,CERT_DATE,REF_DAYS,INTERNAL_COLOR,INTERNAL_CLARITY,OPEN,NATURAL,INTENDED_NATURAL,CAVITY,CHIP,EXTRA_FACET,GRAINING,CUT_COMMENTS,AM,PCR,LT,FMTS,C1T,REMARKS,OMS_REMARK,SALES_REMARK,DEMAND_STATUS,ASSORT_DATE,FACTORY_LOT_NO,MUM_SUBLOT_NO,KP_CERT_NO,AUDITABILITY_LEVEL,COUNTRY_OF_ORIGIN_MINE_ORIGIN,MINING_CO_NAME,MINING_CO_DESCRIPTION,SOURCE_CO,SOURCE_COUNTRY,SOURCE_MINE,EXTRA1,EXTRA2,EXTRA3,EXTRA4,EXTRA5,BILL_NO,BILL_DATE,CONTROL_NO, Inv_Date, Inv_Party, Inv_By , Inv_Term,Inv_Dis,Inv_Pr,Inv_Val, Cbd, Cbr, Cbv, Tab_Inc,Status2,SIZE GR,PU GR,CO GR,CUT2,PO 2 ,SY 2,CUT FL,tentative rap,PRL Size,PRL Make,Code1,Code2,PRL DISC,Diff%,Days range,SZ 2,Cod Value,Cod pr,COD RAP,CO GR 2,MONTH,CL FOR ROUGH,mv,mv con,Doss 1ct,FANCY_OVERTONE,TD,TABL,MIN_DIAM,MAX_DIAM,HEIGHT,RATIO,COL_SHADE,MILKY,TABLE_BLACK,SIDE_BLACK,WHT_INC,KEY_TO_SYMBOL,CERT_COMMENTS,CR_ANGLE,CR_HEIGHT,PV_ANGLE,PV_DEPTH,GIRDLE_PERCENTAGE,GIRDLE_FROM,GIRDLE_TO,GIRDLE_CONDITION,STAR_LENGTH,LOWER_HALF,CULET,INSCRIPTION,EYE_CLEAN,TABLE_CLEAN,HA,CERT_TYPE,CERT_DATE,REF_DAYS,INTERNAL_COLOR,INTERNAL_CLARITY,OPEN,NATURAL,INTENDED_NATURAL,CAVITY,CHIP,EXTRA_FACET,GRAINING,CUT_COMMENTS,AM,PCR,LT,FMTS,C1T,REMARKS,OMS_REMARK,SALES_REMARK,DEMAND_STATUS,ASSORT_DATE,FACTORY_LOT_NO,MUM_SUBLOT_NO,KP_CERT_NO,AUDITABILITY_LEVEL,COUNTRY_OF_ORIGIN_MINE_ORIGIN,MINING_CO_NAME,MINING_CO_DESCRIPTION,SOURCE_CO,SOURCE_COUNTRY,SOURCE_MINE,EXTRA1,EXTRA2,EXTRA3,EXTRA4,EXTRA5,BILL_NO,BILL_DATE,CONTROL_NO, Inv_Date, Inv_Party, Inv_By , Inv_Term,Inv_Dis,Inv_Pr,Inv_Val, Cbd, Cbr, Cbv, Tab_Inc,Status2,SIZE GR,PU GR,CO GR,CUT2,PO 2 ,SY 2,CUT FL,tentative rap,PRL Size,PRL Make,Code1,Code2,PRL DISC,Diff%,Days range,SZ 2,Cod Value,Cod pr,COD RAP,CO GR 2,MONTH,CL FOR ROUGH,mv,mv con,Doss 1ct
Sale,130,PDO1012978,Y,,M,Z_SOLD_2022,6411997028,GIA,RO,1,0.3,G,VVS2,2400,720,-42,1392,417.6,-32,1632,489.6,EX,EX,EX,FNT,NN,NN,NN,NN,61.9,60,4.25,4.29,2.64,1.009,NN,NN,NN,NN,NN,"Pinpoint, Cloud, Surface Graining",,35.5,14.5,41,43.5,4,MED,STK,Polished,50,75,PTD,GIA 6411997028,,,N,DD,44596,130,G,VVS2,NN,NN,NN,NN,NN,NN,NN,NN,,,,N,,GIA,,,,44596,KM249TQ21,,,,,,,,SOUTH AFRICA,UNKNOWN,,,,,,1.01E+11,44579,1.01E+11,44725,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0,483.84,1612.8,-32.8,483.84,1612.8,-32.8,,Sale,0.30-0.34,IF-VVS2,G-I,X,X,X,XXXFNT,,0.30-0.34,,0.30-0.34ROVVS2,FNTG,CHK,#VALUE!,<150,0.30-0.39,417.6,1612.8,-42,#N/A,JUNE'22,#N/A,old stock,Sale,Doss,NN,61.5,59,4.27,4.31,2.64,1.009,NN,NN,BT1+,NN,NN,"Twinning Wisp, Crystal, Cloud",,35.5,14.5,40.6,42.5,4,MED,STK,Polished,50,75,PTD,GIA 7411996460,,,N,DD,44583,143,F,VS2,OT1,NN,NN,NN,NN,NN,NN,NN,,,,N,,GIA,,,,44583,KM252TQ21,,,,,,,,SOUTH AFRICA,UNKNOWN,,,,,,1.01E+11,44580,1.01E+11,44725,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0,443.8,1479.333333,-35.68115942,443.8,1479.333333,-35.68115942,,1612.8,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<150,<0.29,<150,1479.333333,CHK,#N/A,JUNE'22,#N/A, ,1612.8,Doss
Sale,143,PDO1013002,Y,,M,Z_SOLD_2022,7411996460,GIA,RO,1,0.3,F,VS2,2300,690,-49,1173,351.9,-39,1403,420.9,EX,EX,VG,NON,NN,NN,NN,NN,61.5,59,4.27,4.31,2.64,1.009,NN,NN,BT1+,NN,NN,"Twinning Wisp, Crystal, Cloud",,35.5,14.5,40.6,42.5,4,MED,STK,Polished,50,75,PTD,GIA 7411996460,,,N,DD,44583,143,F,VS2,OT1,NN,NN,NN,NN,NN,NN,NN,,,,N,,GIA,,,,44583,KM252TQ21,,,,,,,,SOUTH AFRICA,UNKNOWN,,,,,,1.01E+11,44580,1.01E+11,44725,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0,443.8,1479.333333,-35.68115942,443.8,1479.333333,-35.68115942,,Sale,0.30-0.34,VS1-VS2,D-F,X,X,VG,XXVGNON,,0.30-0.34,,0.30-0.34ROVS2,NONF,CHK,#VALUE!,<150,0.30-0.39,351.9,1479.333333,-49,#N/A,JUNE'22,#N/A,old stock,Sale,Doss,NN,61.5,55,4.3,4.32,2.65,1.005,NN,NN,NN,BC2,NN,Crystal,,34,15,41,43,3.5,MED,STK,Polished,50,75,PTD,GIA 5413997111,,,N,DD,44583,143,G,SI1,NN,NN,NN,NN,NN,NN,NN,NN,,,,Y,,GIA,,,,44583,KM265FMTQ21,,,,,,,,RUSSIAN FEDERATION,ALROSA,,,,,,1.01E+11,44579,1.01E+11,44725,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0,385.92,1286.4,-35.68,385.92,1286.4,-35.68,,1479.333333,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17VG,#N/A,CHK,#VALUE!,<150,<0.29,<150,1286.4,CHK,#N/A,JUNE'22,#N/A, ,1479.333333,Doss
Sale,143,PDO1013020,Y,,M,Z_SOLD_2022,5413997111,GIA,RO,1,0.3,G,SI1,2000,600,-49,1020,306,-39,1220,366,EX,EX,VG,FNT,NN,NN,NN,NN,61.5,55,4.3,4.32,2.65,1.005,NN,NN,NN,BC2,NN,Crystal,,34,15,41,43,3.5,MED,STK,Polished,50,75,PTD,GIA 5413997111,,,N,DD,44583,143,G,SI1,NN,NN,NN,NN,NN,NN,NN,NN,,,,Y,,GIA,,,,44583,KM265FMTQ21,,,,,,,,RUSSIAN FEDERATION,ALROSA,,,,,,1.01E+11,44579,1.01E+11,44725,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0,385.92,1286.4,-35.68,385.92,1286.4,-35.68,,Sale,0.30-0.34,SI1-SI2,G-I,X,X,VG,XXVGFNT,,0.30-0.34,,0.30-0.34ROSI1,FNTG,CHK,#VALUE!,<150,0.30-0.39,306,1286.4,-49,#N/A,JUNE'22,#N/A,old stock,Sale,Doss,NA,63.9,53,4.19,4.21,2.69,1.005,NN,NN,NN,BC1,NN,Crystal,,35.5,16.5,40,42,5.5,THN,THK,Faceted,50,75,PTD,GIA 2426108223,,,N,DD,44594,127,F,SI1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,N,GIA,,,DEMAND,44594,KM304TQ21,,,,,,,,KOIN,CUANGO,,,,,,1.01E+11,44589,1.01E+11,44720,Chinastar Trade (Hong Kong) Limited,Chinastar Trade (Hong Kong) Limited,0,317.02,1056.733333,-49.67936508,317.02,1056.733333,-49.67936508,,1286.4,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17VG,#N/A,CHK,#VALUE!,<150,<0.29,<150,1056.733333,CHK,#N/A,JUNE'22,#N/A, ,1286.4,Doss
Sale,127,PDO1024266,Y,,A,Z_SOLD_2022,2426108223,GIA,RO,1,0.3,F,SI1,2100,630,-49,1071,321.3,-39,1281,384.3,VG,EX,VG,NON,NN,NA,NA,NA,63.9,53,4.19,4.21,2.69,1.005,NN,NN,NN,BC1,NN,Crystal,,35.5,16.5,40,42,5.5,THN,THK,Faceted,50,75,PTD,GIA 2426108223,,,N,DD,44594,127,F,SI1,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,N,GIA,,,DEMAND,44594,KM304TQ21,,,,,,,,KOIN,CUANGO,,,,,,1.01E+11,44589,1.01E+11,44720,Chinastar Trade (Hong Kong) Limited,Chinastar Trade (Hong Kong) Limited,0,317.02,1056.733333,-49.67936508,317.02,1056.733333,-49.67936508,,Sale,0.30-0.34,SI1-SI2,D-F,VG,X,VG,VGXVGNON,,0.30-0.34,,0.30-0.34ROSI1,NONF,CHK,#VALUE!,<150,0.30-0.39,321.3,1056.733333,-49,#N/A,JUNE'22,#N/A,old stock,Sale,Doss,NN,62.5,58,4.26,4.29,2.67,1.007,B1,NN,BT1+,NN,NN,Cloud,,35.5,15,41.2,43.5,4,MED,STK,Polished,50,80,PTD,GIA 6422137615,,,N,DD,44594,132,J,SI1,NN,NN,NN,NN,NN,NN,NN,NN,,,,N,,GIA,,,,44594,KM291TQ21,,,,,,,,UNKNOWN,UNKNOWN,,,,,,1.01E+11,44589,1.01E+11,44725,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0,302.4,1008,-32.8,302.4,1008,-32.8,,1056.733333,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17VG,#N/A,CHK,#VALUE!,<150,<0.29,<150,1008,CHK,#N/A,JUNE'22,#N/A, ,1056.733333,Doss
Sale,132,PDO1024487,Y,,M,Z_SOLD_2022,6422137615,GIA,RO,1,0.3,J,SI1,1500,450,-49,765,229.5,-38,930,279,EX,EX,EX,FNT,NN,NN,NN,NN,62.5,58,4.26,4.29,2.67,1.007,B1,NN,BT1+,NN,NN,Cloud,,35.5,15,41.2,43.5,4,MED,STK,Polished,50,80,PTD,GIA 6422137615,,,N,DD,44594,132,J,SI1,NN,NN,NN,NN,NN,NN,NN,NN,,,,N,,GIA,,,,44594,KM291TQ21,,,,,,,,UNKNOWN,UNKNOWN,,,,,,1.01E+11,44589,1.01E+11,44725,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0,302.4,1008,-32.8,302.4,1008,-32.8,,Sale,0.30-0.34,SI1-SI2,J-M,X,X,X,XXXFNT,,0.30-0.34,,0.30-0.34ROSI1,FNTJ,CHK,#VALUE!,<150,0.30-0.39,229.5,1008,-49,#N/A,JUNE'22,#N/A,old stock,Sale,Doss,NA,62.1,58,4.25,4.28,2.65,1.007,NN,NN,BT1+,NN,NN,"Twinning Wisp, Feather, Knot",,35.5,15,40.8,43,4,MED,STK,Faceted,50,80,PTD,GIA 6425170867,,,N,DD,44596,122,D,SI1,OT1,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,N,GIA,,,NON-DEMND,44596,KM254TQ21,,,,,,,,SOUTH AFRICA,,,,,,,1.01E+11,44592,1.01E+11,44715,Sun Rays,Sun Rays,30,368.09,1226.966667,-46.65362319,364.49,1214.966667,-47.17536232,,1008,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<150,<0.29,<150,1214.966667,CHK,#N/A,JUNE'22,#N/A, ,1008,Doss
Sale,122,PDO1024745,Y,,A,Z_SOLD_2022,6425170867,GIA,RO,1,0.3,D,SI1,2300,690,-48,1196,358.8,-38,1426,427.8,EX,EX,VG,NON,NN,NA,NA,NA,62.1,58,4.25,4.28,2.65,1.007,NN,NN,BT1+,NN,NN,"Twinning Wisp, Feather, Knot",,35.5,15,40.8,43,4,MED,STK,Faceted,50,80,PTD,GIA 6425170867,,,N,DD,44596,122,D,SI1,OT1,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,N,GIA,,,NON-DEMND,44596,KM254TQ21,,,,,,,,SOUTH AFRICA,,,,,,,1.01E+11,44592,1.01E+11,44715,Sun Rays,Sun Rays,30,368.09,1226.966667,-46.65362319,364.49,1214.966667,-47.17536232,,Sale,0.30-0.34,SI1-SI2,D-F,X,X,VG,XXVGNON,,0.30-0.34,,0.30-0.34ROSI1,NOND,CHK,#VALUE!,<150,0.30-0.39,358.8,1214.966667,-48,#N/A,JUNE'22,#N/A,old stock,Sale,Doss,NN,62,58,4.28,4.3,2.66,1.005,B1,NN,NN,NN,NN,"Feather, Pinpoint",,36,15.5,40.8,43,4,MED,STK,Polished,50,80,PTD,GIA 2427172005,,,N,DD,44597,129,I,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,,Y,,GIA,,,,44597,KM279FMTQ21,,,,,,,,RUSSIAN FEDERATION,ALROSA,,,,,,1.01E+11,44594,1.01E+11,44725,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0,423.36,1411.2,-32.8,423.36,1411.2,-32.8,,1214.966667,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17VG,#N/A,CHK,#VALUE!,<150,<0.29,<150,1411.2,CHK,#N/A,JUNE'22,#N/A, ,1214.966667,Doss
Sale,129,PDO1025252,Y,,M,Z_SOLD_2022,2427172005,GIA,RO,1,0.3,I,VS1,2100,630,-50,1050,315,-39,1281,384.3,EX,EX,EX,FNT,NN,NN,NN,NN,62,58,4.28,4.3,2.66,1.005,B1,NN,NN,NN,NN,"Feather, Pinpoint",,36,15.5,40.8,43,4,MED,STK,Polished,50,80,PTD,GIA 2427172005,,,N,DD,44597,129,I,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,,Y,,GIA,,,,44597,KM279FMTQ21,,,,,,,,RUSSIAN FEDERATION,ALROSA,,,,,,1.01E+11,44594,1.01E+11,44725,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0,423.36,1411.2,-32.8,423.36,1411.2,-32.8,,Sale,0.30-0.34,VS1-VS2,G-I,X,X,X,XXXFNT,,0.30-0.34,,0.30-0.34ROVS1,FNTI,CHK,#VALUE!,<150,0.30-0.39,315,1411.2,-50,#N/A,JUNE'22,#N/A,old stock,Sale,Doss,NN,62.3,55,4.28,4.31,2.68,1.007,NN,NN,NN,NN,NN,"Twinning Wisp, Feather",,36,16,40.6,42.5,3.5,THN,MED,Polished,50,80,PTD,GIA 2427196485,,,N,DD,44597,129,E,VS2,NN,NN,NN,NN,NN,NN,NN,NN,,,,N,,GIA,,,,44597,KM303TQ21,,,,,,,,KOIN,CUANGO,,,,,,1.01E+11,44594,1.01E+11,44725,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0,483.84,1612.8,-32.8,483.84,1612.8,-32.8,,1411.2,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<150,<0.29,<150,1612.8,CHK,#N/A,JUNE'22,#N/A, ,1411.2,Doss
Sale,129,PDO1025455,Y,,M,Z_SOLD_2022,2427196485,GIA,RO,1,0.3,E,VS2,2400,720,-47,1272,381.6,-37,1512,453.6,EX,EX,EX,FNT,NN,NN,NN,NN,62.3,55,4.28,4.31,2.68,1.007,NN,NN,NN,NN,NN,"Twinning Wisp, Feather",,36,16,40.6,42.5,3.5,THN,MED,Polished,50,80,PTD,GIA 2427196485,,,N,DD,44597,129,E,VS2,NN,NN,NN,NN,NN,NN,NN,NN,,,,N,,GIA,,,,44597,KM303TQ21,,,,,,,,KOIN,CUANGO,,,,,,1.01E+11,44594,1.01E+11,44725,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0,483.84,1612.8,-32.8,483.84,1612.8,-32.8,,Sale,0.30-0.34,VS1-VS2,D-F,X,X,X,XXXFNT,,0.30-0.34,,0.30-0.34ROVS2,FNTE,CHK,#VALUE!,<150,0.30-0.39,381.6,1612.8,-47,#N/A,JUNE'22,#N/A,old stock,Sale,Doss,NN,62.4,58,4.21,4.25,2.64,1.01,NN,NN,BT1+,NN,NN,Cloud,,36,15.5,40.2,42,5,VTHK,THK,Polished,50,75,PTD,GIA 5423233181,,,N,DD,44602,116,G,SI2,OT1,NN,NN,NN,NN,NN,NN,NN,N,N,N,Y,N,GIA,,,NON-DEMAND,44602,KM273FMTQ21,,,,,,,,RUSSIAN FEDERATION,ANABAR,,,,,,1.01E+11,44599,1.01E+11,44715,Sun Rays,Sun Rays,30,261.86,872.8666667,-48.65490196,259.3,864.3333333,-49.15686275,,1612.8,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<120,<0.29,<150,864.3333333,CHK,#N/A,JUNE'22,#N/A, ,1612.8,Doss
Sale,116,PDO1026053,Y,,A,Z_SOLD_2022,5423233181,GIA,RO,1,0.3,G,SI2,1700,510,-50,850,255,-40,1020,306,VG,EX,VG,NON,NN,SI2,NN,NN,62.4,58,4.21,4.25,2.64,1.01,NN,NN,BT1+,NN,NN,Cloud,,36,15.5,40.2,42,5,VTHK,THK,Polished,50,75,PTD,GIA 5423233181,,,N,DD,44602,116,G,SI2,OT1,NN,NN,NN,NN,NN,NN,NN,N,N,N,Y,N,GIA,,,NON-DEMAND,44602,KM273FMTQ21,,,,,,,,RUSSIAN FEDERATION,ANABAR,,,,,,1.01E+11,44599,1.01E+11,44715,Sun Rays,Sun Rays,30,261.86,872.8666667,-48.65490196,259.3,864.3333333,-49.15686275,,Sale,0.30-0.34,SI1-SI2,G-I,VG,X,VG,VGXVGNON,,0.30-0.34,,0.30-0.34ROSI2,NONG,CHK,#VALUE!,<120,0.30-0.39,255,864.3333333,-50,#N/A,JUNE'22,#N/A,old stock,Sale,Doss,NN,61.5,56,4.26,4.29,2.63,1.007,NN,M1,NN,NN,NN,"Cloud, Crystal, Feather",,34,15,40.2,42,4.5,THN,THK,Polished,50,75,PTD,GIA 1423232724,,,N,DD,44602,116,D,SI2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,N,GIA,,,,44602,KM304TQ21,,,,,,,,KOIN,CUANGO,,,,,,1.01E+11,44599,1.01E+11,44716,Nivoda LLP,Nivoda LLP,7,233.98,779.9333333,-61.00333333,233.44,778.1333333,-61.09333333,,864.3333333,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17VG,#N/A,CHK,#VALUE!,<120,<0.29,<120,778.1333333,CHK,#N/A,JUNE'22,#N/A, ,864.3333333,Doss
Sale,116,PDO1026333,Y,,A,Z_SOLD_2022,1423232724,GIA,RO,1,0.3,D,SI2,2000,600,-67,660,198,-57,860,258,VG,EX,VG,FNT,NN,NN,NN,NN,61.5,56,4.26,4.29,2.63,1.007,NN,M1,NN,NN,NN,"Cloud, Crystal, Feather",,34,15,40.2,42,4.5,THN,THK,Polished,50,75,PTD,GIA 1423232724,,,N,DD,44602,116,D,SI2,NN,NN,NN,NN,NN,NN,NN,NN,N,N,N,N,N,GIA,,,,44602,KM304TQ21,,,,,,,,KOIN,CUANGO,,,,,,1.01E+11,44599,1.01E+11,44716,Nivoda LLP,Nivoda LLP,7,233.98,779.9333333,-61.00333333,233.44,778.1333333,-61.09333333,,Sale,0.30-0.34,SI1-SI2,D-F,VG,X,VG,VGXVGFNT,,0.30-0.34,,0.30-0.34ROSI2,FNTD,CHK,#VALUE!,<120,0.30-0.39,198,778.1333333,-67,#N/A,JUNE'22,#N/A,old stock,Sale,Doss,NN,62.7,55,4.25,4.29,2.68,1.009,NN,M1,NN,NN,NN,Cloud,,36.5,16.5,40.6,42.5,3.5,THN,MED,Polished,50,80,PTD,GIA 1428236941,,,N,DD,44602,119,F,SI1,NN,NN,NN,NN,NN,NN,NN,NN,,,,Y,,GIA,,,,44602,KM267FMDBCOOTQ21,,,,,,,,,AGGREGATE,,,,,,1.01E+11,44599,1.01E+11,44720,Sheel Gems,Sheel Gems,75,300.95,1003.166667,-52.23015873,293.71,979.0333333,-53.37936508,,778.1333333,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17VG,#N/A,CHK,#VALUE!,<120,<0.29,<120,979.0333333,CHK,#N/A,JUNE'22,#N/A, ,778.1333333,Doss
Sale,119,PDO1026445,Y,,A,Z_SOLD_2022,1428236941,GIA,RO,1,0.3,F,SI1,2100,630,-53,987,296.1,-43,1197,359.1,EX,EX,EX,NON,NN,NN,NN,NN,62.7,55,4.25,4.29,2.68,1.009,NN,M1,NN,NN,NN,Cloud,,36.5,16.5,40.6,42.5,3.5,THN,MED,Polished,50,80,PTD,GIA 1428236941,,,N,DD,44602,119,F,SI1,NN,NN,NN,NN,NN,NN,NN,NN,,,,Y,,GIA,,,,44602,KM267FMDBCOOTQ21,,,,,,,,,AGGREGATE,,,,,,1.01E+11,44599,1.01E+11,44720,Sheel Gems,Sheel Gems,75,300.95,1003.166667,-52.23015873,293.71,979.0333333,-53.37936508,,Sale,0.30-0.34,SI1-SI2,D-F,X,X,X,XXXNON,,0.30-0.34,,0.30-0.34ROSI1,NONF,CHK,#VALUE!,<120,0.30-0.39,296.1,979.0333333,-53,#N/A,JUNE'22,#N/A,old stock,Sale,Doss,NN,61.5,55,4.3,4.31,2.65,1.002,NN,NN,NN,NN,NN,"Feather, Crystal",,34.5,15.5,40.8,43,3.5,MED,STK,Polished,50,80,PTD,GIA 2427231551,,,N,DD,44601,125,D,VS2,NN,NN,NN,NN,NN,NN,NN,NN,,,,Y,,GIA,,,,44601,KM281FMTQ21,,,,,,,,RUSSIAN FEDERATION,NURBA,,,,,,1.01E+11,44596,1.01E+11,44725,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0,482.4,1608,-35.68,482.4,1608,-35.68,,979.0333333,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17X,#N/A,CHK,#VALUE!,<150,<0.29,<120,1608,CHK,#N/A,JUNE'22,#N/A, ,979.0333333,Doss
Sale,125,PDO1026461,Y,,M,Z_SOLD_2022,2427231551,GIA,RO,1,0.3,D,VS2,2500,750,-53,1175,352.5,-43,1425,427.5,EX,EX,VG,FNT,NN,NN,NN,NN,61.5,55,4.3,4.31,2.65,1.002,NN,NN,NN,NN,NN,"Feather, Crystal",,34.5,15.5,40.8,43,3.5,MED,STK,Polished,50,80,PTD,GIA 2427231551,,,N,DD,44601,125,D,VS2,NN,NN,NN,NN,NN,NN,NN,NN,,,,Y,,GIA,,,,44601,KM281FMTQ21,,,,,,,,RUSSIAN FEDERATION,NURBA,,,,,,1.01E+11,44596,1.01E+11,44725,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0,482.4,1608,-35.68,482.4,1608,-35.68,,Sale,0.30-0.34,VS1-VS2,D-F,X,X,VG,XXVGFNT,,0.30-0.34,,0.30-0.34ROVS2,FNTD,CHK,#VALUE!,<150,0.30-0.39,352.5,1608,-53,#N/A,JUNE'22,#N/A,old stock,Sale,Doss,NN,63.2,57,4.21,4.24,2.67,1.007,NN,M1,NN,NN,NN,Cloud,,38.5,17,40,41.5,4.5,STK,THK,Polished,50,75,PTD,GIA 6422236782,,,N,DD,44602,119,F,SI1,NN,NN,NN,NN,NN,NN,NN,NN,,,,Y,,GIA,,,,44602,KM289FMDBCOOTQ21,,,,,,,,,DTC-DBGSS,,,,,,1.01E+11,44599,1.01E+11,44720,Sheel Gems,Sheel Gems,75,256.85,856.1666667,-59.23015873,250.67,835.5666667,-60.21111111,,1608,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17VG,#N/A,CHK,#VALUE!,<120,<0.29,<150,835.5666667,CHK,#N/A,JUNE'22,#N/A, ,1608,Doss
Sale,119,PDO1026469,Y,,A,Z_SOLD_2022,6422236782,GIA,RO,1,0.3,F,SI1,2100,630,-60,840,252,-50,1050,315,VG,EX,VG,NON,NN,NN,NN,NN,63.2,57,4.21,4.24,2.67,1.007,NN,M1,NN,NN,NN,Cloud,,38.5,17,40,41.5,4.5,STK,THK,Polished,50,75,PTD,GIA 6422236782,,,N,DD,44602,119,F,SI1,NN,NN,NN,NN,NN,NN,NN,NN,,,,Y,,GIA,,,,44602,KM289FMDBCOOTQ21,,,,,,,,,DTC-DBGSS,,,,,,1.01E+11,44599,1.01E+11,44720,Sheel Gems,Sheel Gems,75,256.85,856.1666667,-59.23015873,250.67,835.5666667,-60.21111111,,Sale,0.30-0.34,SI1-SI2,D-F,VG,X,VG,VGXVGNON,,0.30-0.34,,0.30-0.34ROSI1,NONF,CHK,#VALUE!,<120,0.30-0.39,252,835.5666667,-60,#N/A,JUNE'22,#N/A,old stock,Sale,Doss,NN,61,57,4.32,4.34,2.64,1.005,B1,NN,NN,NN,NN,"Feather, Needle",,34,14.5,40.8,43,3.5,MED,STK,Polished,50,75,PTD,GIA 2428236761,,,Y,DD,44602,124,M,VS1,NN,NN,NN,NN,NN,NN,NN,NN,,,,N,,GIA,,,,44602,KM291TQ21,,,,,,,,UNKNOWN,UNKNOWN,,,,,,1.01E+11,44599,1.01E+11,44725,Diarough (Hong Kong) Ltd.,Diarough Sourcing S. A.,0,231.55,771.8333333,-35.68055556,231.55,771.8333333,-35.68055556,,835.5666667,<0.17,#N/A,#N/A,FALSE,#N/A,FALSE,#N/A,,<0.17,,<0.17VG,#N/A,CHK,#VALUE!,<150,<0.29,<120,771.8333333,CHK,#N/A,JUNE'22,#N/A, ,835.5666667,Doss
