Price per Carat,Size,Colour,Clarity
16800,2,2,0
16250,2,2,1
14512.5,2,2,2
12540,2,2,3
10890,2,2,4
8775,2,2,5
6772.5,2,2,6
4170,2,2,7
13500,2,3,0
12800,2,3,1
11700,2,3,2
10720,2,3,3
9860,2,3,4
8375,2,3,5
6400,2,3,6
4031,2,3,7
10115,2,4,0
10642.5,2,4,1
10075,2,4,2
9520,2,4,3
8625,2,4,4
7370,2,4,5
6127.5,2,4,6
3822.5,2,4,7
7475,2,5,0
8000,2,5,1
7740,2,5,2
7448,2,5,3
7245,2,5,4
6365,2,5,5
5482.5,2,5,6
3544.5,2,5,7
6037.5,2,6,0
6400,2,6,1
6270,2,6,2
5985,2,6,3
5780,2,6,4
5200,2,6,5
4550,2,6,6
3031.5,2,6,7
5462.5,2,7,0
5808,2,7,1
5360,2,7,2
5175,2,7,3
4900,2,7,4
4355,2,7,5
3900,2,7,6
2709,2,7,7
4680,2,8,0
5025,2,8,1
4830,2,8,2
4420,2,8,3
4140,2,8,4
3740,2,8,5
3275,2,8,6
2386.5,2,8,7
4002,2,9,0
4422,2,9,1
4410,2,9,2
4200,2,9,3
3905,2,9,4
3400,2,9,5
3082,2,9,6
1935,2,9,7
26400,2,0,0
21045,2,0,1
18900,2,0,2
16120,2,0,3
12480,2,0,4
9765,2,0,5
7380,2,0,6
4448,2,0,7
18880,2,1,0
17690,2,1,1
15810,2,1,2
14175,2,1,3
11520,2,1,4
9135,2,1,5
6710,2,1,6
4309,2,1,7
16800,2,2,0
16250,2,2,1
14512.5,2,2,2
12540,2,2,3
10890,2,2,4
8775,2,2,5
6772.5,2,2,6
4170,2,2,7
13500,2,3,0
12800,2,3,1
11700,2,3,2
10720,2,3,3
9860,2,3,4
8375,2,3,5
6400,2,3,6
4031,2,3,7
10115,2,4,0
10642.5,2,4,1
10075,2,4,2
9520,2,4,3
8625,2,4,4
7370,2,4,5
6127.5,2,4,6
3822.5,2,4,7
7475,2,5,0
8000,2,5,1
7740,2,5,2
7448,2,5,3
7245,2,5,4
6365,2,5,5
5482.5,2,5,6
3544.5,2,5,7
6037.5,2,6,0
6400,2,6,1
6270,2,6,2
5985,2,6,3
5780,2,6,4
5200,2,6,5
4550,2,6,6
3031.5,2,6,7
5462.5,2,7,0
5808,2,7,1
5360,2,7,2
5175,2,7,3
4900,2,7,4
4355,2,7,5
3900,2,7,6
2709,2,7,7
4680,2,8,0
5025,2,8,1
4830,2,8,2
4420,2,8,3
4140,2,8,4
3740,2,8,5
3275,2,8,6
2386.5,2,8,7
4002,2,9,0
4422,2,9,1
4410,2,9,2
4200,2,9,3
3905,2,9,4
3400,2,9,5
3082,2,9,6
1935,2,9,7
26400,2,0,0
21045,2,0,1
18900,2,0,2
16120,2,0,3
12480,2,0,4
9765,2,0,5
7560,2,0,6
4448,2,0,7
18880,2,1,0
17690,2,1,1
15810,2,1,2
14175,2,1,3
11520,2,1,4
9135,2,1,5
6930,2,1,6
4309,2,1,7
16800,2,2,0
16250,2,2,1
14512.5,2,2,2
12540,2,2,3
11220,2,2,4
8910,2,2,5
6877.5,2,2,6
4170,2,2,7
13500,2,3,0
12800,2,3,1
11700,2,3,2
10720,2,3,3
9860,2,3,4
8437.5,2,3,5
6600,2,3,6
4031,2,3,7
10115,2,4,0
10642.5,2,4,1
10075,2,4,2
9520,2,4,3
8625,2,4,4
7425,2,4,5
6222.5,2,4,6
3822.5,2,4,7
7475,2,5,0
8000,2,5,1
7740,2,5,2
7448,2,5,3
7245,2,5,4
6365,2,5,5
5567.5,2,5,6
3544.5,2,5,7
6037.5,2,6,0
6400,2,6,1
6270,2,6,2
5985,2,6,3
5780,2,6,4
5200,2,6,5
4620,2,6,6
3031.5,2,6,7
5462.5,2,7,0
5808,2,7,1
5360,2,7,2
5175,2,7,3
4900,2,7,4
4355,2,7,5
4080,2,7,6
2709,2,7,7
4680,2,8,0
5025,2,8,1
4830,2,8,2
4420,2,8,3
4140,2,8,4
3740,2,8,5
3400,2,8,6
2386.5,2,8,7
4002,2,9,0
4422,2,9,1
4410,2,9,2
4200,2,9,3
3905,2,9,4
3400,2,9,5
3220,2,9,6
1935,2,9,7
26400,2,0,0
21045,2,0,1
18900,2,0,2
16120,2,0,3
12480,2,0,4
9765,2,0,5
7560,2,0,6
4448,2,0,7
18880,2,1,0
17690,2,1,1
15810,2,1,2
14175,2,1,3
11520,2,1,4
9135,2,1,5
6930,2,1,6
4309,2,1,7
16800,2,2,0
16250,2,2,1
14512.5,2,2,2
12540,2,2,3
11220,2,2,4
8910,2,2,5
6877.5,2,2,6
4170,2,2,7
13500,2,3,0
12800,2,3,1
11700,2,3,2
10720,2,3,3
9860,2,3,4
8437.5,2,3,5
6600,2,3,6
4031,2,3,7
10115,2,4,0
10642.5,2,4,1
10075,2,4,2
9520,2,4,3
8625,2,4,4
7425,2,4,5
6222.5,2,4,6
3822.5,2,4,7
7475,2,5,0
8000,2,5,1
7740,2,5,2
7448,2,5,3
7245,2,5,4
6365,2,5,5
5567.5,2,5,6
3544.5,2,5,7
6037.5,2,6,0
6400,2,6,1
6270,2,6,2
5985,2,6,3
5780,2,6,4
5200,2,6,5
4620,2,6,6
3031.5,2,6,7
5462.5,2,7,0
5808,2,7,1
5360,2,7,2
5175,2,7,3
4900,2,7,4
4355,2,7,5
4080,2,7,6
2709,2,7,7
4680,2,8,0
5025,2,8,1
4830,2,8,2
4420,2,8,3
4140,2,8,4
3740,2,8,5
3400,2,8,6
2386.5,2,8,7
4002,2,9,0
4422,2,9,1
4410,2,9,2
4200,2,9,3
3905,2,9,4
3400,2,9,5
3220,2,9,6
1935,2,9,7
26400,2,0,0
21045,2,0,1
18900,2,0,2
16120,2,0,3
12480,2,0,4
9765,2,0,5
7560,2,0,6
4448,2,0,7
18880,2,1,0
17690,2,1,1
15810,2,1,2
14175,2,1,3
11520,2,1,4
9135,2,1,5
6930,2,1,6
4309,2,1,7
16800,2,2,0
16250,2,2,1
14512.5,2,2,2
12540,2,2,3
11220,2,2,4
8775,2,2,5
6877.5,2,2,6
4170,2,2,7
13500,2,3,0
12800,2,3,1
11700,2,3,2
10720,2,3,3
9715,2,3,4
8250,2,3,5
6600,2,3,6
4031,2,3,7
10115,2,4,0
10642.5,2,4,1
10075,2,4,2
9660,2,4,3
8500,2,4,4
7260,2,4,5
6222.5,2,4,6
3822.5,2,4,7
7475,2,5,0
8000,2,5,1
7740,2,5,2
7448,2,5,3
7035,2,5,4
6270,2,5,5
5567.5,2,5,6
3544.5,2,5,7
6037.5,2,6,0
6400,2,6,1
6270,2,6,2
5985,2,6,3
5780,2,6,4
5200,2,6,5
4620,2,6,6
3031.5,2,6,7
5462.5,2,7,0
5808,2,7,1
5360,2,7,2
5175,2,7,3
4900,2,7,4
4355,2,7,5
4080,2,7,6
2709,2,7,7
4680,2,8,0
5025,2,8,1
4830,2,8,2
4420,2,8,3
4140,2,8,4
3740,2,8,5
3400,2,8,6
2386.5,2,8,7
4002,2,9,0
4422,2,9,1
4410,2,9,2
4200,2,9,3
3905,2,9,4
3400,2,9,5
3220,2,9,6
1935,2,9,7
26400,2,0,0
21045,2,0,1
18900,2,0,2
16120,2,0,3
12480,2,0,4
9765,2,0,5
7560,2,0,6
4448,2,0,7
18880,2,1,0
17690,2,1,1
15810,2,1,2
13950,2,1,3
11520,2,1,4
9135,2,1,5
6930,2,1,6
4309,2,1,7
16800,2,2,0
16250,2,2,1
14512.5,2,2,2
12540,2,2,3
11055,2,2,4
8775,2,2,5
6877.5,2,2,6
4170,2,2,7
13500,2,3,0
12800,2,3,1
11700,2,3,2
10720,2,3,3
9715,2,3,4
8125,2,3,5
6600,2,3,6
4031,2,3,7
10115,2,4,0
10642.5,2,4,1
10075,2,4,2
9660,2,4,3
8500,2,4,4
7260,2,4,5
6222.5,2,4,6
3822.5,2,4,7
7475,2,5,0
8000,2,5,1
7740,2,5,2
7336,2,5,3
7035,2,5,4
6270,2,5,5
5482.5,2,5,6
3544.5,2,5,7
6037.5,2,6,0
6400,2,6,1
6270,2,6,2
5985,2,6,3
5780,2,6,4
5200,2,6,5
4620,2,6,6
3031.5,2,6,7
5462.5,2,7,0
5808,2,7,1
5360,2,7,2
5175,2,7,3
4900,2,7,4
4355,2,7,5
4080,2,7,6
2709,2,7,7
4680,2,8,0
5025,2,8,1
4830,2,8,2
4420,2,8,3
4140,2,8,4
3740,2,8,5
3400,2,8,6
2386.5,2,8,7
4002,2,9,0
4422,2,9,1
4410,2,9,2
4200,2,9,3
3905,2,9,4
3400,2,9,5
3220,2,9,6
1935,2,9,7
26400,2,0,0
21045,2,0,1
18600,2,0,2
15860,2,0,3
12480,2,0,4
9765,2,0,5
7560,2,0,6
4448,2,0,7
18880,2,1,0
17690,2,1,1
15555,2,1,2
14062.5,2,1,3
11520,2,1,4
9135,2,1,5
6930,2,1,6
4309,2,1,7
16800,2,2,0
16250,2,2,1
14512.5,2,2,2
12540,2,2,3
10890,2,2,4
8775,2,2,5
6825,2,2,6
4170,2,2,7
13500,2,3,0
12800,2,3,1
11700,2,3,2
10720,2,3,3
9715,2,3,4
8125,2,3,5
6600,2,3,6
4031,2,3,7
10115,2,4,0
10642.5,2,4,1
10075,2,4,2
9660,2,4,3
8500,2,4,4
7260,2,4,5
6222.5,2,4,6
3822.5,2,4,7
7475,2,5,0
8000,2,5,1
7740,2,5,2
7336,2,5,3
7035,2,5,4
6270,2,5,5
5440,2,5,6
3544.5,2,5,7
6037.5,2,6,0
6400,2,6,1
6270,2,6,2
5985,2,6,3
5780,2,6,4
5200,2,6,5
4620,2,6,6
3031.5,2,6,7
5462.5,2,7,0
5808,2,7,1
5360,2,7,2
5175,2,7,3
4900,2,7,4
4355,2,7,5
4080,2,7,6
2709,2,7,7
4680,2,8,0
5025,2,8,1
4830,2,8,2
4420,2,8,3
4140,2,8,4
3740,2,8,5
3400,2,8,6
2386.5,2,8,7
4002,2,9,0
4422,2,9,1
4410,2,9,2
4200,2,9,3
3905,2,9,4
3400,2,9,5
3220,2,9,6
1935,2,9,7
25800,2,0,0
21390,2,0,1
18290,2,0,2
15300,2,0,3
12480,2,0,4
9765,2,0,5
7560,2,0,6
4455,2,0,7
18880,2,1,0
17690,2,1,1
15555,2,1,2
14062.5,2,1,3
11520,2,1,4
9135,2,1,5
6930,2,1,6
4320,2,1,7
16800,2,2,0
16000,2,2,1
14400,2,2,2
12540,2,2,3
10890,2,2,4
8640,2,2,5
6720,2,2,6
4185,2,2,7
13500,2,3,0
12800,2,3,1
11430,2,3,2
10720,2,3,3
9715,2,3,4
7812.5,2,3,5
6500,2,3,6
4080,2,3,7
10115,2,4,0
10560,2,4,1
9920,2,4,2
9520,2,4,3
8500,2,4,4
7150,2,4,5
6175,2,4,6
3876,2,4,7
7475,2,5,0
8000,2,5,1
7740,2,5,2
7336,2,5,3
6930,2,5,4
6175,2,5,5
5270,2,5,6
3551,2,5,7
6037.5,2,6,0
6400,2,6,1
6270,2,6,2
5985,2,6,3
5780,2,6,4
5160,2,6,5
4550,2,6,6
3283,2,6,7
5462.5,2,7,0
5808,2,7,1
5360,2,7,2
5175,2,7,3
4900,2,7,4
4355,2,7,5
4080,2,7,6
2948,2,7,7
4680,2,8,0
5025,2,8,1
4620,2,8,2
4355,2,8,3
4080,2,8,4
3752,2,8,5
3380,2,8,6
2574,2,8,7
4002,2,9,0
4422,2,9,1
4347,2,9,2
4200,2,9,3
3850,2,9,4
3350,2,9,5
3149,2,9,6
2178,2,9,7
25800,2,0,0
21390,2,0,1
18290,2,0,2
15300,2,0,3
12480,2,0,4
9765,2,0,5
7560,2,0,6
4455,2,0,7
19200,2,1,0
17690,2,1,1
15555,2,1,2
14062.5,2,1,3
11520,2,1,4
9135,2,1,5
6930,2,1,6
4320,2,1,7
17080,2,2,0
16000,2,2,1
14400,2,2,2
12540,2,2,3
10890,2,2,4
8640,2,2,5
6720,2,2,6
4185,2,2,7
13725,2,3,0
12800,2,3,1
11430,2,3,2
10720,2,3,3
9715,2,3,4
7875,2,3,5
6500,2,3,6
4080,2,3,7
10710,2,4,0
10560,2,4,1
9920,2,4,2
9380,2,4,3
8500,2,4,4
7150,2,4,5
6175,2,4,6
3876,2,4,7
8060,2,5,0
8000,2,5,1
7740,2,5,2
7336,2,5,3
6930,2,5,4
6175,2,5,5
5270,2,5,6
3551,2,5,7
6510,2,6,0
6400,2,6,1
6270,2,6,2
5985,2,6,3
5780,2,6,4
5160,2,6,5
4550,2,6,6
3283,2,6,7
6080,2,7,0
5984,2,7,1
5440,2,7,2
5250,2,7,3
4900,2,7,4
4420,2,7,5
4080,2,7,6
2948,2,7,7
5080,2,8,0
5025,2,8,1
4620,2,8,2
4355,2,8,3
4080,2,8,4
3752,2,8,5
3380,2,8,6
2574,2,8,7
4554,2,9,0
4488,2,9,1
4347,2,9,2
4140,2,9,3
3850,2,9,4
3350,2,9,5
3149,2,9,6
2244,2,9,7
25800,2,0,0
21390,2,0,1
17995,2,0,2
15045,2,0,3
12480,2,0,4
9765,2,0,5
7800,2,0,6
4620,2,0,7
19200,2,1,0
17980,2,1,1
15810,2,1,2
14400,2,1,3
11340,2,1,4
9425,2,1,5
7150,2,1,6
4480,2,1,7
17360,2,2,0
16250,2,2,1
14400,2,2,2
12730,2,2,3
11220,2,2,4
8640,2,2,5
6720,2,2,6
4278,2,2,7
13950,2,3,0
13000,2,3,1
11700,2,3,2
10720,2,3,3
9715,2,3,4
8125,2,3,5
6600,2,3,6
4200,2,3,7
11050,2,4,0
10890,2,4,1
10385,2,4,2
9380,2,4,3
8750,2,4,4
7370,2,4,5
6365,2,4,6
4104,2,4,7
8320,2,5,0
8250,2,5,1
8160,2,5,2
7616,2,5,3
6930,2,5,4
6175,2,5,5
5270,2,5,6
3604,2,5,7
6825,2,6,0
6700,2,6,1
6365,2,6,2
6030,2,6,3
5780,2,6,4
5160,2,6,5
4550,2,6,6
3528,2,6,7
6365,2,7,0
5896,2,7,1
5360,2,7,2
5250,2,7,3
4900,2,7,4
4420,2,7,5
4080,2,7,6
3212,2,7,7
5200,2,8,0
4950,2,8,1
4550,2,8,2
4355,2,8,3
4020,2,8,4
3752,2,8,5
3484,2,8,6
2808,2,8,7
4554,2,9,0
4422,2,9,1
4347,2,9,2
4140,2,9,3
3740,2,9,4
3350,2,9,5
3149,2,9,6
2376,2,9,7
25800,2,0,0
21390,2,0,1
17995,2,0,2
15045,2,0,3
12480,2,0,4
9765,2,0,5
7800,2,0,6
4620,2,0,7
19200,2,1,0
17980,2,1,1
15810,2,1,2
14400,2,1,3
11340,2,1,4
9425,2,1,5
7150,2,1,6
4480,2,1,7
17360,2,2,0
16250,2,2,1
14400,2,2,2
12730,2,2,3
11220,2,2,4
8640,2,2,5
6720,2,2,6
4278,2,2,7
13950,2,3,0
13000,2,3,1
11700,2,3,2
10720,2,3,3
9715,2,3,4
8125,2,3,5
6600,2,3,6
4200,2,3,7
11050,2,4,0
10890,2,4,1
10385,2,4,2
9380,2,4,3
8750,2,4,4
7370,2,4,5
6365,2,4,6
4104,2,4,7
8320,2,5,0
8250,2,5,1
8160,2,5,2
7616,2,5,3
6930,2,5,4
6175,2,5,5
5270,2,5,6
3604,2,5,7
6825,2,6,0
6700,2,6,1
6365,2,6,2
6030,2,6,3
5780,2,6,4
5160,2,6,5
4550,2,6,6
3528,2,6,7
6365,2,7,0
5896,2,7,1
5360,2,7,2
5250,2,7,3
4900,2,7,4
4420,2,7,5
4080,2,7,6
3212,2,7,7
5200,2,8,0
4950,2,8,1
4550,2,8,2
4355,2,8,3
4020,2,8,4
3752,2,8,5
3484,2,8,6
2808,2,8,7
4554,2,9,0
4422,2,9,1
4347,2,9,2
4140,2,9,3
3740,2,9,4
3350,2,9,5
3149,2,9,6
2376,2,9,7
25800,2,0,0
21390,2,0,1
17995,2,0,2
16320,2,0,3
12675,2,0,4
10075,2,0,5
7800,2,0,6
4620,2,0,7
19200,2,1,0
17980,2,1,1
15810,2,1,2
14400,2,1,3
11880,2,1,4
9425,2,1,5
7150,2,1,6
4480,2,1,7
17360,2,2,0
16250,2,2,1
14625,2,2,2
12730,2,2,3
11220,2,2,4
8640,2,2,5
6825,2,2,6
4278,2,2,7
13950,2,3,0
13000,2,3,1
11700,2,3,2
10720,2,3,3
9715,2,3,4
8250,2,3,5
6500,2,3,6
4200,2,3,7
10880,2,4,0
10890,2,4,1
10540,2,4,2
9520,2,4,3
8625,2,4,4
7260,2,4,5
6270,2,4,6
4104,2,4,7
8320,2,5,0
8250,2,5,1
8160,2,5,2
7616,2,5,3
7140,2,5,4
6270,2,5,5
5525,2,5,6
3604,2,5,7
6825,2,6,0
6700,2,6,1
6365,2,6,2
6030,2,6,3
5780,2,6,4
5280,2,6,5
4550,2,6,6
3528,2,6,7
6365,2,7,0
5896,2,7,1
5440,2,7,2
5250,2,7,3
4900,2,7,4
4485,2,7,5
4140,2,7,6
3212,2,7,7
5200,2,8,0
4950,2,8,1
4690,2,8,2
4615,2,8,3
4260,2,8,4
3920,2,8,5
3536,2,8,6
2808,2,8,7
4554,2,9,0
4422,2,9,1
4347,2,9,2
4200,2,9,3
3905,2,9,4
3550,2,9,5
3337,2,9,6
2376,2,9,7
24600,2,0,0
21080,2,0,1
17385,2,0,2
15680,2,0,3
12675,2,0,4
10075,2,0,5
7800,2,0,6
4620,2,0,7
18600,2,1,0
17670,2,1,1
15500,2,1,2
14080,2,1,3
11880,2,1,4
9425,2,1,5
7150,2,1,6
4480,2,1,7
17360,2,2,0
16250,2,2,1
14625,2,2,2
12730,2,2,3
11220,2,2,4
8640,2,2,5
6825,2,2,6
4278,2,2,7
13950,2,3,0
13000,2,3,1
11700,2,3,2
10720,2,3,3
9715,2,3,4
8250,2,3,5
6500,2,3,6
4200,2,3,7
10880,2,4,0
10890,2,4,1
10540,2,4,2
9520,2,4,3
8625,2,4,4
7260,2,4,5
6270,2,4,6
4104,2,4,7
8320,2,5,0
8250,2,5,1
8160,2,5,2
7616,2,5,3
7140,2,5,4
6270,2,5,5
5525,2,5,6
3604,2,5,7
6825,2,6,0
6700,2,6,1
6365,2,6,2
6030,2,6,3
5780,2,6,4
5280,2,6,5
4550,2,6,6
3528,2,6,7
6365,2,7,0
5896,2,7,1
5440,2,7,2
5250,2,7,3
4900,2,7,4
4485,2,7,5
4140,2,7,6
3212,2,7,7
5200,2,8,0
4950,2,8,1
4690,2,8,2
4615,2,8,3
4260,2,8,4
3920,2,8,5
3536,2,8,6
2808,2,8,7
4554,2,9,0
4422,2,9,1
4347,2,9,2
4200,2,9,3
3905,2,9,4
3550,2,9,5
3337,2,9,6
2376,2,9,7
24000,2,0,0
20460,2,0,1
17080,2,0,2
15360,2,0,3
12675,2,0,4
10075,2,0,5
7800,2,0,6
4620,2,0,7
18600,2,1,0
17670,2,1,1
15500,2,1,2
14080,2,1,3
11880,2,1,4
9425,2,1,5
7150,2,1,6
4480,2,1,7
17360,2,2,0
16250,2,2,1
14625,2,2,2
12730,2,2,3
11220,2,2,4
8640,2,2,5
6825,2,2,6
4278,2,2,7
13950,2,3,0
13000,2,3,1
11700,2,3,2
10720,2,3,3
9715,2,3,4
8250,2,3,5
6500,2,3,6
4200,2,3,7
10880,2,4,0
10890,2,4,1
10540,2,4,2
9520,2,4,3
8625,2,4,4
7260,2,4,5
6270,2,4,6
4104,2,4,7
8320,2,5,0
8250,2,5,1
8160,2,5,2
7616,2,5,3
7140,2,5,4
6270,2,5,5
5525,2,5,6
3604,2,5,7
6825,2,6,0
6700,2,6,1
6365,2,6,2
6030,2,6,3
5780,2,6,4
5280,2,6,5
4550,2,6,6
3528,2,6,7
6365,2,7,0
5896,2,7,1
5440,2,7,2
5250,2,7,3
4900,2,7,4
4485,2,7,5
4140,2,7,6
3212,2,7,7
5200,2,8,0
4950,2,8,1
4690,2,8,2
4615,2,8,3
4260,2,8,4
3920,2,8,5
3536,2,8,6
2808,2,8,7
4554,2,9,0
4422,2,9,1
4347,2,9,2
4200,2,9,3
3905,2,9,4
3550,2,9,5
3337,2,9,6
2376,2,9,7
24000,2,0,0
20460,2,0,1
17080,2,0,2
15360,2,0,3
12675,2,0,4
10075,2,0,5
7800,2,0,6
4620,2,0,7
18600,2,1,0
17670,2,1,1
15500,2,1,2
14080,2,1,3
11880,2,1,4
9425,2,1,5
7150,2,1,6
4480,2,1,7
17360,2,2,0
16250,2,2,1
14625,2,2,2
12730,2,2,3
11220,2,2,4
8640,2,2,5
6825,2,2,6
4278,2,2,7
13950,2,3,0
13000,2,3,1
11700,2,3,2
10720,2,3,3
9715,2,3,4
8250,2,3,5
6500,2,3,6
4200,2,3,7
10880,2,4,0
10890,2,4,1
10540,2,4,2
9520,2,4,3
8625,2,4,4
7260,2,4,5
6270,2,4,6
4104,2,4,7
8320,2,5,0
8250,2,5,1
8160,2,5,2
7616,2,5,3
7140,2,5,4
6270,2,5,5
5525,2,5,6
3604,2,5,7
6825,2,6,0
6700,2,6,1
6365,2,6,2
6030,2,6,3
5780,2,6,4
5280,2,6,5
4550,2,6,6
3528,2,6,7
6365,2,7,0
5896,2,7,1
5440,2,7,2
5250,2,7,3
4900,2,7,4
4485,2,7,5
4140,2,7,6
3212,2,7,7
5200,2,8,0
4950,2,8,1
4690,2,8,2
4615,2,8,3
4260,2,8,4
3920,2,8,5
3536,2,8,6
2808,2,8,7
4554,2,9,0
4422,2,9,1
4347,2,9,2
4200,2,9,3
3905,2,9,4
3550,2,9,5
3337,2,9,6
2376,2,9,7
22200,2,0,0
19840,2,0,1
16470,2,0,2
14720,2,0,3
12675,2,0,4
10075,2,0,5
7800,2,0,6
4620,2,0,7
18000,2,1,0
17050,2,1,1
14880,2,1,2
13440,2,1,3
11880,2,1,4
9425,2,1,5
7150,2,1,6
4480,2,1,7
16740,2,2,0
16250,2,2,1
14300,2,2,2
12730,2,2,3
11220,2,2,4
8640,2,2,5
6825,2,2,6
4278,2,2,7
13640,2,3,0
13000,2,3,1
11700,2,3,2
10720,2,3,3
9715,2,3,4
8250,2,3,5
6500,2,3,6
4200,2,3,7
10880,2,4,0
10890,2,4,1
10540,2,4,2
9520,2,4,3
8625,2,4,4
7260,2,4,5
6270,2,4,6
4104,2,4,7
8320,2,5,0
8250,2,5,1
8160,2,5,2
7616,2,5,3
7140,2,5,4
6270,2,5,5
5525,2,5,6
3604,2,5,7
6825,2,6,0
6700,2,6,1
6365,2,6,2
6030,2,6,3
5780,2,6,4
5280,2,6,5
4550,2,6,6
3528,2,6,7
6365,2,7,0
5896,2,7,1
5440,2,7,2
5250,2,7,3
4900,2,7,4
4485,2,7,5
4140,2,7,6
3212,2,7,7
5200,2,8,0
4950,2,8,1
4690,2,8,2
4615,2,8,3
4260,2,8,4
3920,2,8,5
3536,2,8,6
2808,2,8,7
4554,2,9,0
4422,2,9,1
4347,2,9,2
4200,2,9,3
3905,2,9,4
3550,2,9,5
3337,2,9,6
2376,2,9,7
22200,2,0,0
19840,2,0,1
16470,2,0,2
14720,2,0,3
12675,2,0,4
10075,2,0,5
7800,2,0,6
4620,2,0,7
18000,2,1,0
17050,2,1,1
14880,2,1,2
13440,2,1,3
11880,2,1,4
9425,2,1,5
7150,2,1,6
4480,2,1,7
16740,2,2,0
16250,2,2,1
14300,2,2,2
12730,2,2,3
11220,2,2,4
8640,2,2,5
6825,2,2,6
4278,2,2,7
13640,2,3,0
13000,2,3,1
11700,2,3,2
10720,2,3,3
9715,2,3,4
8250,2,3,5
6500,2,3,6
4200,2,3,7
10880,2,4,0
10890,2,4,1
10540,2,4,2
9520,2,4,3
8625,2,4,4
7260,2,4,5
6270,2,4,6
4104,2,4,7
8320,2,5,0
8250,2,5,1
8160,2,5,2
7616,2,5,3
7140,2,5,4
6270,2,5,5
5525,2,5,6
3604,2,5,7
6825,2,6,0
6700,2,6,1
6365,2,6,2
6030,2,6,3
5780,2,6,4
5280,2,6,5
4550,2,6,6
3528,2,6,7
6365,2,7,0
5896,2,7,1
5440,2,7,2
5250,2,7,3
4900,2,7,4
4485,2,7,5
4140,2,7,6
3212,2,7,7
5200,2,8,0
4950,2,8,1
4690,2,8,2
4615,2,8,3
4260,2,8,4
3920,2,8,5
3536,2,8,6
2808,2,8,7
4554,2,9,0
4422,2,9,1
4347,2,9,2
4200,2,9,3
3905,2,9,4
3550,2,9,5
3337,2,9,6
2376,2,9,7
22200,2,0,0
19840,2,0,1
16470,2,0,2
14720,2,0,3
12675,2,0,4
10075,2,0,5
7800,2,0,6
4620,2,0,7
18000,2,1,0
17050,2,1,1
14880,2,1,2
13440,2,1,3
11880,2,1,4
9425,2,1,5
7150,2,1,6
4480,2,1,7
16740,2,2,0
16250,2,2,1
14300,2,2,2
12730,2,2,3
11220,2,2,4
8640,2,2,5
6825,2,2,6
4278,2,2,7
13640,2,3,0
13000,2,3,1
11700,2,3,2
10720,2,3,3
9715,2,3,4
8250,2,3,5
6500,2,3,6
4200,2,3,7
10880,2,4,0
10890,2,4,1
10540,2,4,2
9520,2,4,3
8625,2,4,4
7260,2,4,5
6270,2,4,6
4104,2,4,7
8320,2,5,0
8250,2,5,1
8160,2,5,2
7616,2,5,3
7140,2,5,4
6270,2,5,5
5525,2,5,6
3604,2,5,7
6825,2,6,0
6700,2,6,1
6365,2,6,2
6030,2,6,3
5780,2,6,4
5280,2,6,5
4550,2,6,6
3528,2,6,7
6365,2,7,0
5896,2,7,1
5440,2,7,2
5250,2,7,3
4900,2,7,4
4485,2,7,5
4140,2,7,6
3212,2,7,7
5200,2,8,0
4950,2,8,1
4690,2,8,2
4615,2,8,3
4260,2,8,4
3920,2,8,5
3536,2,8,6
2808,2,8,7
4554,2,9,0
4422,2,9,1
4347,2,9,2
4200,2,9,3
3905,2,9,4
3550,2,9,5
3337,2,9,6
2376,2,9,7
22200,2,0,0
19840,2,0,1
16470,2,0,2
14720,2,0,3
12675,2,0,4
10075,2,0,5
7800,2,0,6
4620,2,0,7
18000,2,1,0
17050,2,1,1
14880,2,1,2
13440,2,1,3
11880,2,1,4
9425,2,1,5
7150,2,1,6
4480,2,1,7
16740,2,2,0
16250,2,2,1
14300,2,2,2
12730,2,2,3
11220,2,2,4
8640,2,2,5
6825,2,2,6
4278,2,2,7
13640,2,3,0
13000,2,3,1
11700,2,3,2
10720,2,3,3
9715,2,3,4
8250,2,3,5
6500,2,3,6
4200,2,3,7
10880,2,4,0
10890,2,4,1
10540,2,4,2
9520,2,4,3
8625,2,4,4
7260,2,4,5
6270,2,4,6
4104,2,4,7
8320,2,5,0
8250,2,5,1
8160,2,5,2
7616,2,5,3
7140,2,5,4
6270,2,5,5
5525,2,5,6
3604,2,5,7
6825,2,6,0
6700,2,6,1
6365,2,6,2
6030,2,6,3
5780,2,6,4
5280,2,6,5
4550,2,6,6
3528,2,6,7
6365,2,7,0
5896,2,7,1
5440,2,7,2
5250,2,7,3
4900,2,7,4
4485,2,7,5
4140,2,7,6
3212,2,7,7
5200,2,8,0
4950,2,8,1
4690,2,8,2
4615,2,8,3
4260,2,8,4
3920,2,8,5
3536,2,8,6
2808,2,8,7
4554,2,9,0
4422,2,9,1
4347,2,9,2
4200,2,9,3
3905,2,9,4
3550,2,9,5
3337,2,9,6
2376,2,9,7
22200,2,0,0
19840,2,0,1
16470,2,0,2
14720,2,0,3
12675,2,0,4
10075,2,0,5
7800,2,0,6
4620,2,0,7
18000,2,1,0
17050,2,1,1
14880,2,1,2
13440,2,1,3
11880,2,1,4
9425,2,1,5
7150,2,1,6
4480,2,1,7
16740,2,2,0
16250,2,2,1
14300,2,2,2
12730,2,2,3
11220,2,2,4
8640,2,2,5
6825,2,2,6
4278,2,2,7
13640,2,3,0
13000,2,3,1
11700,2,3,2
10720,2,3,3
9715,2,3,4
8250,2,3,5
6500,2,3,6
