Price per carat,Size,Colour,Clarity,Month,Year,Rapper,Rappri
4060,1.5-1.69,K,VS1,Sep,2019,-30,5800
3905,1.5-1.69,K,VS2,Sep,2019,-29,5500
3588,1.5-1.69,K,SI1,Sep,2019,-31,5200
3264,1.5-1.69,K,SI2,Sep,2019,-32,4800
2450,1.5-1.69,K,I1,Sep,2019,-30,3500
3762,1.5-1.69,L,IF,Sep,2019,-34,5700
3712.5,1.5-1.69,L,VVS1,Sep,2019,-32.5,5500
3604,1.5-1.69,L,VVS2,Sep,2019,-32,5300
3479,1.5-1.69,L,VS1,Sep,2019,-29,4900
3312,1.5-1.69,L,VS2,Sep,2019,-28,4600
3036,1.5-1.69,L,SI1,Sep,2019,-31,4400
2788,1.5-1.69,L,SI2,Sep,2019,-32,4100
2272,1.5-1.69,L,I1,Sep,2019,-29,3200
3168,1.5-1.69,M,IF,Sep,2019,-34,4800
3082,1.5-1.69,M,VVS1,Sep,2019,-33,4600
2992,1.5-1.69,M,VVS2,Sep,2019,-32,4400
2982,1.5-1.69,M,VS1,Sep,2019,-29,4200
2880,1.5-1.69,M,VS2,Sep,2019,-28,4000
2660,1.5-1.69,M,SI1,Sep,2019,-30,3800
2484,1.5-1.69,M,SI2,Sep,2019,-31,3600
1904,1.5-1.69,M,I1,Sep,2019,-32,2800
13983,1.5-1.69,D,IF,Oct,2019,-41,23700
12726,1.5-1.69,D,VVS1,Oct,2019,-37,20200
11072,1.5-1.69,D,VVS2,Oct,2019,-36,17300
9920,1.5-1.69,D,VS1,Oct,2019,-36,15500
9108,1.5-1.69,D,VS2,Oct,2019,-34,13800
7020,1.5-1.69,D,SI1,Oct,2019,-35,10800
5632,1.5-1.69,D,SI2,Oct,2019,-36,8800
3726,1.5-1.69,D,I1,Oct,2019,-31,5400
12383,1.5-1.69,E,IF,Oct,2019,-39,20300
11718,1.5-1.69,E,VVS1,Oct,2019,-37,18600
10176,1.5-1.69,E,VVS2,Oct,2019,-36,15900
9207.5,1.5-1.69,E,VS1,Oct,2019,-36.5,14500
8448,1.5-1.69,E,VS2,Oct,2019,-34,12800
6825,1.5-1.69,E,SI1,Oct,2019,-35,10500
5525,1.5-1.69,E,SI2,Oct,2019,-35,8500
3570,1.5-1.69,E,I1,Oct,2019,-30,5100
10797,1.5-1.69,F,IF,Oct,2019,-39,17700
10368,1.5-1.69,F,VVS1,Oct,2019,-36,16200
8960,1.5-1.69,F,VVS2,Oct,2019,-36,14000
8580.5,1.5-1.69,F,VS1,Oct,2019,-34.5,13100
7906,1.5-1.69,F,VS2,Oct,2019,-33,11800
6600,1.5-1.69,F,SI1,Oct,2019,-34,10000
5200,1.5-1.69,F,SI2,Oct,2019,-35,8000
3500,1.5-1.69,F,I1,Oct,2019,-30,5000
8845,1.5-1.69,G,IF,Oct,2019,-39,14500
8840,1.5-1.69,G,VVS1,Oct,2019,-35,13600
7930,1.5-1.69,G,VVS2,Oct,2019,-35,12200
7524,1.5-1.69,G,VS1,Oct,2019,-34,11400
7344,1.5-1.69,G,VS2,Oct,2019,-32,10800
6175,1.5-1.69,G,SI1,Oct,2019,-35,9500
4800,1.5-1.69,G,SI2,Oct,2019,-36,7500
3479,1.5-1.69,G,I1,Oct,2019,-29,4900
7192,1.5-1.69,H,IF,Oct,2019,-38,11600
7280,1.5-1.69,H,VVS1,Oct,2019,-35,11200
6695,1.5-1.69,H,VVS2,Oct,2019,-35,10300
6566,1.5-1.69,H,VS1,Oct,2019,-33,9800
6392,1.5-1.69,H,VS2,Oct,2019,-32,9400
5829,1.5-1.69,H,SI1,Oct,2019,-33,8700
4615,1.5-1.69,H,SI2,Oct,2019,-35,7100
3290,1.5-1.69,H,I1,Oct,2019,-30,4700
5828,1.5-1.69,I,IF,Oct,2019,-38,9400
5850,1.5-1.69,I,VVS1,Oct,2019,-35,9000
5525,1.5-1.69,I,VVS2,Oct,2019,-35,8500
5576,1.5-1.69,I,VS1,Oct,2019,-32,8200
5372,1.5-1.69,I,VS2,Oct,2019,-32,7900
5025,1.5-1.69,I,SI1,Oct,2019,-33,7500
4352,1.5-1.69,I,SI2,Oct,2019,-32,6400
3096,1.5-1.69,I,I1,Oct,2019,-28,4300
5135,1.5-1.69,J,IF,Oct,2019,-35,7900
4958,1.5-1.69,J,VVS1,Oct,2019,-33,7400
4932,1.5-1.69,J,VVS2,Oct,2019,-31.5,7200
4830,1.5-1.69,J,VS1,Oct,2019,-31,7000
4554,1.5-1.69,J,VS2,Oct,2019,-31,6600
4154,1.5-1.69,J,SI1,Oct,2019,-33,6200
3752,1.5-1.69,J,SI2,Oct,2019,-33,5600
2736,1.5-1.69,J,I1,Oct,2019,-28,3800
4422,1.5-1.69,K,IF,Oct,2019,-34,6700
4288,1.5-1.69,K,VVS1,Oct,2019,-33,6400
4216,1.5-1.69,K,VVS2,Oct,2019,-32,6200
4060,1.5-1.69,K,VS1,Oct,2019,-30,5800
3905,1.5-1.69,K,VS2,Oct,2019,-29,5500
3588,1.5-1.69,K,SI1,Oct,2019,-31,5200
3264,1.5-1.69,K,SI2,Oct,2019,-32,4800
2450,1.5-1.69,K,I1,Oct,2019,-30,3500
3762,1.5-1.69,L,IF,Oct,2019,-34,5700
3712.5,1.5-1.69,L,VVS1,Oct,2019,-32.5,5500
3604,1.5-1.69,L,VVS2,Oct,2019,-32,5300
3479,1.5-1.69,L,VS1,Oct,2019,-29,4900
3312,1.5-1.69,L,VS2,Oct,2019,-28,4600
3036,1.5-1.69,L,SI1,Oct,2019,-31,4400
2788,1.5-1.69,L,SI2,Oct,2019,-32,4100
2272,1.5-1.69,L,I1,Oct,2019,-29,3200
3168,1.5-1.69,M,IF,Oct,2019,-34,4800
3082,1.5-1.69,M,VVS1,Oct,2019,-33,4600
2992,1.5-1.69,M,VVS2,Oct,2019,-32,4400
2982,1.5-1.69,M,VS1,Oct,2019,-29,4200
2880,1.5-1.69,M,VS2,Oct,2019,-28,4000
2660,1.5-1.69,M,SI1,Oct,2019,-30,3800
2484,1.5-1.69,M,SI2,Oct,2019,-31,3600
1904,1.5-1.69,M,I1,Oct,2019,-32,2800
13983,1.5-1.69,D,IF,Nov,2019,-41,23700
12726,1.5-1.69,D,VVS1,Nov,2019,-37,20200
11072,1.5-1.69,D,VVS2,Nov,2019,-36,17300
9920,1.5-1.69,D,VS1,Nov,2019,-36,15500
9108,1.5-1.69,D,VS2,Nov,2019,-34,13800
7020,1.5-1.69,D,SI1,Nov,2019,-35,10800
5632,1.5-1.69,D,SI2,Nov,2019,-36,8800
3726,1.5-1.69,D,I1,Nov,2019,-31,5400
12383,1.5-1.69,E,IF,Nov,2019,-39,20300
11718,1.5-1.69,E,VVS1,Nov,2019,-37,18600
10176,1.5-1.69,E,VVS2,Nov,2019,-36,15900
9207.5,1.5-1.69,E,VS1,Nov,2019,-36.5,14500
8448,1.5-1.69,E,VS2,Nov,2019,-34,12800
6825,1.5-1.69,E,SI1,Nov,2019,-35,10500
5525,1.5-1.69,E,SI2,Nov,2019,-35,8500
3570,1.5-1.69,E,I1,Nov,2019,-30,5100
10797,1.5-1.69,F,IF,Nov,2019,-39,17700
10368,1.5-1.69,F,VVS1,Nov,2019,-36,16200
8960,1.5-1.69,F,VVS2,Nov,2019,-36,14000
8580.5,1.5-1.69,F,VS1,Nov,2019,-34.5,13100
7906,1.5-1.69,F,VS2,Nov,2019,-33,11800
6600,1.5-1.69,F,SI1,Nov,2019,-34,10000
5200,1.5-1.69,F,SI2,Nov,2019,-35,8000
3500,1.5-1.69,F,I1,Nov,2019,-30,5000
8845,1.5-1.69,G,IF,Nov,2019,-39,14500
8840,1.5-1.69,G,VVS1,Nov,2019,-35,13600
7930,1.5-1.69,G,VVS2,Nov,2019,-35,12200
7524,1.5-1.69,G,VS1,Nov,2019,-34,11400
7344,1.5-1.69,G,VS2,Nov,2019,-32,10800
6175,1.5-1.69,G,SI1,Nov,2019,-35,9500
4800,1.5-1.69,G,SI2,Nov,2019,-36,7500
3479,1.5-1.69,G,I1,Nov,2019,-29,4900
7192,1.5-1.69,H,IF,Nov,2019,-38,11600
7280,1.5-1.69,H,VVS1,Nov,2019,-35,11200
6695,1.5-1.69,H,VVS2,Nov,2019,-35,10300
6566,1.5-1.69,H,VS1,Nov,2019,-33,9800
6392,1.5-1.69,H,VS2,Nov,2019,-32,9400
5829,1.5-1.69,H,SI1,Nov,2019,-33,8700
4615,1.5-1.69,H,SI2,Nov,2019,-35,7100
3290,1.5-1.69,H,I1,Nov,2019,-30,4700
5828,1.5-1.69,I,IF,Nov,2019,-38,9400
5850,1.5-1.69,I,VVS1,Nov,2019,-35,9000
5525,1.5-1.69,I,VVS2,Nov,2019,-35,8500
5576,1.5-1.69,I,VS1,Nov,2019,-32,8200
5372,1.5-1.69,I,VS2,Nov,2019,-32,7900
5025,1.5-1.69,I,SI1,Nov,2019,-33,7500
4352,1.5-1.69,I,SI2,Nov,2019,-32,6400
3096,1.5-1.69,I,I1,Nov,2019,-28,4300
5135,1.5-1.69,J,IF,Nov,2019,-35,7900
4958,1.5-1.69,J,VVS1,Nov,2019,-33,7400
4932,1.5-1.69,J,VVS2,Nov,2019,-31.5,7200
4830,1.5-1.69,J,VS1,Nov,2019,-31,7000
4554,1.5-1.69,J,VS2,Nov,2019,-31,6600
4154,1.5-1.69,J,SI1,Nov,2019,-33,6200
3752,1.5-1.69,J,SI2,Nov,2019,-33,5600
2736,1.5-1.69,J,I1,Nov,2019,-28,3800
4422,1.5-1.69,K,IF,Nov,2019,-34,6700
4288,1.5-1.69,K,VVS1,Nov,2019,-33,6400
4216,1.5-1.69,K,VVS2,Nov,2019,-32,6200
4060,1.5-1.69,K,VS1,Nov,2019,-30,5800
3905,1.5-1.69,K,VS2,Nov,2019,-29,5500
3588,1.5-1.69,K,SI1,Nov,2019,-31,5200
3264,1.5-1.69,K,SI2,Nov,2019,-32,4800
2450,1.5-1.69,K,I1,Nov,2019,-30,3500
3762,1.5-1.69,L,IF,Nov,2019,-34,5700
3712.5,1.5-1.69,L,VVS1,Nov,2019,-32.5,5500
3604,1.5-1.69,L,VVS2,Nov,2019,-32,5300
3479,1.5-1.69,L,VS1,Nov,2019,-29,4900
3312,1.5-1.69,L,VS2,Nov,2019,-28,4600
3036,1.5-1.69,L,SI1,Nov,2019,-31,4400
2788,1.5-1.69,L,SI2,Nov,2019,-32,4100
2272,1.5-1.69,L,I1,Nov,2019,-29,3200
3168,1.5-1.69,M,IF,Nov,2019,-34,4800
3082,1.5-1.69,M,VVS1,Nov,2019,-33,4600
2992,1.5-1.69,M,VVS2,Nov,2019,-32,4400
2982,1.5-1.69,M,VS1,Nov,2019,-29,4200
2880,1.5-1.69,M,VS2,Nov,2019,-28,4000
2660,1.5-1.69,M,SI1,Nov,2019,-30,3800
2484,1.5-1.69,M,SI2,Nov,2019,-31,3600
1904,1.5-1.69,M,I1,Nov,2019,-32,2800
13983,1.5-1.69,D,IF,Dec,2019,-41,23700
12726,1.5-1.69,D,VVS1,Dec,2019,-37,20200
11072,1.5-1.69,D,VVS2,Dec,2019,-36,17300
9920,1.5-1.69,D,VS1,Dec,2019,-36,15500
9108,1.5-1.69,D,VS2,Dec,2019,-34,13800
7020,1.5-1.69,D,SI1,Dec,2019,-35,10800
5632,1.5-1.69,D,SI2,Dec,2019,-36,8800
3726,1.5-1.69,D,I1,Dec,2019,-31,5400
12383,1.5-1.69,E,IF,Dec,2019,-39,20300
11718,1.5-1.69,E,VVS1,Dec,2019,-37,18600
10176,1.5-1.69,E,VVS2,Dec,2019,-36,15900
9207.5,1.5-1.69,E,VS1,Dec,2019,-36.5,14500
8448,1.5-1.69,E,VS2,Dec,2019,-34,12800
6825,1.5-1.69,E,SI1,Dec,2019,-35,10500
5525,1.5-1.69,E,SI2,Dec,2019,-35,8500
3570,1.5-1.69,E,I1,Dec,2019,-30,5100
10797,1.5-1.69,F,IF,Dec,2019,-39,17700
10368,1.5-1.69,F,VVS1,Dec,2019,-36,16200
8960,1.5-1.69,F,VVS2,Dec,2019,-36,14000
8580.5,1.5-1.69,F,VS1,Dec,2019,-34.5,13100
7906,1.5-1.69,F,VS2,Dec,2019,-33,11800
6600,1.5-1.69,F,SI1,Dec,2019,-34,10000
5200,1.5-1.69,F,SI2,Dec,2019,-35,8000
3500,1.5-1.69,F,I1,Dec,2019,-30,5000
8845,1.5-1.69,G,IF,Dec,2019,-39,14500
8840,1.5-1.69,G,VVS1,Dec,2019,-35,13600
7930,1.5-1.69,G,VVS2,Dec,2019,-35,12200
7524,1.5-1.69,G,VS1,Dec,2019,-34,11400
7344,1.5-1.69,G,VS2,Dec,2019,-32,10800
6175,1.5-1.69,G,SI1,Dec,2019,-35,9500
4800,1.5-1.69,G,SI2,Dec,2019,-36,7500
3479,1.5-1.69,G,I1,Dec,2019,-29,4900
7192,1.5-1.69,H,IF,Dec,2019,-38,11600
7280,1.5-1.69,H,VVS1,Dec,2019,-35,11200
6695,1.5-1.69,H,VVS2,Dec,2019,-35,10300
6566,1.5-1.69,H,VS1,Dec,2019,-33,9800
6392,1.5-1.69,H,VS2,Dec,2019,-32,9400
5829,1.5-1.69,H,SI1,Dec,2019,-33,8700
4615,1.5-1.69,H,SI2,Dec,2019,-35,7100
3290,1.5-1.69,H,I1,Dec,2019,-30,4700
5828,1.5-1.69,I,IF,Dec,2019,-38,9400
5850,1.5-1.69,I,VVS1,Dec,2019,-35,9000
5525,1.5-1.69,I,VVS2,Dec,2019,-35,8500
5576,1.5-1.69,I,VS1,Dec,2019,-32,8200
5372,1.5-1.69,I,VS2,Dec,2019,-32,7900
5025,1.5-1.69,I,SI1,Dec,2019,-33,7500
4352,1.5-1.69,I,SI2,Dec,2019,-32,6400
3096,1.5-1.69,I,I1,Dec,2019,-28,4300
5135,1.5-1.69,J,IF,Dec,2019,-35,7900
4958,1.5-1.69,J,VVS1,Dec,2019,-33,7400
4932,1.5-1.69,J,VVS2,Dec,2019,-31.5,7200
4830,1.5-1.69,J,VS1,Dec,2019,-31,7000
4554,1.5-1.69,J,VS2,Dec,2019,-31,6600
4154,1.5-1.69,J,SI1,Dec,2019,-33,6200
3752,1.5-1.69,J,SI2,Dec,2019,-33,5600
2736,1.5-1.69,J,I1,Dec,2019,-28,3800
4422,1.5-1.69,K,IF,Dec,2019,-34,6700
4288,1.5-1.69,K,VVS1,Dec,2019,-33,6400
4216,1.5-1.69,K,VVS2,Dec,2019,-32,6200
4060,1.5-1.69,K,VS1,Dec,2019,-30,5800
3905,1.5-1.69,K,VS2,Dec,2019,-29,5500
3588,1.5-1.69,K,SI1,Dec,2019,-31,5200
3264,1.5-1.69,K,SI2,Dec,2019,-32,4800
2450,1.5-1.69,K,I1,Dec,2019,-30,3500
3762,1.5-1.69,L,IF,Dec,2019,-34,5700
3712.5,1.5-1.69,L,VVS1,Dec,2019,-32.5,5500
3604,1.5-1.69,L,VVS2,Dec,2019,-32,5300
3479,1.5-1.69,L,VS1,Dec,2019,-29,4900
3312,1.5-1.69,L,VS2,Dec,2019,-28,4600
3036,1.5-1.69,L,SI1,Dec,2019,-31,4400
2788,1.5-1.69,L,SI2,Dec,2019,-32,4100
2272,1.5-1.69,L,I1,Dec,2019,-29,3200
3168,1.5-1.69,M,IF,Dec,2019,-34,4800
3082,1.5-1.69,M,VVS1,Dec,2019,-33,4600
2992,1.5-1.69,M,VVS2,Dec,2019,-32,4400
2982,1.5-1.69,M,VS1,Dec,2019,-29,4200
2880,1.5-1.69,M,VS2,Dec,2019,-28,4000
2660,1.5-1.69,M,SI1,Dec,2019,-30,3800
2484,1.5-1.69,M,SI2,Dec,2019,-31,3600
1904,1.5-1.69,M,I1,Dec,2019,-32,2800
13983,1.5-1.69,D,IF,Jan,2020,-41,23700
12726,1.5-1.69,D,VVS1,Jan,2020,-37,20200
11072,1.5-1.69,D,VVS2,Jan,2020,-36,17300
9920,1.5-1.69,D,VS1,Jan,2020,-36,15500
9108,1.5-1.69,D,VS2,Jan,2020,-34,13800
7020,1.5-1.69,D,SI1,Jan,2020,-35,10800
5632,1.5-1.69,D,SI2,Jan,2020,-36,8800
3726,1.5-1.69,D,I1,Jan,2020,-31,5400
12383,1.5-1.69,E,IF,Jan,2020,-39,20300
11718,1.5-1.69,E,VVS1,Jan,2020,-37,18600
10176,1.5-1.69,E,VVS2,Jan,2020,-36,15900
9207.5,1.5-1.69,E,VS1,Jan,2020,-36.5,14500
8448,1.5-1.69,E,VS2,Jan,2020,-34,12800
6825,1.5-1.69,E,SI1,Jan,2020,-35,10500
5525,1.5-1.69,E,SI2,Jan,2020,-35,8500
3570,1.5-1.69,E,I1,Jan,2020,-30,5100
10797,1.5-1.69,F,IF,Jan,2020,-39,17700
10368,1.5-1.69,F,VVS1,Jan,2020,-36,16200
8960,1.5-1.69,F,VVS2,Jan,2020,-36,14000
8580.5,1.5-1.69,F,VS1,Jan,2020,-34.5,13100
7906,1.5-1.69,F,VS2,Jan,2020,-33,11800
6600,1.5-1.69,F,SI1,Jan,2020,-34,10000
5200,1.5-1.69,F,SI2,Jan,2020,-35,8000
3500,1.5-1.69,F,I1,Jan,2020,-30,5000
8845,1.5-1.69,G,IF,Jan,2020,-39,14500
8840,1.5-1.69,G,VVS1,Jan,2020,-35,13600
7930,1.5-1.69,G,VVS2,Jan,2020,-35,12200
7524,1.5-1.69,G,VS1,Jan,2020,-34,11400
7344,1.5-1.69,G,VS2,Jan,2020,-32,10800
6175,1.5-1.69,G,SI1,Jan,2020,-35,9500
4800,1.5-1.69,G,SI2,Jan,2020,-36,7500
3479,1.5-1.69,G,I1,Jan,2020,-29,4900
7192,1.5-1.69,H,IF,Jan,2020,-38,11600
7280,1.5-1.69,H,VVS1,Jan,2020,-35,11200
6695,1.5-1.69,H,VVS2,Jan,2020,-35,10300
6566,1.5-1.69,H,VS1,Jan,2020,-33,9800
6392,1.5-1.69,H,VS2,Jan,2020,-32,9400
5829,1.5-1.69,H,SI1,Jan,2020,-33,8700
4615,1.5-1.69,H,SI2,Jan,2020,-35,7100
3290,1.5-1.69,H,I1,Jan,2020,-30,4700
5828,1.5-1.69,I,IF,Jan,2020,-38,9400
5850,1.5-1.69,I,VVS1,Jan,2020,-35,9000
5525,1.5-1.69,I,VVS2,Jan,2020,-35,8500
5576,1.5-1.69,I,VS1,Jan,2020,-32,8200
5372,1.5-1.69,I,VS2,Jan,2020,-32,7900
5025,1.5-1.69,I,SI1,Jan,2020,-33,7500
4352,1.5-1.69,I,SI2,Jan,2020,-32,6400
3096,1.5-1.69,I,I1,Jan,2020,-28,4300
5135,1.5-1.69,J,IF,Jan,2020,-35,7900
4958,1.5-1.69,J,VVS1,Jan,2020,-33,7400
4932,1.5-1.69,J,VVS2,Jan,2020,-31.5,7200
4830,1.5-1.69,J,VS1,Jan,2020,-31,7000
4554,1.5-1.69,J,VS2,Jan,2020,-31,6600
4154,1.5-1.69,J,SI1,Jan,2020,-33,6200
3752,1.5-1.69,J,SI2,Jan,2020,-33,5600
2736,1.5-1.69,J,I1,Jan,2020,-28,3800
4422,1.5-1.69,K,IF,Jan,2020,-34,6700
4288,1.5-1.69,K,VVS1,Jan,2020,-33,6400
4216,1.5-1.69,K,VVS2,Jan,2020,-32,6200
4060,1.5-1.69,K,VS1,Jan,2020,-30,5800
3905,1.5-1.69,K,VS2,Jan,2020,-29,5500
3588,1.5-1.69,K,SI1,Jan,2020,-31,5200
3264,1.5-1.69,K,SI2,Jan,2020,-32,4800
2450,1.5-1.69,K,I1,Jan,2020,-30,3500
3762,1.5-1.69,L,IF,Jan,2020,-34,5700
3712.5,1.5-1.69,L,VVS1,Jan,2020,-32.5,5500
3604,1.5-1.69,L,VVS2,Jan,2020,-32,5300
3479,1.5-1.69,L,VS1,Jan,2020,-29,4900
3312,1.5-1.69,L,VS2,Jan,2020,-28,4600
3036,1.5-1.69,L,SI1,Jan,2020,-31,4400
2788,1.5-1.69,L,SI2,Jan,2020,-32,4100
2272,1.5-1.69,L,I1,Jan,2020,-29,3200
3168,1.5-1.69,M,IF,Jan,2020,-34,4800
3082,1.5-1.69,M,VVS1,Jan,2020,-33,4600
2992,1.5-1.69,M,VVS2,Jan,2020,-32,4400
2982,1.5-1.69,M,VS1,Jan,2020,-29,4200
2880,1.5-1.69,M,VS2,Jan,2020,-28,4000
2660,1.5-1.69,M,SI1,Jan,2020,-30,3800
2484,1.5-1.69,M,SI2,Jan,2020,-31,3600
1904,1.5-1.69,M,I1,Jan,2020,-32,2800
13983,1.5-1.69,D,IF,Feb,2020,-41,23700
12726,1.5-1.69,D,VVS1,Feb,2020,-37,20200
11072,1.5-1.69,D,VVS2,Feb,2020,-36,17300
9920,1.5-1.69,D,VS1,Feb,2020,-36,15500
9108,1.5-1.69,D,VS2,Feb,2020,-34,13800
7020,1.5-1.69,D,SI1,Feb,2020,-35,10800
5632,1.5-1.69,D,SI2,Feb,2020,-36,8800
3726,1.5-1.69,D,I1,Feb,2020,-31,5400
12383,1.5-1.69,E,IF,Feb,2020,-39,20300
11718,1.5-1.69,E,VVS1,Feb,2020,-37,18600
10176,1.5-1.69,E,VVS2,Feb,2020,-36,15900
9207.5,1.5-1.69,E,VS1,Feb,2020,-36.5,14500
8448,1.5-1.69,E,VS2,Feb,2020,-34,12800
6825,1.5-1.69,E,SI1,Feb,2020,-35,10500
5525,1.5-1.69,E,SI2,Feb,2020,-35,8500
3570,1.5-1.69,E,I1,Feb,2020,-30,5100
10797,1.5-1.69,F,IF,Feb,2020,-39,17700
10368,1.5-1.69,F,VVS1,Feb,2020,-36,16200
8960,1.5-1.69,F,VVS2,Feb,2020,-36,14000
8580.5,1.5-1.69,F,VS1,Feb,2020,-34.5,13100
7906,1.5-1.69,F,VS2,Feb,2020,-33,11800
6600,1.5-1.69,F,SI1,Feb,2020,-34,10000
5200,1.5-1.69,F,SI2,Feb,2020,-35,8000
3500,1.5-1.69,F,I1,Feb,2020,-30,5000
8845,1.5-1.69,G,IF,Feb,2020,-39,14500
8840,1.5-1.69,G,VVS1,Feb,2020,-35,13600
8174,1.5-1.69,G,VVS2,Feb,2020,-33,12200
7752,1.5-1.69,G,VS1,Feb,2020,-32,11400
7344,1.5-1.69,G,VS2,Feb,2020,-32,10800
6175,1.5-1.69,G,SI1,Feb,2020,-35,9500
4800,1.5-1.69,G,SI2,Feb,2020,-36,7500
3479,1.5-1.69,G,I1,Feb,2020,-29,4900
7192,1.5-1.69,H,IF,Feb,2020,-38,11600
7392,1.5-1.69,H,VVS1,Feb,2020,-34,11200
6901,1.5-1.69,H,VVS2,Feb,2020,-33,10300
6664,1.5-1.69,H,VS1,Feb,2020,-32,9800
6392,1.5-1.69,H,VS2,Feb,2020,-32,9400
5963,1.5-1.69,H,SI1,Feb,2020,-33,8900
4745,1.5-1.69,H,SI2,Feb,2020,-35,7300
3290,1.5-1.69,H,I1,Feb,2020,-30,4700
5828,1.5-1.69,I,IF,Feb,2020,-38,9400
5940,1.5-1.69,I,VVS1,Feb,2020,-34,9000
5695,1.5-1.69,I,VVS2,Feb,2020,-33,8500
5576,1.5-1.69,I,VS1,Feb,2020,-32,8200
5372,1.5-1.69,I,VS2,Feb,2020,-32,7900
5159,1.5-1.69,I,SI1,Feb,2020,-33,7700
4488,1.5-1.69,I,SI2,Feb,2020,-32,6600
3096,1.5-1.69,I,I1,Feb,2020,-28,4300
5135,1.5-1.69,J,IF,Feb,2020,-35,7900
4958,1.5-1.69,J,VVS1,Feb,2020,-33,7400
4932,1.5-1.69,J,VVS2,Feb,2020,-31.5,7200
4830,1.5-1.69,J,VS1,Feb,2020,-31,7000
4623,1.5-1.69,J,VS2,Feb,2020,-31,6700
4288,1.5-1.69,J,SI1,Feb,2020,-33,6400
3886,1.5-1.69,J,SI2,Feb,2020,-33,5800
2736,1.5-1.69,J,I1,Feb,2020,-28,3800
4422,1.5-1.69,K,IF,Feb,2020,-34,6700
4288,1.5-1.69,K,VVS1,Feb,2020,-33,6400
4216,1.5-1.69,K,VVS2,Feb,2020,-32,6200
4060,1.5-1.69,K,VS1,Feb,2020,-30,5800
3905,1.5-1.69,K,VS2,Feb,2020,-29,5500
3588,1.5-1.69,K,SI1,Feb,2020,-31,5200
3264,1.5-1.69,K,SI2,Feb,2020,-32,4800
2450,1.5-1.69,K,I1,Feb,2020,-30,3500
3762,1.5-1.69,L,IF,Feb,2020,-34,5700
3712.5,1.5-1.69,L,VVS1,Feb,2020,-32.5,5500
3604,1.5-1.69,L,VVS2,Feb,2020,-32,5300
3479,1.5-1.69,L,VS1,Feb,2020,-29,4900
3312,1.5-1.69,L,VS2,Feb,2020,-28,4600
3036,1.5-1.69,L,SI1,Feb,2020,-31,4400
2788,1.5-1.69,L,SI2,Feb,2020,-32,4100
2272,1.5-1.69,L,I1,Feb,2020,-29,3200
3168,1.5-1.69,M,IF,Feb,2020,-34,4800
3082,1.5-1.69,M,VVS1,Feb,2020,-33,4600
2992,1.5-1.69,M,VVS2,Feb,2020,-32,4400
2982,1.5-1.69,M,VS1,Feb,2020,-29,4200
2880,1.5-1.69,M,VS2,Feb,2020,-28,4000
2660,1.5-1.69,M,SI1,Feb,2020,-30,3800
2484,1.5-1.69,M,SI2,Feb,2020,-31,3600
1904,1.5-1.69,M,I1,Feb,2020,-32,2800
14220,1.5-1.69,D,IF,Mar,2020,-40,23700
12726,1.5-1.69,D,VVS1,Mar,2020,-37,20200
11072,1.5-1.69,D,VVS2,Mar,2020,-36,17300
9765,1.5-1.69,D,VS1,Mar,2020,-37,15500
9108,1.5-1.69,D,VS2,Mar,2020,-34,13800
7020,1.5-1.69,D,SI1,Mar,2020,-35,10800
5632,1.5-1.69,D,SI2,Mar,2020,-36,8800
3726,1.5-1.69,D,I1,Mar,2020,-31,5400
12383,1.5-1.69,E,IF,Mar,2020,-39,20300
11718,1.5-1.69,E,VVS1,Mar,2020,-37,18600
10176,1.5-1.69,E,VVS2,Mar,2020,-36,15900
9207.5,1.5-1.69,E,VS1,Mar,2020,-36.5,14500
8448,1.5-1.69,E,VS2,Mar,2020,-34,12800
6825,1.5-1.69,E,SI1,Mar,2020,-35,10500
5525,1.5-1.69,E,SI2,Mar,2020,-35,8500
3570,1.5-1.69,E,I1,Mar,2020,-30,5100
10797,1.5-1.69,F,IF,Mar,2020,-39,17700
10368,1.5-1.69,F,VVS1,Mar,2020,-36,16200
8960,1.5-1.69,F,VVS2,Mar,2020,-36,14000
8580.5,1.5-1.69,F,VS1,Mar,2020,-34.5,13100
7906,1.5-1.69,F,VS2,Mar,2020,-33,11800
6600,1.5-1.69,F,SI1,Mar,2020,-34,10000
5200,1.5-1.69,F,SI2,Mar,2020,-35,8000
3500,1.5-1.69,F,I1,Mar,2020,-30,5000
8845,1.5-1.69,G,IF,Mar,2020,-39,14500
8840,1.5-1.69,G,VVS1,Mar,2020,-35,13600
8174,1.5-1.69,G,VVS2,Mar,2020,-33,12200
7752,1.5-1.69,G,VS1,Mar,2020,-32,11400
7344,1.5-1.69,G,VS2,Mar,2020,-32,10800
6175,1.5-1.69,G,SI1,Mar,2020,-35,9500
4800,1.5-1.69,G,SI2,Mar,2020,-36,7500
3479,1.5-1.69,G,I1,Mar,2020,-29,4900
7192,1.5-1.69,H,IF,Mar,2020,-38,11600
7392,1.5-1.69,H,VVS1,Mar,2020,-34,11200
6901,1.5-1.69,H,VVS2,Mar,2020,-33,10300
6664,1.5-1.69,H,VS1,Mar,2020,-32,9800
6392,1.5-1.69,H,VS2,Mar,2020,-32,9400
5963,1.5-1.69,H,SI1,Mar,2020,-33,8900
4781.5,1.5-1.69,H,SI2,Mar,2020,-34.5,7300
3290,1.5-1.69,H,I1,Mar,2020,-30,4700
5828,1.5-1.69,I,IF,Mar,2020,-38,9400
